,Target,Score,Interaction,Expression
ARL1,False,,False,13.546762589928058
ARL10,False,,False,2.615107913669065
ARL11,False,,False,0.007194244604316547
ARL13B,False,,False,6.485611510791367
ARL14EP,False,,False,7.2913669064748206
ARL15,False,,False,0.9964028776978417
ARL16,False,,False,21.100719424460433
ARL17A,False,,False,0.7877697841726619
ARL17B,False,,False,0.48201438848920863
ARL2,False,,False,30.618705035971225
ARL2-SNX15,False,,False,0.01079136690647482
ARL2BP,False,,False,1.0
ARL2BPP1,False,,False,0.17985611510791366
ARL2BPP4,False,,False,0.007194244604316547
ARL2BPP8,False,,False,0.007194244604316547
ARL3,False,,False,23.442446043165468
ARL4A,False,,False,12.20503597122302
ARL4C,False,,False,3.827338129496403
ARL4D,False,,True,4.503597122302159
ARL4P,False,,False,0.0035971223021582736
ARL5A,False,,False,12.133093525179856
ARL5B,False,,False,6.658273381294964
ARL6,False,,False,1.4496402877697843
ARL6IP1,False,,False,31.485611510791365
ARL6IP1P2,False,,False,0.05755395683453238
ARL6IP1P3,False,,False,0.02158273381294964
ARL6IP4,False,,False,0.0035971223021582736
ARL6IP5,False,,False,53.726618705035975
ARL6IP6,False,,False,6.467625899280575
ARL8A,False,,False,1.3597122302158273
ARL8B,False,,False,16.363309352517987
ARL9,False,,True,0.14028776978417265
ARMC1,False,,False,10.607913669064748
ARMC10,False,,False,10.143884892086332
ARMC10P1,False,,False,2.143884892086331
ARMC12,False,,False,0.1223021582733813
ARMC2,False,,False,0.564748201438849
ARMC3,False,,False,0.01079136690647482
ARMC4,False,,False,0.01079136690647482
ARMC4P1,False,,False,0.0035971223021582736
ARMC5,False,,False,1.143884892086331
ARMC6,False,,False,14.571942446043165
ARMC7,False,,False,1.3776978417266188
ARMC8,False,,False,22.320143884892087
ARMC8P1,False,,False,0.014388489208633094
ARMC9,False,,False,2.776978417266187
ARMCX1,False,,False,7.359712230215828
ARMCX2,False,,False,1.6079136690647482
ARMCX3,False,,False,11.449640287769784
ARMCX4,False,,False,2.2697841726618706
ARMCX5,False,,False,0.8273381294964028
ARMCX6,False,,False,5.787769784172662
ARMCX7P,False,,False,3.7841726618705036
ARMT1,False,,False,4.233812949640288
ARNT,False,,False,4.823741007194244
ARNT2,False,,False,0.9028776978417267
ARNTL,False,,False,1.370503597122302
ARNTL2,False,,False,14.179856115107913
ARPC1A,False,,False,74.24820143884892
ARPC1B,False,,False,31.787769784172664
ARPC2,False,,False,263.46043165467626
ARPC3,False,,False,52.219424460431654
ARPC3P1,False,,False,0.9928057553956835
ARPC3P2,False,,False,0.2805755395683453
ARPC3P5,False,,False,1.10431654676259
ARPC4,False,,False,51.24820143884892
ARPC5,False,,False,78.94244604316546
ARPC5L,False,,False,33.67985611510792
ARPIN,False,,True,3.4748201438848922
ARPP19,False,,False,56.67985611510792
ARRB1,False,,False,1.6762589928057554
ARRB2,False,,False,1.5683453237410072
ARRDC1,False,,False,2.2158273381294964
ARRDC1-AS1,False,,True,3.2194244604316546
ARRDC2,False,,False,1.2194244604316546
ARRDC3,False,,False,10.26978417266187
ARRDC3-AS1,False,,False,0.6654676258992805
ARRDC4,False,,True,0.18345323741007194
ARRDC5,False,,False,0.007194244604316547
ARSA,False,,False,1.4820143884892085
ARSB,False,,True,3.4784172661870505
ARSD,False,,False,1.2482014388489209
ARSDP1,False,,False,0.0035971223021582736
ARSE,False,,False,0.5251798561151079
ARSEP1,False,,False,0.0035971223021582736
ARSF,False,,False,0.02158273381294964
ARSG,False,,False,0.5683453237410072
ARSI,False,,False,0.43884892086330934
ARSJ,False,,True,12.424460431654676
ARSK,False,,False,1.7302158273381294
ART3,False,,False,0.0035971223021582736
ART4,False,,False,0.007194244604316547
ART5,False,,False,0.06474820143884892
ARTN,False,,False,0.9064748201438849
ARV1,False,,False,11.967625899280575
ARVCF,False,,False,0.0539568345323741
ARX,False,,False,0.02158273381294964
AS3MT,False,,False,0.06474820143884892
ASAH1,False,,False,9.237410071942445
ASAH2,False,,False,0.6726618705035972
ASAH2B,False,,False,1.2410071942446044
ASAP1,False,,False,41.194244604316545
ASAP1-IT2,False,,True,0.2158273381294964
ASAP2,False,,False,4.794964028776978
ASAP3,False,,False,0.4892086330935252
ASB1,False,,False,11.884892086330936
ASB10,False,,False,0.0035971223021582736
ASB11,False,,False,0.01079136690647482
ASB13,False,,False,1.60431654676259
ASB14,False,,False,0.01079136690647482
ASB15,False,,False,0.025179856115107913
ASB16-AS1,False,,False,1.3093525179856116
ASB18,False,,False,0.02877697841726619
ASB2,False,,False,0.03237410071942446
ASB3,False,,False,0.9136690647482014
ASB5,False,,True,0.03237410071942446
ASB6,False,,False,6.4496402877697845
ASB7,True,-0.27,False,1.7014388489208634
ASB8,False,,False,15.550359712230216
ASB9,False,,False,0.18345323741007194
ASCC1,False,,False,4.5503597122302155
ASCC2,False,,False,27.075539568345324
ASCC3,False,,False,18.309352517985612
ASCL1,False,,False,0.0035971223021582736
ASCL2,False,,False,0.0035971223021582736
ASCL4,False,,False,0.02158273381294964
ASCL5,False,,False,0.6187050359712231
ASF1A,False,,False,5.039568345323741
ASF1B,False,,False,14.431654676258994
ASGR1,False,,False,0.06115107913669065
ASGR2,False,,False,0.14028776978417265
ASH1L,False,,False,14.43884892086331
ASH1L-AS1,False,,False,0.5323741007194245
ASH1L-IT1,False,,False,0.08633093525179857
ASH2L,False,,False,6.784172661870503
ASIC1,False,,False,0.08992805755395683
ASIC2,False,,False,0.0035971223021582736
ASIC3,False,,False,0.27697841726618705
ASIC4,False,,False,0.03237410071942446
ASIP,False,,False,0.03597122302158273
ASL,False,,False,4.715827338129497
ASLP1,False,,False,0.050359712230215826
ASMTL,False,,False,2.3992805755395685
ASMTL-AS1,False,,False,0.10431654676258993
Asn_tRNA,False,,False,3681.05035971223
ASNA1,False,,True,3.985611510791367
ASNS,False,,False,38.118705035971225
ASNSD1,False,,False,20.08992805755396
ASNSP1,False,,False,0.1366906474820144
ASNSP3,False,,False,0.02877697841726619
ASNSP4,False,,False,0.06474820143884892
ASNSP6,False,,False,0.02158273381294964
Asp_tRNA,False,,False,98.73021582733813
ASPA,False,,True,0.08273381294964029
ASPDH,False,,True,0.046762589928057555
ASPG,False,,True,0.014388489208633094
ASPH,False,,False,71.01438848920863
ASPHD1,False,,False,0.48201438848920863
ASPHD2,False,,False,0.24820143884892087
ASPM,False,,False,71.81654676258992
ASPN,False,,False,0.3129496402877698
ASPRV1,False,,False,0.0035971223021582736
ASPSCR1,False,,False,3.931654676258993
ASRGL1,False,,False,0.6223021582733813
ASS1,False,,True,5.028776978417266
ASS1P1,False,,False,0.0035971223021582736
ASS1P10,False,,False,0.007194244604316547
ASS1P11,False,,False,0.08273381294964029
ASS1P12,False,,False,0.08992805755395683
ASS1P5,False,,True,0.07194244604316546
ASS1P7,False,,False,0.025179856115107913
ASS1P9,False,,True,0.4064748201438849
ASTE1,False,,False,1.0575539568345325
ASTN1,False,,False,0.017985611510791366
ASTN2,False,,False,0.9244604316546763
ASTN2-AS1,False,,False,0.007194244604316547
ASUN,False,,False,22.679856115107913
ASXL1,False,,False,16.946043165467625
ASXL2,False,,False,10.255395683453237
ASXL3,False,,False,0.050359712230215826
ASZ1,False,,False,0.039568345323741004
ATAD1,False,,False,3.827338129496403
ATAD2,False,,False,24.3705035971223
ATAD2B,False,,True,1.643884892086331
ATAD3A,False,,False,19.737410071942445
ATAD3B,False,,False,6.043165467625899
ATAD3C,False,,False,0.3237410071942446
ATAD5,False,,False,11.20503597122302
ATAT1,False,,False,1.7482014388489209
ATCAY,False,,False,0.0035971223021582736
ATE1,False,,False,6.431654676258993
ATE1-AS1,False,,False,0.17985611510791366
ATF1,False,,False,6.866906474820144
ATF2,False,,True,3.161870503597122
ATF3,False,,False,0.35611510791366907
ATF4,False,,False,93.37410071942446
ATF4P1,False,,False,0.0035971223021582736
ATF4P2,False,,False,0.007194244604316547
ATF4P3,False,,False,16.205035971223023
ATF4P4,False,,False,6.755395683453237
ATF5,False,,False,3.1690647482014387
ATF6,False,,False,13.26978417266187
ATF6B,False,,False,4.025179856115108
ATF7,False,,False,3.464028776978417
ATF7IP,False,,False,12.201438848920864
ATF7IP2,False,,False,0.35251798561151076
ATG10,False,,False,3.20863309352518
ATG101,False,,False,0.960431654676259
ATG12,False,,False,10.29496402877698
ATG13,False,,False,3.8129496402877696
ATG14,False,,False,8.647482014388489
ATG16L1,False,,False,4.320143884892087
ATG16L2,False,,False,0.8381294964028777
ATG2A,False,,False,3.050359712230216
ATG2B,False,,False,3.8956834532374103
ATG3,False,,False,21.41007194244604
ATG3P1,False,,False,0.0035971223021582736
ATG4A,False,,True,3.0179856115107913
ATG4AP1,False,,False,0.0035971223021582736
ATG4B,False,,False,11.381294964028777
ATG4C,False,,False,3.1079136690647484
ATG4D,False,,False,0.3489208633093525
ATG5,False,,False,6.557553956834532
ATG7,False,,False,17.834532374100718
ATG9A,False,,False,12.93884892086331
ATG9B,False,,False,0.39568345323741005
ATHL1,False,,False,0.5467625899280576
ATIC,False,,False,29.971223021582734
ATL1,False,,False,2.0575539568345325
ATL2,False,,False,5.89568345323741
ATL3,False,,False,53.7589928057554
ATM,False,,False,7.701438848920863
ATMIN,False,,False,5.924460431654676
ATN1,False,,False,6.356115107913669
ATOH1,False,,False,0.0035971223021582736
ATOH7,False,,False,0.03237410071942446
ATOH8,False,,True,2.172661870503597
ATOX1,False,,False,58.16546762589928
ATP10A,False,,False,2.5
ATP10B,False,,False,0.4676258992805755
ATP10D,False,,False,2.2841726618705036
ATP11A,False,,False,2.9244604316546763
ATP11A-AS1,False,,False,0.2014388489208633
ATP11B,False,,False,5.010791366906475
ATP11C,True,-0.55,True,5.651079136690647
ATP12A,False,,False,0.01079136690647482
ATP13A1,False,,False,9.805755395683454
ATP13A2,False,,False,2.906474820143885
ATP13A3,False,,False,17.0
ATP13A4,False,,True,0.046762589928057555
ATP13A5,False,,False,0.007194244604316547
ATP1A1,False,,False,52.03237410071942
ATP1A1-AS1,False,,False,0.2589928057553957
ATP1A2,False,,False,0.05755395683453238
ATP1A3,False,,False,0.02877697841726619
ATP1A4,False,,False,0.017985611510791366
ATP1B1,False,,False,57.14028776978417
ATP1B2,False,,True,0.017985611510791366
ATP1B3,False,,False,76.16546762589928
ATP1B3-AS1,False,,False,0.0035971223021582736
ATP1B3P1,False,,True,0.9964028776978417
ATP1B4,False,,False,0.0035971223021582736
ATP2A1,False,,False,0.12949640287769784
ATP2A1-AS1,False,,False,3.20863309352518
ATP2A2,False,,False,40.80935251798561
ATP2A3,False,,False,0.15467625899280577
ATP2B1,False,,False,55.00359712230216
ATP2B2,False,,False,0.24820143884892087
ATP2B2-IT1,False,,False,0.0035971223021582736
ATP2B2-IT2,False,,False,0.01079136690647482
ATP2B3,False,,False,0.017985611510791366
ATP2B4,True,-0.25,False,49.42805755395683
ATP2C1,False,,False,14.748201438848922
ATP2C2,False,,False,0.11870503597122302
ATP4A,False,,True,0.12589928057553956
ATP4B,False,,False,0.007194244604316547
ATP5A1,False,,False,605.1258992805756
ATP5A1P1,False,,False,0.04316546762589928
ATP5A1P10,False,,False,0.11510791366906475
ATP5A1P2,False,,False,2.273381294964029
ATP5A1P3,False,,False,0.11510791366906475
ATP5A1P4,False,,False,0.0035971223021582736
ATP5A1P7,False,,False,0.1366906474820144
ATP5A1P8,False,,False,0.039568345323741004
ATP5B,False,,False,161.25899280575538
ATP5BP1,False,,False,0.06115107913669065
ATP5C1,False,,False,41.10071942446043
ATP5C1P1,False,,False,1.514388489208633
ATP5D,False,,False,64.6726618705036
ATP5E,False,,False,491.42446043165467
ATP5EP2,False,,False,11.258992805755396
ATP5F1,False,,False,55.014388489208635
ATP5F1P1,False,,False,0.07194244604316546
ATP5F1P2,False,,False,0.0035971223021582736
ATP5F1P3,False,,False,0.025179856115107913
ATP5F1P6,False,,False,0.42805755395683454
ATP5F1P7,False,,False,0.01079136690647482
ATP5G1,False,,False,130.53237410071944
ATP5G1P1,False,,False,0.0035971223021582736
ATP5G1P4,False,,False,1.564748201438849
ATP5G1P5,False,,False,0.07913669064748201
ATP5G1P6,False,,False,0.014388489208633094
ATP5G1P7,False,,False,0.025179856115107913
ATP5G1P8,False,,False,0.12589928057553956
ATP5G2,False,,False,87.47841726618705
ATP5G2P1,False,,False,0.050359712230215826
ATP5G2P3,False,,True,0.04316546762589928
ATP5G2P4,False,,False,2.7841726618705036
ATP5G3,False,,False,78.10791366906474
ATP5H,False,,False,110.01438848920863
ATP5HP1,False,,False,0.014388489208633094
ATP5HP2,False,,False,0.43884892086330934
ATP5HP3,False,,False,0.1366906474820144
ATP5HP4,False,,False,1.830935251798561
ATP5I,False,,False,12.406474820143885
ATP5J,False,,False,49.589928057553955
ATP5J2,False,,False,27.287769784172664
ATP5J2P3,False,,False,0.10431654676258993
ATP5J2P6,False,,False,0.01079136690647482
ATP5JP1,False,,False,1.1079136690647482
ATP5L,False,,False,42.82014388489208
ATP5L2,False,,False,1.0719424460431655
ATP5LP2,False,,False,0.6294964028776978
ATP5LP3,False,,False,0.4460431654676259
ATP5LP4,False,,True,0.02158273381294964
ATP5LP5,False,,False,0.0035971223021582736
ATP5LP7,False,,False,0.01079136690647482
ATP5O,False,,False,14.388489208633093
ATP5S,False,,False,3.241007194244604
ATP5SL,False,,False,10.26978417266187
ATP6AP1,False,,True,11.884892086330936
ATP6AP1L,False,,False,0.20863309352517986
ATP6AP2,False,,False,19.27338129496403
ATP6V0A1,False,,False,3.539568345323741
ATP6V0A2,False,,False,3.147482014388489
ATP6V0A4,False,,False,0.007194244604316547
ATP6V0B,False,,False,33.97482014388489
ATP6V0CP3,False,,False,0.017985611510791366
ATP6V0D1,False,,False,11.071942446043165
ATP6V0D2,False,,False,0.17625899280575538
ATP6V0E1,False,,False,63.44244604316547
ATP6V0E1P3,False,,False,0.007194244604316547
ATP6V0E2,False,,True,1.7338129496402879
ATP6V0E2-AS1,False,,False,0.34172661870503596
ATP6V1A,False,,False,15.866906474820144
ATP6V1B1,False,,False,0.11151079136690648
ATP6V1B1-AS1,False,,False,0.007194244604316547
ATP6V1B2,False,,False,12.16546762589928
ATP6V1C1,False,,False,6.741007194244604
ATP6V1C2,False,,False,0.15827338129496402
ATP6V1D,False,,False,23.992805755395683
ATP6V1E1,False,,False,29.43884892086331
ATP6V1E1P1,False,,False,0.07194244604316546
ATP6V1E2,False,,False,0.8093525179856115
ATP6V1F,False,,False,12.884892086330936
ATP6V1G1,False,,False,11.582733812949641
ATP6V1G1P4,False,,False,0.0035971223021582736
ATP6V1G1P7,False,,False,0.01079136690647482
ATP6V1H,False,,False,5.0647482014388485
ATP7A,False,,False,2.4928057553956835
ATP7B,False,,False,0.3776978417266187
ATP8A1,False,,False,0.25539568345323743
ATP8A2,False,,False,7.467625899280575
ATP8A2P2,False,,False,0.0035971223021582736
ATP8A2P3,False,,False,0.017985611510791366
ATP8B1,False,,False,8.014388489208633
ATP8B2,False,,False,4.183453237410072
ATP8B3,False,,False,0.7446043165467626
ATP8B4,False,,False,0.2446043165467626
ATP8B5P,False,,False,0.5035971223021583
ATP9A,False,,False,4.5071942446043165
ATP9B,False,,False,2.7050359712230216
ATPAF1,False,,False,11.96043165467626
ATPAF2,False,,False,14.147482014388489
ATPIF1,False,,False,105.2410071942446
ATR,False,,False,19.453237410071942
ATRAID,False,,False,29.56115107913669
ATRIP,False,,False,3.741007194244604
ATRN,False,,False,4.66546762589928
ATRNL1,False,,False,0.22661870503597123
ATRX,False,,False,69.4748201438849
ATXN1,False,,False,0.9496402877697842
ATXN10,False,,False,25.723021582733814
ATXN1L,False,,False,2.6007194244604315
ATXN2,False,,False,9.755395683453237
ATXN2L,False,,False,3.906474820143885
ATXN3,False,,False,9.902877697841726
ATXN7,False,,False,8.920863309352518
ATXN7L1,False,,False,15.946043165467627
ATXN7L2,False,,False,0.658273381294964
ATXN7L3,False,,False,1.8525179856115108
ATXN7L3B,False,,False,7.751798561151079
AUH,False,,True,1.7805755395683454
AUNIP,False,,False,12.535971223021583
AUP1,False,,False,40.19064748201439
AURKA,False,,False,32.96402877697842
AURKAIP1,False,,False,59.115107913669064
AURKB,False,,True,22.636690647482013
AUTS2,False,,False,3.4136690647482015
AVEN,False,,False,6.859712230215828
AVIL,False,,True,0.03237410071942446
AVL9,False,,False,22.93884892086331
AVP,False,,False,0.0035971223021582736
AVPI1,False,,True,1.7625899280575539
AVPR1A,False,,False,0.017985611510791366
AWAT1,False,,False,0.02877697841726619
AWAT2,False,,False,0.0035971223021582736
AXDND1,False,,False,0.3129496402877698
AXIN1,False,,False,2.5071942446043165
AXIN2,False,,False,1.1079136690647482
AXL,False,,False,130.61870503597123
AZGP1,False,,False,0.007194244604316547
AZGP1P1,False,,False,0.0035971223021582736
AZI2,False,,False,3.553956834532374
AZIN1,False,,False,36.611510791366904
AZIN1-AS1,False,,False,0.27697841726618705
AZIN2,False,,False,0.4748201438848921
AZU1,False,,False,0.0035971223021582736
B2M,False,,False,173.97122302158274
B3GALNT1,False,,False,4.16546762589928
B3GALNT1P1,False,,False,0.03597122302158273
B3GALNT2,False,,False,2.2841726618705036
B3GALNT2P1,False,,False,0.0035971223021582736
B3GALT1,False,,False,0.0035971223021582736
B3GALT2,False,,False,0.37050359712230213
B3GALT4,False,,True,0.20503597122302158
B3GALT5,False,,True,0.06115107913669065
B3GALT6,False,,False,4.316546762589928
B3GAT1,False,,False,0.03597122302158273
B3GAT2,False,,False,0.0035971223021582736
B3GAT3,False,,False,4.741007194244604
B3GAT3P1,False,,False,0.2517985611510791
B3GLCT,False,,False,2.3309352517985613
B3GNT2,False,,False,7.802158273381295
B3GNT2P1,False,,False,0.007194244604316547
B3GNT3,False,,False,0.025179856115107913
B3GNT4,False,,False,0.017985611510791366
B3GNT5,False,,False,13.66906474820144
B3GNT6,False,,False,0.007194244604316547
B3GNT7,False,,False,0.60431654676259
B3GNT8,False,,True,0.19424460431654678
B3GNT9,False,,False,1.0467625899280575
B3GNTL1,False,,False,2.446043165467626
B4GALNT1,False,,False,0.29136690647482016
B4GALNT2,False,,False,0.0539568345323741
B4GALNT3,False,,False,0.007194244604316547
B4GALNT4,False,,False,0.1079136690647482
B4GALT1,False,,False,31.654676258992804
B4GALT1-AS1,False,,False,0.35611510791366907
B4GALT2,False,,False,23.06115107913669
B4GALT3,False,,False,3.741007194244604
B4GALT4,False,,False,3.838129496402878
B4GALT5,False,,False,9.12589928057554
B4GALT6,False,,False,0.7697841726618705
B4GALT7,False,,False,4.672661870503597
B4GAT1,False,,False,3.5899280575539567
B9D1,False,,False,3.258992805755396
B9D2,False,,False,1.525179856115108
BAALC-AS1,False,,False,0.3489208633093525
BAALC-AS2,False,,False,0.0035971223021582736
BAAT,False,,False,0.04316546762589928
BABAM1,False,,False,18.888489208633093
BACE1,False,,False,21.111510791366907
BACE1-AS,False,,True,0.37410071942446044
BACE2,False,,False,5.446043165467626
BACH1,False,,False,4.938848920863309
BACH1-IT1,False,,False,0.3381294964028777
BACH1-IT2,False,,False,0.08633093525179857
BACH2,False,,False,0.046762589928057555
BAD,False,,False,9.20503597122302
BAG1,False,,False,15.66546762589928
BAG2,False,,False,21.996402877697843
BAG3,False,,False,27.98201438848921
BAG4,False,,False,13.715827338129497
BAG5,False,,False,8.183453237410072
BAG6,False,,False,44.66546762589928
BAGE2,False,,False,0.03237410071942446
BAGE5,False,,False,0.007194244604316547
BAHCC1,False,,False,15.381294964028777
BAHD1,False,,False,3.5107913669064748
BAIAP2,False,,False,11.848920863309353
BAIAP2-AS1,False,,False,0.3237410071942446
BAIAP2L1,False,,False,0.7769784172661871
BAIAP2L2,False,,False,1.5431654676258992
BAIAP3,False,,False,0.039568345323741004
BAK1,False,,False,1.4280575539568345
BAK1P1,False,,False,0.19424460431654678
BAMBI,False,,True,0.22661870503597123
BANCR,False,,False,0.007194244604316547
BANF1,False,,False,54.07194244604317
BANF1P1,False,,False,0.07194244604316546
BANF1P2,False,,False,0.04316546762589928
BANF1P3,False,,True,3.7158273381294964
BANF1P4,False,,False,0.17625899280575538
BANF2,False,,False,0.007194244604316547
BANK1,False,,False,0.01079136690647482
BANP,False,,False,5.356115107913669
BAP1,False,,False,10.848920863309353
BARD1,False,,False,15.057553956834532
BARHL1,False,,True,0.014388489208633094
BARHL2,False,,False,0.02158273381294964
BARX2,False,,False,0.007194244604316547
BASP1,False,,False,49.431654676258994
BATF2,False,,True,0.09712230215827339
BATF3,False,,False,2.737410071942446
BAX,False,,False,5.446043165467626
BAZ1A,False,,False,36.31654676258993
BAZ1B,False,,False,105.46402877697842
BAZ2A,True,-0.66,False,18.284172661870503
BAZ2B,False,,False,7.5071942446043165
BBC3,False,,False,0.22302158273381295
BBIP1,False,,False,3.2446043165467624
BBOX1,False,,False,0.0035971223021582736
BBS1,False,,False,0.26258992805755393
BBS10,False,,True,0.7553956834532374
BBS12,False,,False,0.920863309352518
BBS2,False,,False,3.262589928057554
BBS4,False,,False,2.0431654676258995
BBS5,False,,False,0.39568345323741005
BBS7,False,,False,9.23021582733813
BBS9,False,,False,1.7410071942446044
BBX,False,,False,27.093525179856115
BCAM,False,,False,0.17266187050359713
BCAN,False,,False,0.0539568345323741
BCAP29,False,,False,31.14748201438849
BCAP31,False,,False,30.640287769784173
BCAP31P1,False,,False,0.19784172661870503
BCAR1,False,,False,7.899280575539568
BCAR3,False,,False,5.5071942446043165
BCAS1,False,,True,0.03597122302158273
BCAS2,False,,False,10.489208633093526
BCAS2P1,False,,False,0.02877697841726619
BCAS2P2,False,,False,0.3057553956834532
BCAS3,False,,True,1.2589928057553956
BCAS4,False,,False,1.5
BCAT1,False,,False,23.165467625899282
BCAT2,False,,False,6.244604316546763
BCCIP,False,,False,41.888489208633096
BCDIN3D,False,,False,1.4928057553956835
BCDIN3D-AS1,False,,False,0.0683453237410072
BCHE,False,,True,0.15827338129496402
BCKDHA,False,,False,0.23741007194244604
BCKDHB,False,,False,2.0863309352517985
BCKDK,False,,False,14.654676258992806
BCL10,False,,False,8.356115107913668
BCL11A,False,,False,0.30935251798561153
BCL11B,False,,False,0.4172661870503597
BCL2,False,,False,0.7338129496402878
BCL2A1,False,,False,0.0683453237410072
BCL2L1,False,,False,12.136690647482014
BCL2L10,False,,False,0.03237410071942446
BCL2L11,False,,False,0.6690647482014388
BCL2L12,False,,False,8.53956834532374
BCL2L12P1,False,,False,0.007194244604316547
BCL2L13,False,,False,7.629496402877698
BCL2L14,False,,True,0.017985611510791366
BCL2L15,False,,False,0.08273381294964029
BCL2L2,False,,False,6.115107913669065
BCL2L2-PABPN1,False,,False,0.017985611510791366
BCL3,False,,False,12.485611510791367
BCL6,False,,False,3.4100719424460433
BCL6B,False,,True,0.26258992805755393
BCL7A,False,,False,4.586330935251799
BCL7B,False,,False,15.420863309352518
BCL7C,False,,False,12.647482014388489
BCL9,False,,False,1.9136690647482015
BCL9L,False,,False,3.4388489208633093
BCLAF1,False,,False,65.92086330935251
BCLAF1P1,False,,False,2.7194244604316546
BCLAF1P2,False,,False,18.327338129496404
BCO1,False,,False,0.007194244604316547
BCO2,False,,False,0.28776978417266186
BCOR,False,,False,2.2697841726618706
BCORL1,False,,False,0.5863309352517986
BCORP1,False,,False,0.0683453237410072
BCR,False,,False,11.787769784172662
BCRP2,False,,False,0.01079136690647482
BCRP3,False,,False,0.20503597122302158
BCRP4,False,,False,0.01079136690647482
BCRP8,False,,False,0.0539568345323741
BCS1L,False,,False,14.823741007194245
BCYRN1,False,,False,1305.3273381294964
BDH1,False,,False,2.7517985611510793
BDH2,False,,False,1.474820143884892
BDH2P1,False,,True,0.3381294964028777
BDKRB1,False,,False,0.025179856115107913
BDKRB2,False,,False,0.24100719424460432
BDNF,False,,False,0.381294964028777
BDNF-AS,False,,False,0.25539568345323743
BDP1,False,,False,28.741007194244606
BDP1P,False,,False,0.01079136690647482
BEAN1,False,,True,0.04316546762589928
BECN1,False,,False,4.097122302158273
BECN1P2,False,,False,0.014388489208633094
BECN2,False,,False,0.01079136690647482
BEGAIN,False,,True,0.046762589928057555
BEND2,False,,False,0.039568345323741004
BEND3,False,,False,0.935251798561151
BEND3P1,False,,False,0.28776978417266186
BEND3P2,False,,False,0.02877697841726619
BEND3P3,False,,False,0.03597122302158273
BEND4,False,,False,0.09712230215827339
BEND5,False,,False,0.16906474820143885
BEND6,False,,False,5.31294964028777
BEND7,False,,False,0.43884892086330934
BEND7P1,False,,False,0.0035971223021582736
BEST1,False,,False,0.07913669064748201
BEST2,False,,False,0.025179856115107913
BEST3,False,,False,0.014388489208633094
BEST4,False,,False,0.1618705035971223
BET1,False,,False,5.485611510791367
BET1L,False,,False,16.866906474820144
BEX1,False,,False,2.676258992805755
BEX2,False,,False,0.014388489208633094
BEX4,False,,False,1.2517985611510791
BEX5,False,,False,0.35251798561151076
BFAR,False,,False,17.050359712230215
BFSP1,False,,False,0.21223021582733814
BFSP2,False,,False,0.0035971223021582736
BGLAP,False,,False,0.17985611510791366
BGN,False,,False,1.1366906474820144
BHLHA9,False,,False,0.0035971223021582736
BHLHB9,False,,False,0.36330935251798563
BHLHB9P1,False,,False,0.007194244604316547
BHLHE22,False,,False,0.007194244604316547
BHLHE23,False,,False,0.039568345323741004
BHLHE40,False,,False,0.7410071942446043
BHLHE40-AS1,False,,False,0.03237410071942446
BHLHE41,False,,False,0.44244604316546765
BHMG1,False,,False,0.01079136690647482
BHMT,False,,True,0.017985611510791366
BHMT2,False,,False,2.0251798561151078
BICC1,False,,False,5.5071942446043165
BICD1,False,,False,4.60431654676259
BICD2,False,,False,15.381294964028777
BID,False,,False,8.284172661870503
BIK,False,,False,0.007194244604316547
BIN1,False,,False,3.5323741007194243
BIN2,False,,False,0.01079136690647482
BIN2P1,False,,False,0.01079136690647482
BIN2P2,False,,False,0.007194244604316547
BIN3,False,,False,1.960431654676259
BIRC2,False,,False,18.841726618705035
BIRC3,False,,False,0.39568345323741005
BIRC5,False,,False,123.85251798561151
BIRC6,False,,False,30.52517985611511
BIRC6-AS2,False,,False,0.014388489208633094
BIRC7,False,,False,0.0683453237410072
BIRC8,False,,False,0.007194244604316547
BIVM,False,,False,14.37410071942446
BLACAT1,False,,True,0.046762589928057555
BLACE,False,,False,0.0035971223021582736
BLCAP,False,,False,7.5647482014388485
BLID,False,,True,0.15827338129496402
BLK,False,,False,0.381294964028777
BLM,False,,False,7.58273381294964
BLMH,False,,False,7.924460431654676
BLNK,False,,False,0.01079136690647482
BLOC1S1,False,,False,25.971223021582734
BLOC1S2,False,,False,14.762589928057555
BLOC1S2P1,False,,False,0.01079136690647482
BLOC1S3,False,,False,2.1115107913669067
BLOC1S4,False,,False,2.7517985611510793
BLOC1S5,False,,True,1.7697841726618706
BLOC1S6,False,,False,10.798561151079136
BLVRA,False,,False,19.9568345323741
BLVRB,False,,False,33.010791366906474
BLZF1,False,,False,4.143884892086331
BLZF2P,False,,True,0.0539568345323741
BMF,False,,False,0.017985611510791366
BMI1,False,,False,3.3920863309352516
BMI1P1,False,,False,0.01079136690647482
BMP1,False,,False,4.928057553956834
BMP10,False,,False,0.014388489208633094
BMP2,True,0.0,False,0.0539568345323741
BMP2K,False,,False,3.0467625899280577
BMP2KL,False,,False,0.007194244604316547
BMP4,False,,False,0.8776978417266187
BMP5,False,,False,0.07553956834532374
BMP6,False,,False,0.1366906474820144
BMP7,False,,False,0.014388489208633094
BMP8A,False,,False,0.0035971223021582736
BMP8B,False,,False,0.7266187050359713
BMPER,False,,True,4.233812949640288
BMPR1A,False,,False,4.266187050359712
BMPR1APS1,False,,False,0.2589928057553957
BMPR1APS2,False,,True,0.18705035971223022
BMPR1B,False,,False,0.3776978417266187
BMPR2,True,-0.08,False,9.967625899280575
