ensembl_gene_id	external_gene_name	gene_biotype
ENSMUSG00000037159	Wee2	protein_coding
ENSMUSG00000003437	Paf1	protein_coding
ENSMUSG00000035399	Oser1	protein_coding
ENSMUSG00000086138	4930471C06Rik	lincRNA
ENSMUSG00000022657	Cd96	protein_coding
ENSMUSG00000068739	Sars	protein_coding
ENSMUSG00000068854	Hist2h2be	protein_coding
ENSMUSG00000104835	RP24-500I24.7	lincRNA
ENSMUSG00000099529	Gm29390	unprocessed_pseudogene
ENSMUSG00000028536	2610528J11Rik	protein_coding
ENSMUSG00000086789	Lyrm7os	antisense
ENSMUSG00000082342	Gm5395	processed_pseudogene
ENSMUSG00000101333	Gm4753	processed_pseudogene
ENSMUSG00000083386	Gm15426	processed_pseudogene
ENSMUSG00000099691	Gm29518	processed_pseudogene
ENSMUSG00000067215	Usp51	protein_coding
ENSMUSG00000101412	Gm28131	lincRNA
ENSMUSG00000081737	Olfr359-ps1	unprocessed_pseudogene
ENSMUSG00000082767	Gm11622	processed_pseudogene
ENSMUSG00000025439	Clns1a	protein_coding
ENSMUSG00000039046	Usp6nl	protein_coding
ENSMUSG00000039691	Tspan10	protein_coding
ENSMUSG00000085201	Nr6a1os	antisense
ENSMUSG00000100147	1700047M11Rik	lincRNA
ENSMUSG00000037236	Matr3	protein_coding
ENSMUSG00000086740	Gm17029	antisense
ENSMUSG00000054054	Olfr309	protein_coding
ENSMUSG00000090459	Gm17210	antisense
ENSMUSG00000085420	4930453O03Rik	antisense
ENSMUSG00000085896	5330429C05Rik	lincRNA
ENSMUSG00000081707	Gm11343	processed_pseudogene
ENSMUSG00000084120	Gm11624	processed_pseudogene
ENSMUSG00000086506	Gm15911	antisense
ENSMUSG00000074649	BC029722	processed_transcript
ENSMUSG00000087335	4930526F13Rik	lincRNA
ENSMUSG00000100203	Gm21924	unprocessed_pseudogene
ENSMUSG00000105403	RP24-267D17.1	TEC
ENSMUSG00000082508	Rpl15-ps4	processed_pseudogene
ENSMUSG00000080719	Gm15532	processed_pseudogene
ENSMUSG00000083030	Gm14561	processed_pseudogene
ENSMUSG00000070354	Gm21975	protein_coding
ENSMUSG00000081064	Gm6071	processed_pseudogene
ENSMUSG00000099460	Gm21735	unprocessed_pseudogene
ENSMUSG00000026125	Prss39	protein_coding
ENSMUSG00000103088	Pcdhgb6	protein_coding
ENSMUSG00000085073	Gm14562	processed_pseudogene
ENSMUSG00000082155	Gm7164	processed_pseudogene
ENSMUSG00000078954	Arhgap8	protein_coding
ENSMUSG00000028036	Ptgfr	protein_coding
ENSMUSG00000069074	Gm10258	TEC
ENSMUSG00000103738	Gm37652	TEC
ENSMUSG00000027612	Mmp24	protein_coding
ENSMUSG00000102460	Gm38197	TEC
ENSMUSG00000038352	Arl5c	protein_coding
ENSMUSG00000016984	Etaa1	protein_coding
ENSMUSG00000103870	Gm38362	TEC
ENSMUSG00000031153	Gripap1	protein_coding
ENSMUSG00000096072	Gm8914	protein_coding
ENSMUSG00000100382	Gm28924	processed_pseudogene
ENSMUSG00000063972	Nr6a1	protein_coding
ENSMUSG00000092570	2210019I11Rik	antisense
ENSMUSG00000040596	Pogk	protein_coding
ENSMUSG00000072780	Vmn2r24	protein_coding
ENSMUSG00000021950	Anxa8	protein_coding
ENSMUSG00000085396	Firre	processed_transcript
ENSMUSG00000096638	Ighv2-9	IG_V_gene
ENSMUSG00000025745	Hadha	protein_coding
ENSMUSG00000079355	Ackr4	protein_coding
ENSMUSG00000086268	Gm11670	antisense
ENSMUSG00000085684	4930469K13Rik	processed_transcript
ENSMUSG00000082228	Gm8344	processed_pseudogene
ENSMUSG00000087333	Gm13652	lincRNA
ENSMUSG00000081347	Gm14702	processed_pseudogene
ENSMUSG00000037426	Depdc5	protein_coding
ENSMUSG00000102525	Gm37784	processed_pseudogene
ENSMUSG00000040010	Slc7a5	protein_coding
ENSMUSG00000066306	Numa1	protein_coding
ENSMUSG00000070977	Defb44-ps	unprocessed_pseudogene
ENSMUSG00000051817	Sox12	protein_coding
ENSMUSG00000086712	AI427809	lincRNA
ENSMUSG00000087591	Gm14635	lincRNA
ENSMUSG00000040836	Gpr161	protein_coding
ENSMUSG00000102840	Gm38037	antisense
ENSMUSG00000048003	Catsper4	protein_coding
ENSMUSG00000024620	Pdgfrb	protein_coding
ENSMUSG00000067261	Foxd3	protein_coding
ENSMUSG00000029097	Trmt44	protein_coding
ENSMUSG00000082880	Gm14789	processed_pseudogene
ENSMUSG00000001555	Fkbp10	protein_coding
ENSMUSG00000019528	Gyg	protein_coding
ENSMUSG00000102018	K230010J24Rik	protein_coding
ENSMUSG00000091570	Gm7707	processed_pseudogene
ENSMUSG00000035601	Trmt10b	protein_coding
ENSMUSG00000027424	Mgme1	protein_coding
ENSMUSG00000031367	Ap1s2	protein_coding
ENSMUSG00000099378	1700067G17Rik	lincRNA
ENSMUSG00000043430	Psapl1	protein_coding
ENSMUSG00000086771	1700080G11Rik	lincRNA
ENSMUSG00000090150	Acad11	protein_coding
ENSMUSG00000099662	Ppp1r2-ps2	processed_pseudogene
ENSMUSG00000047539	Fbxo28	protein_coding
ENSMUSG00000081427	Gm12382	processed_pseudogene
ENSMUSG00000085632	Gm12381	lincRNA
ENSMUSG00000027889	Ampd2	protein_coding
ENSMUSG00000024772	Ehd1	protein_coding
ENSMUSG00000100972	Gm28553	protein_coding
ENSMUSG00000030411	Nova2	protein_coding
ENSMUSG00000100634	Gm28171	protein_coding
ENSMUSG00000094160	Vmn1r-ps79	unprocessed_pseudogene
ENSMUSG00000047295	Smgc	protein_coding
ENSMUSG00000000881	Dlg3	protein_coding
ENSMUSG00000028953	Abcf2	protein_coding
ENSMUSG00000082181	Gm12252	processed_pseudogene
ENSMUSG00000104286	Gm37457	TEC
ENSMUSG00000102193	Gm7299	processed_pseudogene
ENSMUSG00000026622	Nek2	protein_coding
ENSMUSG00000073842	Mup7	protein_coding
ENSMUSG00000084203	Gm15593	processed_pseudogene
ENSMUSG00000052854	Nrk	protein_coding
ENSMUSG00000013465	Nelfb	protein_coding
ENSMUSG00000081796	Gm9005	processed_pseudogene
ENSMUSG00000026126	Ptpn18	protein_coding
ENSMUSG00000045817	Zfp36l2	protein_coding
ENSMUSG00000032702	Kank1	protein_coding
ENSMUSG00000037349	Nudt22	protein_coding
ENSMUSG00000021903	Galnt15	protein_coding
ENSMUSG00000020690	Efcab3	protein_coding
ENSMUSG00000080718	Gm8019	processed_pseudogene
ENSMUSG00000047238	Mageh1	protein_coding
ENSMUSG00000090103	Gm16094	antisense
ENSMUSG00000099927	Gm8226	processed_pseudogene
ENSMUSG00000024130	Abca3	protein_coding
ENSMUSG00000085178	Kdm6bos	antisense
ENSMUSG00000049357	4933408B17Rik	protein_coding
ENSMUSG00000103631	Gm38060	lincRNA
ENSMUSG00000084086	Gm5761	processed_pseudogene
ENSMUSG00000079008	Gm14124	protein_coding
ENSMUSG00000028495	Rps6	protein_coding
ENSMUSG00000055850	Rnf181	protein_coding
ENSMUSG00000040264	Gbp2b	protein_coding
ENSMUSG00000057499	Gm6177	processed_pseudogene
ENSMUSG00000082827	Gm5397	unprocessed_pseudogene
ENSMUSG00000048174	Tmem81	protein_coding
ENSMUSG00000037742	Eef1a1	protein_coding
ENSMUSG00000096746	Trav7d-3	TR_V_gene
ENSMUSG00000090589	Gm17180	antisense
ENSMUSG00000026634	Angel2	protein_coding
ENSMUSG00000084320	Gm14125	transcribed_processed_pseudogene
ENSMUSG00000094672	Vmn2r25	protein_coding
ENSMUSG00000045598	Zfp553	protein_coding
ENSMUSG00000029644	Pdx1	protein_coding
ENSMUSG00000044465	Fam160a2	protein_coding
ENSMUSG00000086163	Gm14206	antisense
ENSMUSG00000104251	Gm18036	processed_pseudogene
ENSMUSG00000032215	Rsl24d1	protein_coding
ENSMUSG00000053049	Gm15413	antisense
ENSMUSG00000003037	Rab8a	protein_coding
ENSMUSG00000086735	Gm13977	antisense
ENSMUSG00000033713	Foxn3	protein_coding
ENSMUSG00000026674	Ddr2	protein_coding
ENSMUSG00000042216	Sgsm1	protein_coding
ENSMUSG00000105466	RP23-246L14.2	TEC
ENSMUSG00000074682	Zcchc3	protein_coding
ENSMUSG00000063364	3300002I08Rik	protein_coding
ENSMUSG00000032128	Robo3	protein_coding
ENSMUSG00000048916	Gm5540	processed_pseudogene
ENSMUSG00000041084	Ostc	protein_coding
ENSMUSG00000098053	Gm27033	lincRNA
ENSMUSG00000104927	RP23-272P19.8	lincRNA
ENSMUSG00000031576	Kcnu1	protein_coding
ENSMUSG00000100303	2600014E21Rik	antisense
ENSMUSG00000105128	RP23-272P19.7	TEC
ENSMUSG00000104772	RP23-469J3.5	processed_pseudogene
ENSMUSG00000086044	A330043C09Rik	lincRNA
ENSMUSG00000093772	4931403E22Rik	processed_transcript
ENSMUSG00000103395	Ighv1-27	IG_V_pseudogene
ENSMUSG00000093628	Gm20616	processed_transcript
ENSMUSG00000017176	Nt5c3b	protein_coding
ENSMUSG00000089837	Npcd	protein_coding
ENSMUSG00000081174	Gm13439	processed_pseudogene
ENSMUSG00000086746	Gm15222	antisense
ENSMUSG00000085008	Dbhos	antisense
ENSMUSG00000091937	Gm3646	protein_coding
ENSMUSG00000100120	Gm553	lincRNA
ENSMUSG00000036480	Prss56	protein_coding
ENSMUSG00000101497	Gm29391	unprocessed_pseudogene
ENSMUSG00000085737	Gm13442	antisense
ENSMUSG00000028833	Ncdn	protein_coding
ENSMUSG00000017943	Gdap1l1	protein_coding
ENSMUSG00000098814	Igkv19-93	IG_V_gene
ENSMUSG00000084114	Gm8421	processed_pseudogene
ENSMUSG00000096658	Vmn2r39	protein_coding
ENSMUSG00000079261	Gm15217	protein_coding
ENSMUSG00000025571	Tnrc6c	protein_coding
ENSMUSG00000085169	Gm10785	processed_transcript
ENSMUSG00000046020	Pofut1	protein_coding
ENSMUSG00000095982	Vmn1r3	protein_coding
ENSMUSG00000081938	Gm15039	processed_pseudogene
ENSMUSG00000082909	Gm12398	processed_pseudogene
ENSMUSG00000097895	Gm18709	processed_pseudogene
ENSMUSG00000015085	Entpd2	protein_coding
ENSMUSG00000047443	Fam132b	protein_coding
ENSMUSG00000045160	Bola3	protein_coding
ENSMUSG00000037606	Osbpl5	protein_coding
ENSMUSG00000092370	Vmn2r-ps58	unprocessed_pseudogene
ENSMUSG00000028938	Galntl5	protein_coding
ENSMUSG00000083566	Gm14711	unprocessed_pseudogene
ENSMUSG00000048458	Fam212b	protein_coding
ENSMUSG00000019578	Ubxn6	protein_coding
ENSMUSG00000024403	Atp6v1g2	protein_coding
ENSMUSG00000082793	Gm9308	processed_pseudogene
ENSMUSG00000095794	Igkv6-17	IG_V_gene
ENSMUSG00000036323	Srp72	protein_coding
ENSMUSG00000095560	Trav14d-2	TR_V_gene
ENSMUSG00000101400	Gm29596	processed_pseudogene
ENSMUSG00000103044	Gm37307	TEC
ENSMUSG00000086037	Gm16085	lincRNA
ENSMUSG00000040891	Foxa3	protein_coding
ENSMUSG00000093503	Vmn2r-ps4	unprocessed_pseudogene
ENSMUSG00000035150	Eif2s3x	protein_coding
ENSMUSG00000082436	Gm11688	processed_pseudogene
ENSMUSG00000100372	1700003I22Rik	lincRNA
ENSMUSG00000025531	Chm	protein_coding
ENSMUSG00000062040	Zfp27	protein_coding
ENSMUSG00000003477	Inmt	protein_coding
ENSMUSG00000099878	Gm28178	lincRNA
ENSMUSG00000042854	Trp53rk	protein_coding
ENSMUSG00000076512	Igkv9-123	IG_V_gene
ENSMUSG00000021835	Bmp4	protein_coding
ENSMUSG00000081406	Rps6-ps4	processed_pseudogene
ENSMUSG00000084144	Gm12516	processed_pseudogene
ENSMUSG00000071281	Zfp65	protein_coding
ENSMUSG00000102057	Gm29594	lincRNA
ENSMUSG00000092201	A530058N18Rik	processed_transcript
ENSMUSG00000027423	Snx5	protein_coding
ENSMUSG00000038518	Jarid2	protein_coding
ENSMUSG00000086060	Gm16084	lincRNA
ENSMUSG00000069237	C78339	protein_coding
ENSMUSG00000084871	Gm2800	lincRNA
ENSMUSG00000105338	RP23-100J23.5	processed_pseudogene
ENSMUSG00000082362	Gm5187	processed_pseudogene
ENSMUSG00000102872	Gm38195	TEC
ENSMUSG00000099995	1700036G14Rik	antisense
ENSMUSG00000022961	Son	protein_coding
ENSMUSG00000020230	Prmt2	protein_coding
ENSMUSG00000090607	Gm17052	processed_pseudogene
ENSMUSG00000097245	Gm5421	processed_pseudogene
ENSMUSG00000024694	Keg1	protein_coding
ENSMUSG00000075276	Gm13653	processed_pseudogene
ENSMUSG00000104373	Gm37511	IG_V_pseudogene
ENSMUSG00000041536	Serpina3a	protein_coding
ENSMUSG00000091709	Gm17189	antisense
ENSMUSG00000022420	Dnal4	protein_coding
ENSMUSG00000106589	RP23-137P16.2	antisense
ENSMUSG00000097586	Gm26528	processed_pseudogene
ENSMUSG00000066652	Lefty2	protein_coding
ENSMUSG00000100644	Gm20793	unprocessed_pseudogene
ENSMUSG00000081331	Gm15151	processed_pseudogene
ENSMUSG00000098210	Gm5224	processed_pseudogene
ENSMUSG00000026934	Lhx3	protein_coding
ENSMUSG00000042212	Sprr2d	protein_coding
ENSMUSG00000087470	A630031M04Rik	lincRNA
ENSMUSG00000020051	Pah	protein_coding
ENSMUSG00000024233	Lyzl1	protein_coding
ENSMUSG00000081803	Gm15282	processed_pseudogene
ENSMUSG00000093767	Vmn2r-ps13	unprocessed_pseudogene
ENSMUSG00000080051	Gm14510	processed_pseudogene
ENSMUSG00000055030	Sprr2e	protein_coding
ENSMUSG00000029646	Cdx2	protein_coding
ENSMUSG00000028268	Gbp3	protein_coding
ENSMUSG00000066158	AY512931	processed_transcript
ENSMUSG00000067297	2010002M12Rik	protein_coding
ENSMUSG00000094618	Gm13271	protein_coding
ENSMUSG00000018476	Kdm6b	protein_coding
ENSMUSG00000106227	RP23-267O21.5	lincRNA
ENSMUSG00000050635	Sprr2f	protein_coding
ENSMUSG00000029186	Pi4k2b	protein_coding
ENSMUSG00000028085	Gatb	protein_coding
ENSMUSG00000022472	Desi1	protein_coding
ENSMUSG00000099379	Gm28993	lincRNA
ENSMUSG00000029736	Nobox	protein_coding
ENSMUSG00000103960	Gm37119	processed_pseudogene
ENSMUSG00000085390	Gm13115	lincRNA
ENSMUSG00000073616	Myeov2	protein_coding
ENSMUSG00000084181	Gm11858	processed_pseudogene
ENSMUSG00000086272	BC039966	antisense
ENSMUSG00000100099	Gm28879	unprocessed_pseudogene
ENSMUSG00000091615	Gm17044	processed_pseudogene
ENSMUSG00000068776	4930469B13Rik	unprocessed_pseudogene
ENSMUSG00000091223	Gm8775	processed_pseudogene
ENSMUSG00000102738	1700006P03Rik	TEC
ENSMUSG00000100070	Gm28994	lincRNA
ENSMUSG00000038206	Fbxo8	protein_coding
ENSMUSG00000081974	Gm11960	transcribed_processed_pseudogene
ENSMUSG00000030386	Zfp606	protein_coding
ENSMUSG00000085656	Gm13180	lincRNA
ENSMUSG00000022848	Dirc2	protein_coding
ENSMUSG00000025145	Lrrc45	protein_coding
ENSMUSG00000020100	Slc29a3	protein_coding
ENSMUSG00000100341	Gm29478	lincRNA
ENSMUSG00000093894	Ighv1-53	IG_V_gene
ENSMUSG00000074890	Lcmt2	protein_coding
ENSMUSG00000099453	Gm18248	processed_pseudogene
ENSMUSG00000105706	RP24-363D4.1	processed_pseudogene
ENSMUSG00000095497	Igkv1-122	IG_V_gene
ENSMUSG00000036792	Mbd5	protein_coding
ENSMUSG00000086481	Gm11707	lincRNA
ENSMUSG00000095286	Olfr117	protein_coding
ENSMUSG00000046733	Gprc5a	protein_coding
ENSMUSG00000083833	Gm13841	processed_pseudogene
ENSMUSG00000101552	Gm29118	unprocessed_pseudogene
ENSMUSG00000062373	Tmem65	protein_coding
ENSMUSG00000084256	Gm14976	processed_pseudogene
ENSMUSG00000103513	Gm34780	TEC
ENSMUSG00000100495	Gm29369	unprocessed_pseudogene
ENSMUSG00000025652	Tmem89	protein_coding
ENSMUSG00000083478	Gm15375	unprocessed_pseudogene
ENSMUSG00000052281	Tspan32os	antisense
ENSMUSG00000043557	Mdga1	protein_coding
ENSMUSG00000032456	Nmnat3	protein_coding
ENSMUSG00000031196	F8	protein_coding
ENSMUSG00000082323	Gm15314	processed_pseudogene
ENSMUSG00000029716	Tfr2	protein_coding
ENSMUSG00000028031	Dkk2	protein_coding
ENSMUSG00000074405	Zfp865	protein_coding
ENSMUSG00000058571	Gpc6	protein_coding
ENSMUSG00000037847	Nmrk1	protein_coding
ENSMUSG00000017405	Nek8	protein_coding
ENSMUSG00000105843	RP23-240E15.3	TEC
ENSMUSG00000099385	Gm9540	processed_pseudogene
ENSMUSG00000031452	1700029H14Rik	protein_coding
ENSMUSG00000074419	Gm15448	protein_coding
ENSMUSG00000083999	Gm7790	processed_pseudogene
ENSMUSG00000001630	Stk38l	protein_coding
ENSMUSG00000083940	Gm11298	processed_pseudogene
ENSMUSG00000063089	Klk1b8	protein_coding
ENSMUSG00000106317	RP24-500I24.6	lincRNA
ENSMUSG00000102288	Gm36998	unprocessed_pseudogene
ENSMUSG00000085880	Gm15229	processed_pseudogene
ENSMUSG00000082991	Rps10-ps3	processed_pseudogene
ENSMUSG00000103748	Gm38243	TEC
ENSMUSG00000081875	Gm15223	processed_pseudogene
ENSMUSG00000104138	Gm36949	TEC
ENSMUSG00000103612	Gm37948	lincRNA
ENSMUSG00000097503	3110045C21Rik	antisense
ENSMUSG00000087252	Gm14379	processed_transcript
ENSMUSG00000101914	Gm21790	unprocessed_pseudogene
ENSMUSG00000049907	Rasl11b	protein_coding
ENSMUSG00000104102	Gm32496	lincRNA
ENSMUSG00000059631	1500035N22Rik	lincRNA
ENSMUSG00000078935	1700025C18Rik	protein_coding
ENSMUSG00000042419	Nfkbil1	protein_coding
ENSMUSG00000031933	Izumo1r	protein_coding
ENSMUSG00000026070	Il18r1	protein_coding
ENSMUSG00000091805	Vmn2r108	protein_coding
ENSMUSG00000020477	Mrps24	protein_coding
ENSMUSG00000025083	Afap1l2	protein_coding
ENSMUSG00000039050	Osbpl2	protein_coding
ENSMUSG00000026582	Sele	protein_coding
ENSMUSG00000103684	Gm38180	TEC
ENSMUSG00000032411	Tfdp2	protein_coding
ENSMUSG00000082935	Gm7658	processed_pseudogene
ENSMUSG00000102683	Gm37375	TEC
ENSMUSG00000060070	Defa26	protein_coding
ENSMUSG00000083922	Gm3835	processed_pseudogene
ENSMUSG00000035629	1700021K19Rik	protein_coding
ENSMUSG00000028948	Nol9	protein_coding
ENSMUSG00000085240	Gm12119	antisense
ENSMUSG00000085534	Gm2117	lincRNA
ENSMUSG00000105977	RP23-137P16.1	processed_pseudogene
ENSMUSG00000019732	Calr3	protein_coding
ENSMUSG00000086376	1700071G01Rik	antisense
ENSMUSG00000015401	Tmem27	protein_coding
ENSMUSG00000086322	E130218I03Rik	processed_transcript
ENSMUSG00000086360	Gm16214	antisense
ENSMUSG00000101916	Gm18501	processed_pseudogene
ENSMUSG00000053519	Kcnip1	protein_coding
ENSMUSG00000082804	Rpl17-ps1	processed_pseudogene
ENSMUSG00000087632	Gm6058	processed_pseudogene
ENSMUSG00000098761	Gm18821	processed_pseudogene
ENSMUSG00000054708	Ankrd24	protein_coding
ENSMUSG00000102143	Gm38057	TEC
ENSMUSG00000102391	Gm37578	TEC
ENSMUSG00000095521	Astx5	lincRNA
ENSMUSG00000102939	Gm38111	TEC
ENSMUSG00000028693	Nasp	protein_coding
ENSMUSG00000104319	Ighv5-19	IG_V_pseudogene
ENSMUSG00000049313	Sorl1	protein_coding
ENSMUSG00000104469	Gm37663	TEC
ENSMUSG00000027793	Ccna1	protein_coding
ENSMUSG00000098915	Rpl15-ps2	processed_pseudogene
ENSMUSG00000094483	Purb	protein_coding
ENSMUSG00000105270	RP24-127J3.1	TEC
ENSMUSG00000027193	Api5	protein_coding
ENSMUSG00000080752	Olfr1069-ps1	unprocessed_pseudogene
ENSMUSG00000007739	Cct4	protein_coding
ENSMUSG00000100423	Gm28754	lincRNA
ENSMUSG00000082252	Gm11204	processed_pseudogene
ENSMUSG00000089999	Gm6485	transcribed_processed_pseudogene
ENSMUSG00000058656	Samd12	protein_coding
ENSMUSG00000027339	Rassf2	protein_coding
ENSMUSG00000034839	Larp6	protein_coding
ENSMUSG00000042015	Wdr41	protein_coding
ENSMUSG00000020261	Slc36a1	protein_coding
ENSMUSG00000055401	Fbxo6	protein_coding
ENSMUSG00000047181	Samd14	protein_coding
ENSMUSG00000090515	Krtap27-1	protein_coding
ENSMUSG00000026959	Grin1	protein_coding
ENSMUSG00000084884	Gm12289	antisense
ENSMUSG00000100413	Gm21506	unprocessed_pseudogene
ENSMUSG00000006576	Slc4a3	protein_coding
ENSMUSG00000085827	Gm11290	antisense
ENSMUSG00000030019	Fbxl14	protein_coding
ENSMUSG00000045464	2810002D19Rik	processed_transcript
ENSMUSG00000042784	Muc1	protein_coding
ENSMUSG00000083844	2210015D19Rik	transcribed_unprocessed_pseudogene
ENSMUSG00000024675	Ms4a4c	protein_coding
ENSMUSG00000030170	Wnt5b	protein_coding
ENSMUSG00000028763	Hspg2	protein_coding
ENSMUSG00000030380	Mzf1	protein_coding
ENSMUSG00000016283	H2-M2	protein_coding
ENSMUSG00000002233	Rhoc	protein_coding
ENSMUSG00000086839	Gm11973	antisense
ENSMUSG00000021693	Kif2a	protein_coding
ENSMUSG00000089664	Gm12494	unprocessed_pseudogene
ENSMUSG00000081515	Gm12311	processed_pseudogene
ENSMUSG00000105272	RP23-164N7.3	TEC
ENSMUSG00000075180	Olfr228	protein_coding
ENSMUSG00000106592	RP23-164N7.2	unprocessed_pseudogene
ENSMUSG00000100570	Gm29399	lincRNA
ENSMUSG00000089892	Olfr1199	protein_coding
ENSMUSG00000032593	Amigo3	protein_coding
ENSMUSG00000099856	Gm20906	protein_coding
ENSMUSG00000027634	Ndrg3	protein_coding
ENSMUSG00000046032	Snx12	protein_coding
ENSMUSG00000021870	Slmap	protein_coding
ENSMUSG00000101723	Gm28355	lincRNA
ENSMUSG00000100708	Gm21173	protein_coding
ENSMUSG00000091575	2010016I18Rik	processed_transcript
ENSMUSG00000099386	Gm28255	unprocessed_pseudogene
ENSMUSG00000027761	Aadac	protein_coding
ENSMUSG00000029684	Wasl	protein_coding
ENSMUSG00000106156	RP23-299O17.5	processed_pseudogene
ENSMUSG00000042148	Cox10	protein_coding
ENSMUSG00000007207	Stx1a	protein_coding
ENSMUSG00000097931	Gm11392	unprocessed_pseudogene
ENSMUSG00000072584	Gm7489	protein_coding
ENSMUSG00000086508	Gm11291	processed_transcript
ENSMUSG00000103615	Gm30045	lincRNA
ENSMUSG00000100008	Gm28481	processed_pseudogene
ENSMUSG00000076863	Trav21-dv12	TR_V_gene
ENSMUSG00000098782	Gm19255	unprocessed_pseudogene
ENSMUSG00000100192	Gm29587	antisense
ENSMUSG00000100820	Gm28945	lincRNA
ENSMUSG00000078994	Zfp429	protein_coding
ENSMUSG00000091087	Ighv8-14	IG_V_pseudogene
ENSMUSG00000007379	Dennd2c	protein_coding
ENSMUSG00000091273	Gm6673	unprocessed_pseudogene
ENSMUSG00000105669	RP23-123N21.5	processed_pseudogene
ENSMUSG00000102807	Gm37480	TEC
ENSMUSG00000000244	Tspan32	protein_coding
ENSMUSG00000076881	Traj50	TR_J_gene
ENSMUSG00000071015	Gm136	protein_coding
ENSMUSG00000062563	Cys1	protein_coding
ENSMUSG00000093465	Gm20682	processed_transcript
ENSMUSG00000092310	Gm20509	protein_coding
ENSMUSG00000019864	Rtn4ip1	protein_coding
ENSMUSG00000027134	Lpcat4	protein_coding
ENSMUSG00000033731	3300002A11Rik	antisense
ENSMUSG00000038607	Gng10	protein_coding
ENSMUSG00000091967	Vmn2r-ps5	unprocessed_pseudogene
ENSMUSG00000050747	Trim15	protein_coding
ENSMUSG00000061577	Adgrg5	protein_coding
ENSMUSG00000037535	1700021A07Rik	lincRNA
ENSMUSG00000080990	Olfr118	protein_coding
ENSMUSG00000011008	Mcoln2	protein_coding
ENSMUSG00000093419	Gm19898	processed_pseudogene
ENSMUSG00000030616	Sytl2	protein_coding
ENSMUSG00000017778	Cox7c	protein_coding
ENSMUSG00000049848	Ceacam19	protein_coding
ENSMUSG00000037845	Fdxacb1	protein_coding
ENSMUSG00000099220	Gm27220	processed_pseudogene
ENSMUSG00000104780	RP23-123N21.6	processed_pseudogene
ENSMUSG00000104467	Gm37660	TEC
ENSMUSG00000092345	Gm20503	protein_coding
ENSMUSG00000084060	Gm16412	processed_pseudogene
ENSMUSG00000087076	Gm13229	processed_pseudogene
ENSMUSG00000106635	RP23-132D7.5	TEC
ENSMUSG00000095423	Gm7375	unprocessed_pseudogene
ENSMUSG00000103696	Gm37531	TEC
ENSMUSG00000046203	Sprr2g	polymorphic_pseudogene
ENSMUSG00000094577	4921511M17Rik	protein_coding
ENSMUSG00000006586	Runx1t1	protein_coding
ENSMUSG00000099891	Gm5575	processed_pseudogene
ENSMUSG00000074596	Spint3	protein_coding
ENSMUSG00000092622	Khdc3	protein_coding
ENSMUSG00000102011	Gm28930	lincRNA
ENSMUSG00000031410	Nxf7	protein_coding
ENSMUSG00000024340	Btnl2	protein_coding
ENSMUSG00000026917	Wdr5	protein_coding
ENSMUSG00000096900	Trav9-1	TR_V_gene
ENSMUSG00000078080	Olfr585	protein_coding
ENSMUSG00000030315	Vgll4	protein_coding
ENSMUSG00000028743	Akr7a5	protein_coding
ENSMUSG00000042414	Prdm14	protein_coding
ENSMUSG00000027296	Itpka	protein_coding
ENSMUSG00000074128	Gm10631	antisense
ENSMUSG00000087083	Gm15083	lincRNA
ENSMUSG00000105991	RP23-136A1.2	lincRNA
ENSMUSG00000087328	Gm12120	antisense
ENSMUSG00000008874	Clec3a	protein_coding
ENSMUSG00000097464	Gm26736	lincRNA
ENSMUSG00000104789	RP23-307D8.12	lincRNA
ENSMUSG00000103087	Gm38122	TEC
ENSMUSG00000096970	2210017G18Rik	lincRNA
ENSMUSG00000081180	Gm7212	processed_pseudogene
ENSMUSG00000066268	Olfr586	protein_coding
ENSMUSG00000097385	Gm26814	lincRNA
ENSMUSG00000091511	Vmn2r87	protein_coding
ENSMUSG00000097396	Gm26556	lincRNA
ENSMUSG00000031922	Cep57	protein_coding
ENSMUSG00000086188	Gm15169	antisense
ENSMUSG00000081650	Gm16181	protein_coding
ENSMUSG00000024921	Smarca2	protein_coding
ENSMUSG00000001034	Mapk7	protein_coding
ENSMUSG00000100232	Gm28947	lincRNA
ENSMUSG00000099313	Gm27152	processed_pseudogene
ENSMUSG00000097680	Gm26642	antisense
ENSMUSG00000061306	Slc38a10	protein_coding
ENSMUSG00000102967	Gm37946	TEC
ENSMUSG00000106089	RP24-321M14.4	processed_pseudogene
ENSMUSG00000057981	Vmn1r12	protein_coding
ENSMUSG00000072494	Ppp1r3e	protein_coding
ENSMUSG00000103283	Gm37276	lincRNA
ENSMUSG00000082547	Olfr1073-ps1	unprocessed_pseudogene
ENSMUSG00000104078	Gm37023	TEC
ENSMUSG00000097470	Gm26587	processed_pseudogene
ENSMUSG00000037112	Sik2	protein_coding
ENSMUSG00000000708	Kat2b	protein_coding
ENSMUSG00000083371	Gm11422	processed_pseudogene
ENSMUSG00000095048	Gm11239	protein_coding
ENSMUSG00000048796	Cyb561d1	protein_coding
ENSMUSG00000044149	Nkrf	protein_coding
ENSMUSG00000079450	3110007F17Rik	protein_coding
ENSMUSG00000104432	A430027C01Rik	TEC
ENSMUSG00000049881	2810025M15Rik	transcribed_processed_pseudogene
ENSMUSG00000096020	Ighv1-75	IG_V_gene
ENSMUSG00000022329	Stk3	protein_coding
ENSMUSG00000030361	Klrb1a	protein_coding
ENSMUSG00000025190	Got1	protein_coding
