ensembl_gene_id	external_gene_name	gene_biotype
ENSMUSG00000029364	Wsb2	protein_coding
ENSMUSG00000093695	Gm20717	processed_transcript
ENSMUSG00000086372	Gm16246	antisense
ENSMUSG00000087598	Zfp111	protein_coding
ENSMUSG00000104054	Gm38131	processed_pseudogene
ENSMUSG00000105300	RP23-465P18.1	antisense
ENSMUSG00000084386	Gm13852	processed_pseudogene
ENSMUSG00000026275	Ppp1r7	protein_coding
ENSMUSG00000095492	Gm14361	processed_pseudogene
ENSMUSG00000087542	Gm15878	processed_pseudogene
ENSMUSG00000102095	C730036E19Rik	lincRNA
ENSMUSG00000093530	Vmn1r-ps12	unprocessed_pseudogene
ENSMUSG00000093627	Vmn2r-ps121	unprocessed_pseudogene
ENSMUSG00000090217	Gm16116	antisense
ENSMUSG00000095680	Gm12627	unprocessed_pseudogene
ENSMUSG00000100262	Gm28398	lincRNA
ENSMUSG00000076609	Igkc	IG_C_gene
ENSMUSG00000081812	Gm4789	processed_pseudogene
ENSMUSG00000078502	Gm13212	protein_coding
ENSMUSG00000086081	Spin2-ps3	processed_pseudogene
ENSMUSG00000093892	Gm3261	processed_pseudogene
ENSMUSG00000091859	Vmn2r100	protein_coding
ENSMUSG00000057735	Olfr1186	protein_coding
ENSMUSG00000043909	Trp53bp1	protein_coding
ENSMUSG00000069248	Serpinb6e	protein_coding
ENSMUSG00000074593	Spint5	protein_coding
ENSMUSG00000042570	Mier2	protein_coding
ENSMUSG00000094876	Gm14345	protein_coding
ENSMUSG00000000959	Oxa1l	protein_coding
ENSMUSG00000080747	Gm14016	processed_pseudogene
ENSMUSG00000096414	Gm3984	unprocessed_pseudogene
ENSMUSG00000026870	Cutal	protein_coding
ENSMUSG00000060879	Gm6564	processed_pseudogene
ENSMUSG00000095066	Defa20	protein_coding
ENSMUSG00000080071	Gm15125	unprocessed_pseudogene
ENSMUSG00000095913	Gm21844	antisense
ENSMUSG00000044903	Psg22	protein_coding
ENSMUSG00000037221	Mospd3	protein_coding
ENSMUSG00000106379	Lhfpl3	protein_coding
ENSMUSG00000081183	Gm12449	processed_pseudogene
ENSMUSG00000087476	Rap1gapos	antisense
ENSMUSG00000082102	Gm14572	processed_pseudogene
ENSMUSG00000104640	RP24-324D14.6	processed_pseudogene
ENSMUSG00000083174	Gm7190	processed_pseudogene
ENSMUSG00000047022	Mipol1	protein_coding
ENSMUSG00000057835	Zfp119a	protein_coding
ENSMUSG00000044092	C130050O18Rik	protein_coding
ENSMUSG00000082172	Gm14835	processed_pseudogene
ENSMUSG00000100170	Gm28942	lincRNA
ENSMUSG00000022598	Psca	protein_coding
ENSMUSG00000070305	Mpzl3	protein_coding
ENSMUSG00000081881	Gm14752	processed_pseudogene
ENSMUSG00000068327	Tlx2	protein_coding
ENSMUSG00000099792	Gm29564	protein_coding
ENSMUSG00000000282	Mnt	protein_coding
ENSMUSG00000081687	Gm13996	processed_pseudogene
ENSMUSG00000080832	M6pr-ps	processed_pseudogene
ENSMUSG00000024191	Bnip1	protein_coding
ENSMUSG00000101289	Gm3454	unprocessed_pseudogene
ENSMUSG00000105600	RP23-424O22.1	processed_pseudogene
ENSMUSG00000032579	Hemk1	protein_coding
ENSMUSG00000090047	Gm16297	processed_pseudogene
ENSMUSG00000094936	Rbm4	protein_coding
ENSMUSG00000042558	Adprhl2	protein_coding
ENSMUSG00000076573	Igkv1-35	IG_V_gene
ENSMUSG00000028364	Tnc	protein_coding
ENSMUSG00000080903	Gm16383	processed_pseudogene
ENSMUSG00000053553	3110082I17Rik	protein_coding
ENSMUSG00000085641	4930465M20Rik	lincRNA
ENSMUSG00000094694	Ighv1-9	IG_V_gene
ENSMUSG00000103841	Gm37807	unprocessed_pseudogene
ENSMUSG00000037892	Pcdh18	protein_coding
ENSMUSG00000062638	Btnl1	protein_coding
ENSMUSG00000028551	Cdkn2c	protein_coding
ENSMUSG00000001128	Cfp	protein_coding
ENSMUSG00000087564	Gm11817	antisense
ENSMUSG00000076608	Igkj5	IG_J_gene
ENSMUSG00000086233	Gm11816	antisense
ENSMUSG00000049041	Olfr398	protein_coding
ENSMUSG00000101395	Gm8241	processed_pseudogene
ENSMUSG00000081538	Rps13-ps8	processed_pseudogene
ENSMUSG00000102172	Gm37873	TEC
ENSMUSG00000080865	Eif1-ps3	processed_pseudogene
ENSMUSG00000098009	Gm5597	processed_pseudogene
ENSMUSG00000045322	Tlr9	protein_coding
ENSMUSG00000083279	Pex13-ps	processed_pseudogene
ENSMUSG00000025138	Sirt7	protein_coding
ENSMUSG00000031380	Figf	protein_coding
ENSMUSG00000096541	Trav9n-3	TR_V_gene
ENSMUSG00000048271	Rbm33	protein_coding
ENSMUSG00000083138	Cyp4a29	protein_coding
ENSMUSG00000085074	Gm11494	lincRNA
ENSMUSG00000026841	Fibcd1	protein_coding
ENSMUSG00000053475	Tnfaip6	protein_coding
ENSMUSG00000031112	Stk26	protein_coding
ENSMUSG00000101519	Ska2l-ps	processed_pseudogene
ENSMUSG00000055694	Gdf1	protein_coding
ENSMUSG00000041216	Clvs1	protein_coding
ENSMUSG00000104992	RP23-276I11.1	processed_pseudogene
ENSMUSG00000035232	Pdk3	protein_coding
ENSMUSG00000103824	Gm38177	TEC
ENSMUSG00000084356	Olfr590-ps1	unprocessed_pseudogene
ENSMUSG00000015242	Nipsnap3a	protein_coding
ENSMUSG00000026418	Tnni1	protein_coding
ENSMUSG00000103522	9430087J23Rik	TEC
ENSMUSG00000073096	Lrrc61	protein_coding
ENSMUSG00000075146	Olfr1154	protein_coding
ENSMUSG00000103432	6720464F23Rik	TEC
ENSMUSG00000097899	Gm16894	antisense
ENSMUSG00000103349	Gm36888	lincRNA
ENSMUSG00000047444	Olfr139	protein_coding
ENSMUSG00000081957	Ak3l2-ps	processed_pseudogene
ENSMUSG00000031489	Adrb3	protein_coding
ENSMUSG00000102480	Gm37926	TEC
ENSMUSG00000102975	Gm37347	TEC
ENSMUSG00000085739	Gm15862	antisense
ENSMUSG00000102047	2010010A06Rik	transcribed_processed_pseudogene
ENSMUSG00000030674	Qprt	protein_coding
ENSMUSG00000100505	Gm13283	protein_coding
ENSMUSG00000068809	Olfr1188	protein_coding
ENSMUSG00000032382	Snx1	protein_coding
ENSMUSG00000086716	Gm11629	processed_transcript
ENSMUSG00000028420	Tmem38b	protein_coding
ENSMUSG00000104477	Gm18717	processed_pseudogene
ENSMUSG00000105608	RP24-267M22.1	processed_pseudogene
ENSMUSG00000028919	Arhgef19	protein_coding
ENSMUSG00000020581	Agr2	protein_coding
ENSMUSG00000103815	Gm19194	processed_pseudogene
ENSMUSG00000053063	Clec12a	protein_coding
ENSMUSG00000096769	Gm21117	protein_coding
ENSMUSG00000025287	Acot9	protein_coding
ENSMUSG00000097760	6030442K20Rik	processed_transcript
ENSMUSG00000091280	Gm17032	lincRNA
ENSMUSG00000089885	Gm16296	processed_pseudogene
ENSMUSG00000103297	Ighv3-2	IG_V_pseudogene
ENSMUSG00000082746	Rps12-ps1	processed_pseudogene
ENSMUSG00000020916	Krt36	protein_coding
ENSMUSG00000040505	Abcg5	protein_coding
ENSMUSG00000048373	Fgfbp1	protein_coding
ENSMUSG00000073514	Dok6	protein_coding
ENSMUSG00000102969	Gm33366	TEC
ENSMUSG00000102189	Gm37194	TEC
ENSMUSG00000075359	Gm20775	unprocessed_pseudogene
ENSMUSG00000106141	RP24-349N15.6	processed_pseudogene
ENSMUSG00000104913	RP24-324L19.3	processed_pseudogene
ENSMUSG00000051062	Fbll1	protein_coding
ENSMUSG00000047544	Olfr616	protein_coding
ENSMUSG00000066714	Gm8062	processed_pseudogene
ENSMUSG00000011267	Zfp296	protein_coding
ENSMUSG00000042810	Krba1	protein_coding
ENSMUSG00000036707	Cab39	protein_coding
ENSMUSG00000063754	Gm10136	processed_pseudogene
ENSMUSG00000004383	Large	protein_coding
ENSMUSG00000064259	Vmn1r13	protein_coding
ENSMUSG00000044787	Spata32	protein_coding
ENSMUSG00000038215	Cep44	protein_coding
ENSMUSG00000092550	Gm20496	antisense
ENSMUSG00000102804	Gm37481	unprocessed_pseudogene
ENSMUSG00000084396	Gm14657	processed_pseudogene
ENSMUSG00000026937	Lcn5	protein_coding
ENSMUSG00000022389	Tef	protein_coding
ENSMUSG00000049690	Nckap5	protein_coding
ENSMUSG00000083938	Gm12448	processed_pseudogene
ENSMUSG00000076665	Ighv7-1	IG_V_gene
ENSMUSG00000092595	Gm20427	processed_transcript
ENSMUSG00000092131	BC050972	antisense
ENSMUSG00000018776	Slc35g3	protein_coding
ENSMUSG00000028414	Fktn	protein_coding
ENSMUSG00000093692	Vmn1r14	protein_coding
ENSMUSG00000083346	Gm8260	processed_pseudogene
ENSMUSG00000003198	Zfp959	protein_coding
ENSMUSG00000092564	BC051226	antisense
ENSMUSG00000054909	Wbscr25	processed_transcript
ENSMUSG00000068290	Ddrgk1	protein_coding
ENSMUSG00000031568	Rwdd4a	protein_coding
ENSMUSG00000024339	Tap2	protein_coding
ENSMUSG00000082005	Gm7189	processed_pseudogene
ENSMUSG00000103397	Gm38306	unprocessed_pseudogene
ENSMUSG00000103425	Gm37075	lincRNA
ENSMUSG00000029281	Smr2	protein_coding
ENSMUSG00000080996	Gm4986	processed_pseudogene
ENSMUSG00000085252	8430437L04Rik	lincRNA
ENSMUSG00000078208	Gm5634	protein_coding
ENSMUSG00000079143	Atxn7l1os1	antisense
ENSMUSG00000078592	Gm4609	processed_pseudogene
ENSMUSG00000091657	Gm3072	protein_coding
ENSMUSG00000039294	BC017643	protein_coding
ENSMUSG00000020368	Canx	protein_coding
ENSMUSG00000070473	Cldn3	protein_coding
ENSMUSG00000085664	Atxn7l1os2	processed_transcript
ENSMUSG00000082789	Gm13284	unprocessed_pseudogene
ENSMUSG00000100657	Gm28862	processed_pseudogene
ENSMUSG00000100513	Rpl23a-ps11	processed_pseudogene
ENSMUSG00000104739	RP23-17A11.1	processed_pseudogene
ENSMUSG00000023439	Gnb3	protein_coding
ENSMUSG00000104344	Gm38077	TEC
ENSMUSG00000031118	1700080O16Rik	protein_coding
ENSMUSG00000105087	RP24-560A18.2	TEC
ENSMUSG00000025747	Tyms	protein_coding
ENSMUSG00000095126	Trav6-7-dv9	TR_V_gene
ENSMUSG00000084270	Gm15177	processed_pseudogene
ENSMUSG00000092406	Gm20462	processed_pseudogene
ENSMUSG00000047945	Marcksl1	protein_coding
ENSMUSG00000106124	RP23-211L5.7	IG_V_pseudogene
ENSMUSG00000100920	Gm18348	unprocessed_pseudogene
ENSMUSG00000084999	Gm15839	lincRNA
ENSMUSG00000094230	Gm21847	antisense
ENSMUSG00000073946	Olfr617	protein_coding
ENSMUSG00000101065	Scgb1b5-ps	unprocessed_pseudogene
ENSMUSG00000029363	Rfc5	protein_coding
ENSMUSG00000104460	Gm9121	unprocessed_pseudogene
ENSMUSG00000083472	Gm13491	processed_pseudogene
ENSMUSG00000085683	9130409J20Rik	lincRNA
ENSMUSG00000006356	Crip2	protein_coding
ENSMUSG00000055296	Tmem245	protein_coding
ENSMUSG00000056014	A430033K04Rik	protein_coding
ENSMUSG00000001865	Cpa3	protein_coding
ENSMUSG00000021569	Trip13	protein_coding
ENSMUSG00000024247	Pkdcc	protein_coding
ENSMUSG00000038679	Trps1	protein_coding
ENSMUSG00000099703	Gm28285	protein_coding
ENSMUSG00000028944	Prkag2	protein_coding
ENSMUSG00000028277	Ube2j1	protein_coding
ENSMUSG00000020940	1700023F06Rik	protein_coding
ENSMUSG00000104760	Igkv3-8	IG_V_pseudogene
ENSMUSG00000022803	Popdc2	protein_coding
ENSMUSG00000059912	Rpl21-ps6	processed_pseudogene
ENSMUSG00000090688	Vmn2r12	protein_coding
ENSMUSG00000004668	Abca13	protein_coding
ENSMUSG00000005553	Atp4a	protein_coding
ENSMUSG00000098157	Gm9022	transcribed_processed_pseudogene
ENSMUSG00000057461	Olfr591	protein_coding
ENSMUSG00000106476	RP24-210N1.4	processed_pseudogene
ENSMUSG00000094412	Gm3987	unprocessed_pseudogene
ENSMUSG00000105509	RP23-327M1.1	antisense
ENSMUSG00000039646	Vasn	protein_coding
ENSMUSG00000091468	Vmn2r82	protein_coding
ENSMUSG00000076591	Igkv8-16	IG_V_gene
ENSMUSG00000049353	Rd3	protein_coding
ENSMUSG00000021441	Cts6	protein_coding
ENSMUSG00000090270	Gm17226	antisense
ENSMUSG00000078695	Cisd3	protein_coding
ENSMUSG00000102928	Ighv1-46	IG_V_pseudogene
ENSMUSG00000102379	Gm37971	lincRNA
ENSMUSG00000076646	Ighv2-6-8	IG_V_gene
ENSMUSG00000025204	Ndufb8	protein_coding
ENSMUSG00000094762	Gm10670	protein_coding
ENSMUSG00000026914	Psmd14	protein_coding
ENSMUSG00000076709	Ighv1-47	IG_V_gene
ENSMUSG00000081020	Gm14509	processed_pseudogene
ENSMUSG00000105830	Trgj2	TR_J_gene
ENSMUSG00000005864	Cnga2	protein_coding
ENSMUSG00000035189	Ano4	protein_coding
ENSMUSG00000080254	Fam220-ps	processed_pseudogene
ENSMUSG00000073422	H2-Ke6	protein_coding
ENSMUSG00000062980	Cped1	protein_coding
ENSMUSG00000022878	Adipoq	protein_coding
ENSMUSG00000085716	Gm13388	antisense
ENSMUSG00000031845	Bco1	protein_coding
ENSMUSG00000045411	2410002F23Rik	protein_coding
ENSMUSG00000049300	Prmt6	protein_coding
ENSMUSG00000101825	Gm21806	unprocessed_pseudogene
ENSMUSG00000102486	Gm37921	unprocessed_pseudogene
ENSMUSG00000100351	Gm7867	processed_pseudogene
ENSMUSG00000103250	Gm32180	unprocessed_pseudogene
ENSMUSG00000054523	Ms4a5	protein_coding
ENSMUSG00000084210	Gm15168	processed_pseudogene
ENSMUSG00000076476	Trbv20	TR_V_gene
ENSMUSG00000082435	Gm13813	processed_pseudogene
ENSMUSG00000082026	Gm5764	processed_pseudogene
ENSMUSG00000073945	Olfr618	protein_coding
ENSMUSG00000082190	Gm13641	processed_pseudogene
ENSMUSG00000018068	Ints2	protein_coding
ENSMUSG00000033917	Gde1	protein_coding
ENSMUSG00000025420	Katnal2	protein_coding
ENSMUSG00000059447	Hadhb	protein_coding
ENSMUSG00000091477	Gm5799	protein_coding
ENSMUSG00000096878	Gm21655	protein_coding
ENSMUSG00000063632	Sox11	protein_coding
ENSMUSG00000024371	C2	protein_coding
ENSMUSG00000022577	Ly6h	protein_coding
ENSMUSG00000027010	Slc25a12	protein_coding
ENSMUSG00000090332	Gm3216	unprocessed_pseudogene
ENSMUSG00000098008	A930001A20Rik	lincRNA
ENSMUSG00000098186	Gm7132	processed_pseudogene
ENSMUSG00000028479	Gne	protein_coding
ENSMUSG00000024576	Csnk1a1	protein_coding
ENSMUSG00000073956	Olfr592	protein_coding
ENSMUSG00000102019	Gm21873	unprocessed_pseudogene
ENSMUSG00000086254	3100003L05Rik	processed_transcript
ENSMUSG00000031090	Nadsyn1	protein_coding
ENSMUSG00000104944	RP23-440G4.1	processed_pseudogene
ENSMUSG00000086989	Gm16441	processed_pseudogene
ENSMUSG00000097999	Gm9061	processed_pseudogene
ENSMUSG00000094873	Gm13812	processed_pseudogene
ENSMUSG00000036052	Dnajb5	protein_coding
ENSMUSG00000086531	Gm11351	lincRNA
ENSMUSG00000092414	Gm20453	unprocessed_pseudogene
ENSMUSG00000076666	Ighv14-4	IG_V_gene
ENSMUSG00000105859	RP23-440G4.2	processed_pseudogene
ENSMUSG00000060701	Fpr-rs3	protein_coding
ENSMUSG00000073955	Olfr593	protein_coding
ENSMUSG00000106148	RP23-307D8.8	lincRNA
ENSMUSG00000100267	Gm28779	processed_pseudogene
ENSMUSG00000086340	1810059C17Rik	processed_transcript
ENSMUSG00000081370	Gm9105	processed_pseudogene
ENSMUSG00000031667	Aktip	protein_coding
ENSMUSG00000101051	1700100L14Rik	antisense
ENSMUSG00000104236	4930533L02Rik	TEC
ENSMUSG00000025077	Dclre1a	protein_coding
ENSMUSG00000055194	Actbl2	protein_coding
ENSMUSG00000104059	Gm9124	unprocessed_pseudogene
ENSMUSG00000032481	Smarcc1	protein_coding
ENSMUSG00000082461	Gm8844	processed_pseudogene
ENSMUSG00000081065	Gm13576	processed_pseudogene
ENSMUSG00000010608	Rbm25	protein_coding
ENSMUSG00000032344	Mb21d1	protein_coding
ENSMUSG00000097265	Gm26803	lincRNA
ENSMUSG00000031027	Stk33	protein_coding
ENSMUSG00000081844	Gm11241	processed_pseudogene
ENSMUSG00000023118	Sympk	protein_coding
ENSMUSG00000095981	Ighv10-1	IG_V_gene
ENSMUSG00000055700	4933401B06Rik	transcribed_processed_pseudogene
ENSMUSG00000102641	Ighv1-3	IG_V_pseudogene
ENSMUSG00000083316	Gm15185	processed_pseudogene
ENSMUSG00000081651	Gm15530	processed_pseudogene
ENSMUSG00000059647	Gm10068	processed_pseudogene
ENSMUSG00000027887	Sypl2	protein_coding
ENSMUSG00000004069	Dnaja3	protein_coding
ENSMUSG00000022799	Arhgap31	protein_coding
ENSMUSG00000020882	Cacnb1	protein_coding
ENSMUSG00000030325	Klrb1c	protein_coding
ENSMUSG00000103077	Gm38371	lincRNA
ENSMUSG00000056849	Gm16415	processed_pseudogene
ENSMUSG00000041120	Nbl1	protein_coding
ENSMUSG00000106445	RP24-152F23.3	protein_coding
ENSMUSG00000101485	Gm29173	lincRNA
ENSMUSG00000020140	Lgr5	protein_coding
ENSMUSG00000100991	Gm21856	unprocessed_pseudogene
ENSMUSG00000026304	Rab17	protein_coding
ENSMUSG00000085354	Gm2044	lincRNA
ENSMUSG00000059208	Hnrnpm	protein_coding
ENSMUSG00000031513	Leprotl1	protein_coding
ENSMUSG00000019295	Tmem129	protein_coding
ENSMUSG00000001155	Ftcd	protein_coding
ENSMUSG00000104814	RP24-161C20.4	TEC
ENSMUSG00000073795	6430531B16Rik	protein_coding
ENSMUSG00000038463	Olfml2b	protein_coding
ENSMUSG00000069720	4930572O03Rik	protein_coding
ENSMUSG00000106286	RP24-218M19.4	processed_pseudogene
ENSMUSG00000020514	Mrpl22	protein_coding
ENSMUSG00000085192	Gm12195	antisense
ENSMUSG00000007029	Vars	protein_coding
ENSMUSG00000001416	Cct3	protein_coding
ENSMUSG00000083467	Gm15840	processed_pseudogene
ENSMUSG00000082426	Gm14610	processed_pseudogene
ENSMUSG00000102972	Gm37348	processed_pseudogene
ENSMUSG00000020828	Pld2	protein_coding
ENSMUSG00000103823	Gm7899	processed_pseudogene
ENSMUSG00000102315	Ighv1-28	IG_V_pseudogene
ENSMUSG00000023882	Zfp54	protein_coding
ENSMUSG00000101488	Olfr65	protein_coding
ENSMUSG00000021506	Pitx1	protein_coding
ENSMUSG00000076754	Trgv2	TR_V_gene
ENSMUSG00000029090	Adgra3	protein_coding
ENSMUSG00000092604	Gm20508	lincRNA
ENSMUSG00000029439	Sfswap	protein_coding
ENSMUSG00000047528	Als2cr12	protein_coding
ENSMUSG00000082634	Gm12900	processed_pseudogene
ENSMUSG00000033952	Aspm	protein_coding
ENSMUSG00000030447	Cyfip1	protein_coding
ENSMUSG00000003541	Ier3	protein_coding
ENSMUSG00000098146	Gm26935	antisense
ENSMUSG00000029821	Dfna5	protein_coding
ENSMUSG00000101649	Gm29444	lincRNA
ENSMUSG00000035299	Mid1	protein_coding
ENSMUSG00000018446	C1qbp	protein_coding
ENSMUSG00000062410	Hsd3b3	protein_coding
ENSMUSG00000028949	Smarcd3	protein_coding
ENSMUSG00000002032	Tmem25	protein_coding
ENSMUSG00000082276	Gm13885	processed_pseudogene
ENSMUSG00000095203	Gm13810	processed_pseudogene
ENSMUSG00000000805	Car4	protein_coding
ENSMUSG00000087117	Gm11523	processed_transcript
ENSMUSG00000046785	Epm2aip1	protein_coding
ENSMUSG00000090489	Gm17415	processed_pseudogene
ENSMUSG00000035273	Hpse	protein_coding
ENSMUSG00000083070	Gm13350	processed_pseudogene
ENSMUSG00000087459	Csmd2os	antisense
ENSMUSG00000026271	Gpr35	protein_coding
ENSMUSG00000085818	Gm13267	antisense
ENSMUSG00000020564	Atxn7l1	protein_coding
ENSMUSG00000073954	Olfr594	protein_coding
ENSMUSG00000101631	Gm20884	unprocessed_pseudogene
ENSMUSG00000070719	Pla2g4d	protein_coding
ENSMUSG00000102376	Gm37975	TEC
ENSMUSG00000047557	Lxn	protein_coding
ENSMUSG00000020474	Polm	protein_coding
ENSMUSG00000026353	Ubxn4	protein_coding
ENSMUSG00000106456	RP24-285G1.1	unprocessed_pseudogene
ENSMUSG00000083331	Gm12400	unprocessed_pseudogene
ENSMUSG00000090121	Abhd12b	protein_coding
ENSMUSG00000079528	Clnkos	antisense
ENSMUSG00000030761	Myo7a	protein_coding
ENSMUSG00000104471	Gm38208	processed_pseudogene
ENSMUSG00000097713	Gm7741	processed_pseudogene
ENSMUSG00000039795	Zfand1	protein_coding
ENSMUSG00000085969	Gm15600	antisense
ENSMUSG00000102390	Gm37579	processed_pseudogene
ENSMUSG00000090527	Gm5538	protein_coding
ENSMUSG00000032116	Stt3a	protein_coding
ENSMUSG00000102116	Gm28887	lincRNA
ENSMUSG00000073944	Olfr619	protein_coding
ENSMUSG00000083229	Gm11862	processed_pseudogene
ENSMUSG00000105959	RP23-307M9.2	sense_overlapping
ENSMUSG00000081271	Gm14883	processed_pseudogene
ENSMUSG00000105619	RP23-307M9.1	antisense
ENSMUSG00000097669	Gm8649	processed_pseudogene
ENSMUSG00000083601	Gm12028	processed_pseudogene
ENSMUSG00000083651	Gm11524	processed_pseudogene
ENSMUSG00000082861	Gm11362	processed_pseudogene
ENSMUSG00000084116	Gm12460	processed_pseudogene
ENSMUSG00000043140	Tmem186	protein_coding
ENSMUSG00000053647	Gper1	protein_coding
ENSMUSG00000079627	Rhox2h	protein_coding
ENSMUSG00000043659	Npsr1	protein_coding
ENSMUSG00000083383	Olfr595-ps1	unprocessed_pseudogene
ENSMUSG00000105121	RP23-43A4.1	processed_pseudogene
ENSMUSG00000096763	Rps12-ps13	processed_pseudogene
ENSMUSG00000106505	RP23-434M21.1	lincRNA
ENSMUSG00000061958	Gm14851	protein_coding
ENSMUSG00000018169	Mfng	protein_coding
ENSMUSG00000042207	Kdm5b	protein_coding
ENSMUSG00000106650	RP24-366N1.1	TEC
ENSMUSG00000043885	Slc36a4	protein_coding
ENSMUSG00000028874	Fgr	protein_coding
ENSMUSG00000069272	Hist1h2ae	protein_coding
ENSMUSG00000030752	Kdm8	protein_coding
ENSMUSG00000097416	Gm26670	antisense
ENSMUSG00000102329	Gm10851	antisense
ENSMUSG00000028197	Col24a1	protein_coding
ENSMUSG00000022711	Pmm2	protein_coding
ENSMUSG00000076434	Wfdc3	protein_coding
ENSMUSG00000027332	Ivd	protein_coding
ENSMUSG00000076477	Trbv21	TR_V_gene
ENSMUSG00000025815	Dhtkd1	protein_coding
ENSMUSG00000087070	Gm12505	lincRNA
ENSMUSG00000026849	Tor1a	protein_coding
ENSMUSG00000102915	Gm32460	processed_pseudogene
ENSMUSG00000104534	RP24-218M19.5	processed_pseudogene
ENSMUSG00000097480	Gm9499	processed_pseudogene
ENSMUSG00000099521	Gm28309	processed_transcript
ENSMUSG00000103986	Gm5539	processed_pseudogene
ENSMUSG00000106487	RP24-223F21.1	processed_pseudogene
ENSMUSG00000026770	Il2ra	protein_coding
ENSMUSG00000069717	Gm11568	protein_coding
ENSMUSG00000086742	Gm16201	processed_transcript
ENSMUSG00000057321	Usp17ld	protein_coding
ENSMUSG00000002791	Pdxk-ps	transcribed_unprocessed_pseudogene
ENSMUSG00000044757	Gm6430	processed_pseudogene
ENSMUSG00000093482	Gm20619	lincRNA
ENSMUSG00000070313	A630095E13Rik	protein_coding
ENSMUSG00000042499	Hoxd11	protein_coding
ENSMUSG00000105880	RP23-434M21.2	lincRNA
ENSMUSG00000060600	Eno3	protein_coding
ENSMUSG00000082585	Gm15387	processed_pseudogene
ENSMUSG00000042219	Olfr631	protein_coding
ENSMUSG00000101782	Gm28964	lincRNA
ENSMUSG00000086785	Gm6081	processed_pseudogene
ENSMUSG00000087106	Gm13964	antisense
ENSMUSG00000079654	Prrt4	protein_coding
ENSMUSG00000042286	Stab1	protein_coding
ENSMUSG00000101420	Gm21902	unprocessed_pseudogene
ENSMUSG00000050368	Hoxd10	protein_coding
ENSMUSG00000075068	Olfr140	protein_coding
ENSMUSG00000085824	2410114N07Rik	processed_transcript
ENSMUSG00000031109	Enox2	protein_coding
ENSMUSG00000084798	4930533B01Rik	antisense
ENSMUSG00000084962	Gm11947	processed_transcript
ENSMUSG00000068396	Rpl34-ps1	processed_pseudogene
ENSMUSG00000100096	Gm28760	lincRNA
ENSMUSG00000083423	Gm13221	processed_pseudogene
ENSMUSG00000022528	Hes1	protein_coding
ENSMUSG00000103787	Gm37657	lincRNA
ENSMUSG00000071177	Serpina1d	protein_coding
ENSMUSG00000026536	Mnda	protein_coding
ENSMUSG00000047793	Sned1	protein_coding
ENSMUSG00000096663	Vmn1r103	protein_coding
ENSMUSG00000018171	Vmp1	protein_coding
ENSMUSG00000103987	Gm37448	unprocessed_pseudogene
ENSMUSG00000076531	Igkv4-92	IG_V_gene
ENSMUSG00000030732	Chrdl2	protein_coding
ENSMUSG00000095049	Gm21756	unprocessed_pseudogene
ENSMUSG00000092055	Gm7925	unprocessed_pseudogene
ENSMUSG00000103876	Gm17806	processed_pseudogene
ENSMUSG00000028298	Cga	protein_coding
ENSMUSG00000094991	Gm21718	lincRNA
ENSMUSG00000082995	Gm15126	unprocessed_pseudogene
ENSMUSG00000027792	Bche	protein_coding
ENSMUSG00000074867	Zfp808	protein_coding
ENSMUSG00000085936	2610307P16Rik	processed_transcript
ENSMUSG00000104386	Gm37030	processed_pseudogene
ENSMUSG00000083020	Gm15331	unprocessed_pseudogene
ENSMUSG00000101601	Gm28210	lincRNA
ENSMUSG00000105432	Igkv8-23-1	IG_V_gene
ENSMUSG00000087408	Cers1	protein_coding
ENSMUSG00000046516	Cox17	protein_coding
ENSMUSG00000083256	Kars-ps1	processed_pseudogene
ENSMUSG00000029911	Ssbp1	protein_coding
ENSMUSG00000102757	Gm2756	processed_pseudogene
ENSMUSG00000035775	Krt20	protein_coding
ENSMUSG00000086346	Gm12510	lincRNA
ENSMUSG00000091471	Gm20538	protein_coding
ENSMUSG00000074589	4930449A18Rik	transcribed_unprocessed_pseudogene
ENSMUSG00000103298	Gm38232	TEC
ENSMUSG00000102512	Ighv1-29	IG_V_pseudogene
ENSMUSG00000084104	Gm13578	processed_pseudogene
ENSMUSG00000039335	Spata16	protein_coding
ENSMUSG00000045132	Olfr620	protein_coding
ENSMUSG00000095452	Gm20795	protein_coding
ENSMUSG00000000392	Fap	protein_coding
ENSMUSG00000057945	Gm17136	processed_pseudogene
ENSMUSG00000095134	Gm21857	unprocessed_pseudogene
ENSMUSG00000015759	Cnih1	protein_coding
ENSMUSG00000083290	Gm15030	processed_pseudogene
ENSMUSG00000083625	Gm15188	unprocessed_pseudogene
ENSMUSG00000048100	Taf13	protein_coding
ENSMUSG00000091151	Vmn1r224	protein_coding
ENSMUSG00000011263	Exoc3l2	protein_coding
ENSMUSG00000028328	Tmod1	protein_coding
ENSMUSG00000090559	Gm17137	transcribed_processed_pseudogene
ENSMUSG00000045983	Eif4g1	protein_coding
ENSMUSG00000079539	Obp2b	protein_coding
ENSMUSG00000051457	Spn	protein_coding
ENSMUSG00000051984	Sec31b	protein_coding
ENSMUSG00000039997	Ifi203	protein_coding
ENSMUSG00000003992	Ssbp2	protein_coding
ENSMUSG00000081315	Olfr621-ps1	unprocessed_pseudogene
ENSMUSG00000100915	Gm29321	lincRNA
ENSMUSG00000094271	Gm13290	protein_coding
ENSMUSG00000046057	Gm15428	processed_pseudogene
ENSMUSG00000029597	Sds	protein_coding
ENSMUSG00000085626	Gm12898	processed_transcript
