"","ensembl_gene_id","external_gene_name","gene_biotype"
"84169","ENSG00000171860","C3AR1","protein_coding"
"NA.6087",NA,NA,NA
"NA.6088",NA,NA,NA
"84433","ENSG00000088543","C3orf18","protein_coding"
"27977","ENSG00000131379","C3orf20","protein_coding"
"34075","ENSG00000180697","C3orf22","protein_coding"
"NA.6089",NA,NA,NA
"84835","ENSG00000174928","C3orf33","protein_coding"
"NA.6090",NA,NA,NA
"62458","ENSG00000288547","C3orf36","lncRNA"
"66816","ENSG00000179021","C3orf38","protein_coding"
"41567","ENSG00000163632","C3orf49","protein_coding"
"71053","ENSG00000114529","C3orf52","protein_coding"
"NA.6091",NA,NA,NA
"NA.6092",NA,NA,NA
"34874","ENSG00000188315","C3orf62","protein_coding"
"NA.6093",NA,NA,NA
"NA.6094",NA,NA,NA
"32473","ENSG00000187068","C3orf70","protein_coding"
"NA.6095",NA,NA,NA
"37800","ENSG00000180044","C3orf80","protein_coding"
"NA.6096",NA,NA,NA
"34956","ENSG00000167798","C3P1","transcribed_unprocessed_pseudogene"
"42171","ENSG00000244207","C4A","protein_coding"
"41101","ENSG00000232565","C4A-AS1","lncRNA"
"43002","ENSG00000236625","C4B","protein_coding"
"41615","ENSG00000227884","C4B-AS1","lncRNA"
"86132","ENSG00000123838","C4BPA","protein_coding"
"78778","ENSG00000224462","C4BPAP1","transcribed_unitary_pseudogene"
"77368","ENSG00000232621","C4BPAP2","transcribed_unprocessed_pseudogene"
"85206","ENSG00000123843","C4BPB","protein_coding"
"21601","ENSG00000138813","C4orf17","protein_coding"
"NA.6097",NA,NA,NA
"NA.6098",NA,NA,NA
"NA.6099",NA,NA,NA
"NA.6100",NA,NA,NA
"NA.6101",NA,NA,NA
"NA.6102",NA,NA,NA
"NA.6103",NA,NA,NA
"81506","ENSG00000151470","C4orf33","protein_coding"
"20607","ENSG00000285458","C4orf36","protein_coding"
"NA.6104",NA,NA,NA
"62775","ENSG00000205208","C4orf46","protein_coding"
"NA.6105",NA,NA,NA
"NA.6106",NA,NA,NA
"30315","ENSG00000181215","C4orf50","protein_coding"
"21638","ENSG00000237136","C4orf51","protein_coding"
"47821","ENSG00000106804","C5","protein_coding"
"51877","ENSG00000197405","C5AR1","protein_coding"
"55382","ENSG00000134830","C5AR2","protein_coding"
"57195","ENSG00000113583","C5orf15","protein_coding"
"NA.6107",NA,NA,NA
"66053","ENSG00000082213","C5orf22","protein_coding"
"81137","ENSG00000181904","C5orf24","protein_coding"
"NA.6108",NA,NA,NA
"NA.6109",NA,NA,NA
"79667","ENSG00000172244","C5orf34","protein_coding"
"NA.6110",NA,NA,NA
"NA.6111",NA,NA,NA
"NA.6112",NA,NA,NA
"80794","ENSG00000178776","C5orf46","protein_coding"
"18772","ENSG00000185056","C5orf47","protein_coding"
"NA.6113",NA,NA,NA
"NA.6114",NA,NA,NA
"18837","ENSG00000187658","C5orf52","protein_coding"
"NA.6115",NA,NA,NA
"63811","ENSG00000234511","C5orf58","protein_coding"
"NA.6116",NA,NA,NA
"23911","ENSG00000164241","C5orf63","protein_coding"
"NA.6117",NA,NA,NA
"NA.6118",NA,NA,NA
"NA.6119",NA,NA,NA
"NA.6120",NA,NA,NA
"50952","ENSG00000225940","C5orf67","lncRNA"
"73334","ENSG00000039537","C6","protein_coding"
"NA.6121",NA,NA,NA
"NA.6122",NA,NA,NA
"NA.6123",NA,NA,NA
"23678","ENSG00000112539","C6orf118","protein_coding"
"58527","ENSG00000185127","C6orf120","protein_coding"
"31314","ENSG00000188112","C6orf132","protein_coding"
"40485","ENSG00000233641","C6orf136","protein_coding"
"29764","ENSG00000197261","C6orf141","protein_coding"
"22031","ENSG00000204542","C6orf15","protein_coding"
"30087","ENSG00000203872","C6orf163","protein_coding"
"NA.6124",NA,NA,NA
"NA.6125",NA,NA,NA
"NA.6126",NA,NA,NA
"NA.6127",NA,NA,NA
"NA.6128",NA,NA,NA
"NA.6129",NA,NA,NA
"NA.6130",NA,NA,NA
"NA.6131",NA,NA,NA
"NA.6132",NA,NA,NA
"NA.6133",NA,NA,NA
"22633","ENSG00000204439","C6orf47","protein_coding"
"22644","ENSG00000227198","C6orf47-AS1","lncRNA"
"NA.6134",NA,NA,NA
"NA.6135",NA,NA,NA
"524","ENSG00000285312","C6orf52","protein_coding"
"35349","ENSG00000184530","C6orf58","protein_coding"
"83154","ENSG00000112308","C6orf62","protein_coding"
"78650","ENSG00000198663","C6orf89","protein_coding"
"NA.6136",NA,NA,NA
"83384","ENSG00000112936","C7","protein_coding"
"84561","ENSG00000136197","C7orf25","protein_coding"
"NA.6137",NA,NA,NA
"NA.6138",NA,NA,NA
"62103","ENSG00000170279","C7orf33","protein_coding"
"NA.6139",NA,NA,NA
"NA.6140",NA,NA,NA
"NA.6141",NA,NA,NA
"NA.6142",NA,NA,NA
"NA.6143",NA,NA,NA
"NA.6144",NA,NA,NA
"76841","ENSG00000164746","C7orf57","protein_coding"
"NA.6145",NA,NA,NA
"NA.6146",NA,NA,NA
"NA.6147",NA,NA,NA
"NA.6148",NA,NA,NA
"NA.6149",NA,NA,NA
"NA.6150",NA,NA,NA
"NA.6151",NA,NA,NA
"NA.6152",NA,NA,NA
"NA.6153",NA,NA,NA
"NA.6154",NA,NA,NA
"79177","ENSG00000157131","C8A","protein_coding"
"79776","ENSG00000021852","C8B","protein_coding"
"48266","ENSG00000176919","C8G","protein_coding"
"13906","ENSG00000250733","C8orf17","TEC"
"NA.6155",NA,NA,NA
"NA.6156",NA,NA,NA
"244","ENSG00000291362","C8orf33","protein_coding"
"57979","ENSG00000165084","C8orf34","protein_coding"
"34235","ENSG00000248801","C8orf34-AS1","lncRNA"
"NA.6157",NA,NA,NA
"NA.6158",NA,NA,NA
"NA.6159",NA,NA,NA
"44051","ENSG00000288596","C8orf44","lncRNA"
"15324","ENSG00000288602","C8orf44-SGK3","protein_coding"
"NA.6160",NA,NA,NA
"26602","ENSG00000164743","C8orf48","protein_coding"
"NA.6161",NA,NA,NA
"78589","ENSG00000241852","C8orf58","protein_coding"
"NA.6162",NA,NA,NA
"NA.6163",NA,NA,NA
"NA.6164",NA,NA,NA
"4646","ENSG00000285147","C8orf74","protein_coding"
"56059","ENSG00000189376","C8orf76","protein_coding"
"18706","ENSG00000213563","C8orf82","protein_coding"
"NA.6165",NA,NA,NA
"NA.6166",NA,NA,NA
"56319","ENSG00000253250","C8orf88","protein_coding"
"19185","ENSG00000274443","C8orf89","protein_coding"
"57921","ENSG00000113600","C9","protein_coding"
"NA.6167",NA,NA,NA
"NA.6168",NA,NA,NA
"NA.6169",NA,NA,NA
"NA.6170",NA,NA,NA
"NA.6171",NA,NA,NA
"NA.6172",NA,NA,NA
"NA.6173",NA,NA,NA
"NA.6174",NA,NA,NA
"NA.6175",NA,NA,NA
"NA.6176",NA,NA,NA
"NA.6177",NA,NA,NA
"27763","ENSG00000188959","C9orf152","protein_coding"
"19422","ENSG00000187753","C9orf153","protein_coding"
"NA.6178",NA,NA,NA
"NA.6179",NA,NA,NA
"17131","ENSG00000196366","C9orf163","lncRNA"
"NA.6180",NA,NA,NA
"NA.6181",NA,NA,NA
"NA.6182",NA,NA,NA
"NA.6183",NA,NA,NA
"NA.6184",NA,NA,NA
"NA.6185",NA,NA,NA
"NA.6186",NA,NA,NA
"28884","ENSG00000135045","C9orf40","protein_coding"
"NA.6187",NA,NA,NA
"63703","ENSG00000157653","C9orf43","protein_coding"
"NA.6188",NA,NA,NA
"28986","ENSG00000179058","C9orf50","protein_coding"
"28509","ENSG00000204669","C9orf57","protein_coding"
"NA.6189",NA,NA,NA
"NA.6190",NA,NA,NA
"NA.6191",NA,NA,NA
"NA.6192",NA,NA,NA
"81350","ENSG00000147894","C9orf72","protein_coding"
"76374","ENSG00000136819","C9orf78","protein_coding"
"NA.6193",NA,NA,NA
"57080","ENSG00000155621","C9orf85","protein_coding"
"NA.6194",NA,NA,NA
"NA.6195",NA,NA,NA
"NA.6196",NA,NA,NA
"NA.6197",NA,NA,NA
"46780","ENSG00000133742","CA1","protein_coding"
"79535","ENSG00000154975","CA10","protein_coding"
"59292","ENSG00000063180","CA11","protein_coding"
"62066","ENSG00000074410","CA12","protein_coding"
"12417","ENSG00000185015","CA13","protein_coding"
"85789","ENSG00000118298","CA14","protein_coding"
"15376","ENSG00000241527","CA15P1","transcribed_unitary_pseudogene"
"10520","ENSG00000273907","CA15P2","unprocessed_pseudogene"
"79921","ENSG00000104267","CA2","protein_coding"
"81412","ENSG00000164879","CA3","protein_coding"
"44364","ENSG00000253549","CA3-AS1","lncRNA"
"84529","ENSG00000167434","CA4","protein_coding"
"76611","ENSG00000174990","CA5A","protein_coding"
"72681","ENSG00000260133","CA5AP1","transcribed_unprocessed_pseudogene"
"64049","ENSG00000169239","CA5B","protein_coding"
"17894","ENSG00000186312","CA5BP1","transcribed_unprocessed_pseudogene"
"65920","ENSG00000131686","CA6","protein_coding"
"68106","ENSG00000168748","CA7","protein_coding"
"68068","ENSG00000178538","CA8","protein_coding"
"51627","ENSG00000107159","CA9","protein_coding"
"57120","ENSG00000120159","CAAP1","protein_coding"
"85758","ENSG00000135932","CAB39","protein_coding"
"51762","ENSG00000102547","CAB39L","protein_coding"
"32696","ENSG00000251303","CAB39P1","processed_pseudogene"
"20486","ENSG00000281670","CABIN1","lncRNA"
"48175","ENSG00000134508","CABLES1","protein_coding"
"79145","ENSG00000149679","CABLES2","protein_coding"
"80583","ENSG00000157782","CABP1","protein_coding"
"32093","ENSG00000167791","CABP2","protein_coding"
"30146","ENSG00000175544","CABP4","protein_coding"
"18097","ENSG00000105507","CABP5","protein_coding"
"55016","ENSG00000100314","CABP7","protein_coding"
"47935","ENSG00000145309","CABS1","protein_coding"
"48497","ENSG00000154040","CABYR","protein_coding"
"46623","ENSG00000242983","CABYRP1","processed_pseudogene"
"1380","ENSG00000280479","CACFD1","protein_coding"
"84428","ENSG00000158966","CACHD1","protein_coding"
"73848","ENSG00000141837","CACNA1A","protein_coding"
"53793","ENSG00000148408","CACNA1B","protein_coding"
"1554","ENSG00000285479","CACNA1C","protein_coding"
"NA.6198",NA,NA,NA
"1550","ENSG00000285101","CACNA1C-AS2","lncRNA"
"1548","ENSG00000284942","CACNA1C-AS3","lncRNA"
"1544","ENSG00000285107","CACNA1C-AS4","lncRNA"
"1542","ENSG00000285291","CACNA1C-IT1","lncRNA"
"NA.6199",NA,NA,NA
"1545","ENSG00000284775","CACNA1C-IT3","lncRNA"
"83390","ENSG00000157388","CACNA1D","protein_coding"
"67042","ENSG00000198216","CACNA1E","protein_coding"
"10966","ENSG00000102001","CACNA1F","protein_coding"
"67261","ENSG00000006283","CACNA1G","protein_coding"
"78048","ENSG00000250107","CACNA1G-AS1","lncRNA"
"68266","ENSG00000196557","CACNA1H","protein_coding"
"7067","ENSG00000100346","CACNA1I","protein_coding"
"69045","ENSG00000081248","CACNA1S","protein_coding"
"83994","ENSG00000153956","CACNA2D1","protein_coding"
"75119","ENSG00000007402","CACNA2D2","protein_coding"
"84120","ENSG00000157445","CACNA2D3","protein_coding"
"56188","ENSG00000243715","CACNA2D3-AS1","lncRNA"
"1505","ENSG00000284953","CACNA2D4","protein_coding"
"85156","ENSG00000067191","CACNB1","protein_coding"
"25919","ENSG00000165995","CACNB2","protein_coding"
"60830","ENSG00000167535","CACNB3","protein_coding"
"55735","ENSG00000182389","CACNB4","protein_coding"
"84617","ENSG00000108878","CACNG1","protein_coding"
"8510","ENSG00000166862","CACNG2","protein_coding"
"75392","ENSG00000006116","CACNG3","protein_coding"
"80423","ENSG00000075461","CACNG4","protein_coding"
"74777","ENSG00000075429","CACNG5","protein_coding"
"81739","ENSG00000130433","CACNG6","protein_coding"
"26583","ENSG00000105605","CACNG7","protein_coding"
"26636","ENSG00000142408","CACNG8","protein_coding"
"64802","ENSG00000105298","CACTIN","protein_coding"
"41217","ENSG00000226800","CACTIN-AS1","lncRNA"
"76680","ENSG00000151893","CACUL1","protein_coding"
"81805","ENSG00000116161","CACYBP","protein_coding"
"23413","ENSG00000225928","CACYBPP1","processed_pseudogene"
"38923","ENSG00000177855","CACYBPP2","processed_pseudogene"
"57874","ENSG00000219188","CACYBPP3","processed_pseudogene"
"78567","ENSG00000084774","CAD","protein_coding"
"74054","ENSG00000182985","CADM1","protein_coding"
"34127","ENSG00000175161","CADM2","protein_coding"
"34325","ENSG00000239519","CADM2-AS1","lncRNA"
"34322","ENSG00000241648","CADM2-AS2","lncRNA"
"86256","ENSG00000162706","CADM3","protein_coding"
"76938","ENSG00000225670","CADM3-AS1","lncRNA"
"59778","ENSG00000105767","CADM4","protein_coding"
"82406","ENSG00000163618","CADPS","protein_coding"
"82430","ENSG00000081803","CADPS2","protein_coding"
"17256","ENSG00000164304","CAGE1","protein_coding"
"52896","ENSG00000270419","CAHM","lncRNA"
"56822","ENSG00000104327","CALB1","protein_coding"
"11560","ENSG00000282830","CALB2","protein_coding"
"43155","ENSG00000110680","CALCA","protein_coding"
"69219","ENSG00000175868","CALCB","protein_coding"
"79686","ENSG00000012822","CALCOCO1","protein_coding"
"82264","ENSG00000136436","CALCOCO2","protein_coding"
"43151","ENSG00000253179","CALCP","unprocessed_pseudogene"
"76988","ENSG00000004948","CALCR","protein_coding"
"86026","ENSG00000064989","CALCRL","protein_coding"
"85480","ENSG00000122786","CALD1","protein_coding"
"22028","ENSG00000185933","CALHM1","protein_coding"
"82942","ENSG00000138172","CALHM2","protein_coding"
"22034","ENSG00000183128","CALHM3","protein_coding"
"82310","ENSG00000198668","CALM1","protein_coding"
"8923","ENSG00000223467","CALM1P1","processed_pseudogene"
"60189","ENSG00000230564","CALM1P2","processed_pseudogene"
"83149","ENSG00000143933","CALM2","protein_coding"
"61227","ENSG00000267170","CALM2P1","processed_pseudogene"
"18242","ENSG00000229097","CALM2P2","processed_pseudogene"
"3109","ENSG00000215482","CALM2P3","processed_pseudogene"
"2754","ENSG00000233662","CALM2P4","processed_pseudogene"
"81223","ENSG00000160014","CALM3","protein_coding"
"17004","ENSG00000178363","CALML3","protein_coding"
"38912","ENSG00000205488","CALML3-AS1","lncRNA"
"50614","ENSG00000129007","CALML4","protein_coding"
"16999","ENSG00000178372","CALML5","protein_coding"
"63066","ENSG00000169885","CALML6","protein_coding"
"66859","ENSG00000183166","CALN1","protein_coding"
"82069","ENSG00000179218","CALR","protein_coding"
"71085","ENSG00000269058","CALR3","protein_coding"
"78689","ENSG00000227742","CALR4P","transcribed_unitary_pseudogene"
"83628","ENSG00000128595","CALU","protein_coding"
"81154","ENSG00000130643","CALY","protein_coding"
"84588","ENSG00000134072","CAMK1","protein_coding"
"22216","ENSG00000183049","CAMK1D","protein_coding"
"82343","ENSG00000008118","CAMK1G","protein_coding"
"55481","ENSG00000070808","CAMK2A","protein_coding"
"80283","ENSG00000058404","CAMK2B","protein_coding"
"78338","ENSG00000145349","CAMK2D","protein_coding"
"82999","ENSG00000148660","CAMK2G","protein_coding"
"83160","ENSG00000162545","CAMK2N1","protein_coding"
"32095","ENSG00000163888","CAMK2N2","protein_coding"
"80629","ENSG00000152495","CAMK4","protein_coding"
"84682","ENSG00000004660","CAMKK1","protein_coding"
"79570","ENSG00000110931","CAMKK2","protein_coding"
"57772","ENSG00000143919","CAMKMT","protein_coding"
"82275","ENSG00000164076","CAMKV","protein_coding"
"63382","ENSG00000164615","CAMLG","protein_coding"
"38251","ENSG00000164047","CAMP","protein_coding"
"15589","ENSG00000130559","CAMSAP1","protein_coding"
"81813","ENSG00000118200","CAMSAP2","protein_coding"
"70579","ENSG00000076826","CAMSAP3","protein_coding"
"67885","ENSG00000171735","CAMTA1","protein_coding"
"76743","ENSG00000237402","CAMTA1-IT1","lncRNA"
"81940","ENSG00000108509","CAMTA2","protein_coding"
"68109","ENSG00000111530","CAND1","protein_coding"
"81702","ENSG00000144712","CAND2","protein_coding"
"85192","ENSG00000171302","CANT1","protein_coding"
"3264","ENSG00000283777","CANX","protein_coding"
"83510","ENSG00000131236","CAP1","protein_coding"
"21914","ENSG00000232004","CAP1P2","processed_pseudogene"
"80337","ENSG00000112186","CAP2","protein_coding"
"13147","ENSG00000259151","CAP2P1","transcribed_processed_pseudogene"
"84364","ENSG00000042493","CAPG","protein_coding"
"66127","ENSG00000014216","CAPN1","protein_coding"
"84659","ENSG00000142330","CAPN10","protein_coding"
"NA.6200",NA,NA,NA
"23280","ENSG00000137225","CAPN11","protein_coding"
"25003","ENSG00000182472","CAPN12","protein_coding"
"83065","ENSG00000162949","CAPN13","protein_coding"
"82381","ENSG00000214711","CAPN14","protein_coding"
"6219","ENSG00000282214","CAPN15","lncRNA"
"84665","ENSG00000162909","CAPN2","protein_coding"
"27871","ENSG00000092529","CAPN3","protein_coding"
"74317","ENSG00000149260","CAPN5","protein_coding"
"46090","ENSG00000077274","CAPN6","protein_coding"
"84963","ENSG00000131375","CAPN7","protein_coding"
"85960","ENSG00000203697","CAPN8","protein_coding"
"82955","ENSG00000135773","CAPN9","protein_coding"
"82560","ENSG00000126247","CAPNS1","protein_coding"
"67177","ENSG00000215874","CAPNS1P1","processed_pseudogene"
"61250","ENSG00000256812","CAPNS2","protein_coding"
"80059","ENSG00000135387","CAPRIN1","protein_coding"
"82648","ENSG00000110888","CAPRIN2","protein_coding"
"82714","ENSG00000105519","CAPS","protein_coding"
"84750","ENSG00000180881","CAPS2","protein_coding"
"60955","ENSG00000152611","CAPSL","protein_coding"
"86246","ENSG00000116489","CAPZA1","protein_coding"
"80476","ENSG00000198898","CAPZA2","protein_coding"
"28236","ENSG00000177938","CAPZA3","protein_coding"
"83968","ENSG00000077549","CAPZB","protein_coding"
"21793","ENSG00000100065","CARD10","protein_coding"
"77927","ENSG00000198286","CARD11","protein_coding"
"72993","ENSG00000141527","CARD14","protein_coding"
"62656","ENSG00000204397","CARD16","protein_coding"
"NA.6201",NA,NA,NA
"25702","ENSG00000255501","CARD18","protein_coding"
"59762","ENSG00000132357","CARD6","protein_coding"
"79400","ENSG00000105483","CARD8","protein_coding"
"46982","ENSG00000268001","CARD8-AS1","lncRNA"
"81812","ENSG00000187796","CARD9","protein_coding"
"81793","ENSG00000138380","CARF","protein_coding"
"82523","ENSG00000153048","CARHSP1","protein_coding"
"NA.6202",NA,NA,NA
"37176","ENSG00000142453","CARM1","protein_coding"
"24177","ENSG00000227835","CARM1P1","transcribed_unprocessed_pseudogene"
"79471","ENSG00000156017","CARNMT1","protein_coding"
"84505","ENSG00000172508","CARNS1","protein_coding"
"NA.6203",NA,NA,NA
"NA.6204",NA,NA,NA
"43078","ENSG00000134905","CARS2","protein_coding"
"NA.6205",NA,NA,NA
"NA.6206",NA,NA,NA
"23196","ENSG00000164326","CARTPT","protein_coding"
"NA.6207",NA,NA,NA
"NA.6208",NA,NA,NA
"42264","ENSG00000249375","CASC11","lncRNA"
"56856","ENSG00000272168","CASC15","lncRNA"
"71685","ENSG00000249231","CASC16","lncRNA"
"59008","ENSG00000260785","CASC17","lncRNA"
"26174","ENSG00000257859","CASC18","lncRNA"
"29419","ENSG00000254166","CASC19","lncRNA"
"39644","ENSG00000177640","CASC2","lncRNA"
"10040","ENSG00000229876","CASC20","lncRNA"
"NA.6209",NA,NA,NA
"69108","ENSG00000260887","CASC22","lncRNA"
"29568","ENSG00000255420","CASC23","lncRNA"
"85630","ENSG00000108349","CASC3","protein_coding"
"NA.6210",NA,NA,NA
"NA.6211",NA,NA,NA
"NA.6212",NA,NA,NA
"47908","ENSG00000224944","CASC6","lncRNA"
"38136","ENSG00000246228","CASC8","lncRNA"
"33936","ENSG00000249395","CASC9","lncRNA"
"84856","ENSG00000127995","CASD1","protein_coding"
"74206","ENSG00000147044","CASK","protein_coding"
"21474","ENSG00000233033","CASK-AS1","lncRNA"
"66900","ENSG00000167971","CASKIN1","protein_coding"
"79898","ENSG00000177303","CASKIN2","protein_coding"
"757","ENSG00000234059","CASKP1","unprocessed_pseudogene"
"66407","ENSG00000137752","CASP1","protein_coding"
"85853","ENSG00000003400","CASP10","protein_coding"
"5081","ENSG00000291983","CASP12","protein_coding"
"17108","ENSG00000105141","CASP14","protein_coding"
"68592","ENSG00000228146","CASP16P","transcribed_unitary_pseudogene"
"32010","ENSG00000255430","CASP1P1","unprocessed_pseudogene"
"54910","ENSG00000254750","CASP1P2","transcribed_unprocessed_pseudogene"
"78920","ENSG00000106144","CASP2","protein_coding"
"83796","ENSG00000164305","CASP3","protein_coding"
"47782","ENSG00000237033","CASP3P1","processed_pseudogene"
"31926","ENSG00000196954","CASP4","protein_coding"
"83886","ENSG00000137757","CASP5","protein_coding"
"47567","ENSG00000138794","CASP6","protein_coding"
"82004","ENSG00000165806","CASP7","protein_coding"
"85348","ENSG00000064012","CASP8","protein_coding"
"1317","ENSG00000288475","CASP8AP2","protein_coding"
"81630","ENSG00000132906","CASP9","protein_coding"
"85638","ENSG00000143318","CASQ1","protein_coding"
"79758","ENSG00000118729","CASQ2","protein_coding"
"62594","ENSG00000036828","CASR","protein_coding"
"67358","ENSG00000087589","CASS4","protein_coding"
"50889","ENSG00000153113","CAST","lncRNA"
"42610","ENSG00000130940","CASZ1","protein_coding"
"83240","ENSG00000121691","CAT","protein_coding"
"73597","ENSG00000158428","CATIP","protein_coding"
"68264","ENSG00000225062","CATIP-AS1","lncRNA"
"68452","ENSG00000237281","CATIP-AS2","lncRNA"
"28414","ENSG00000175294","CATSPER1","protein_coding"
"13254","ENSG00000166762","CATSPER2","protein_coding"
"24705","ENSG00000205771","CATSPER2P1","transcribed_unprocessed_pseudogene"
"28989","ENSG00000152705","CATSPER3","protein_coding"
"58576","ENSG00000188782","CATSPER4","protein_coding"
"5322","ENSG00000274338","CATSPERB","protein_coding"
"27933","ENSG00000174898","CATSPERD","protein_coding"
"37521","ENSG00000099338","CATSPERG","protein_coding"
"79423","ENSG00000105974","CAV1","protein_coding"
"77393","ENSG00000105971","CAV2","protein_coding"
"46321","ENSG00000182533","CAV3","protein_coding"
"76468","ENSG00000099625","CBARP","protein_coding"
"7834","ENSG00000078699","CBFA2T2","protein_coding"
"66229","ENSG00000129993","CBFA2T3","protein_coding"
"83132","ENSG00000067955","CBFB","protein_coding"
"41323","ENSG00000110395","CBL","protein_coding"
"83344","ENSG00000114423","CBLB","protein_coding"
"63675","ENSG00000142273","CBLC","protein_coding"
"64124","ENSG00000105879","CBLL1","protein_coding"
"68050","ENSG00000102924","CBLN1","protein_coding"
"67175","ENSG00000141668","CBLN2","protein_coding"
"39391","ENSG00000139899","CBLN3","protein_coding"
