,counts_d4_c95_status,counts_d4_c95_correlation,counts_d4_c50_status,counts_d4_c50_correlation,counts_d4_c25_status,counts_d4_c25_correlation
ARAF,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.033405646719840774
ARAP1,OPTIMAL,-0.10221697053874967,OPTIMAL,-0.08611328554007627,OPTIMAL,-0.07214912572855749
ARAP3,OPTIMAL,-0.33739297441996785,OPTIMAL,-0.07576946070541418,OPTIMAL,-0.07609225266196326
ARCN1,OPTIMAL,0.8936544153956163,OPTIMAL,0.28906831020343654,OPTIMAL,0.12867618406084963
AREL1,OPTIMAL,-0.02523615732314072,OPTIMAL,-0.0327718755098797,OPTIMAL,-0.017961613690529555
ARF1,OPTIMAL,-0.2726278293134136,CUT_LIMIT,,OPTIMAL,-0.9341762864603277
ARF3,OPTIMAL,-0.5209362802764679,CUT_LIMIT,,OPTIMAL,-0.10858439538687219
ARF4,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.2016480921432358
ARF5,OPTIMAL,-0.025538928395711095,OPTIMAL,-0.018953829081480245,OPTIMAL,-0.05026566383158518
ARF6,OPTIMAL,-0.8799387147931289,OPTIMAL,-0.019926430014741085,OPTIMAL,0.009358664209007163
ARFGAP1,OPTIMAL,-0.12007279565427145,OPTIMAL,-0.015616836202004799,OPTIMAL,-0.04207382058236262
ARFGAP2,OPTIMAL,-0.33361924528019427,OPTIMAL,-0.07207013056254301,CUT_LIMIT,
ARFGAP3,OPTIMAL,-0.36774661448879475,OPTIMAL,-0.013194194596446426,OPTIMAL,-0.024248544682501736
ARFGEF1,OPTIMAL,0.6186876497428068,OPTIMAL,0.1514891298988998,OPTIMAL,0.1523582860803037
ARFGEF2,OPTIMAL,-0.32079805041614123,OPTIMAL,-0.03317700562950685,OPTIMAL,-0.0010602716834095614
ARFIP1,OPTIMAL,-0.576175567355323,OPTIMAL,0.09854993021736769,OPTIMAL,0.09510995734798756
ARFIP2,OPTIMAL,-0.40247875889625245,OPTIMAL,-0.02511526646123082,OPTIMAL,-0.03955412371011649
ARFRP1,CUT_LIMIT,,OPTIMAL,-0.09570611565209361,OPTIMAL,-0.10543523295903091
ARGLU1,OPTIMAL,-0.5992278504903406,OPTIMAL,-0.31139895762652003,OPTIMAL,-0.2411165017398531
ARHGAP1,OPTIMAL,-0.20454270562663288,OPTIMAL,-0.1048252249407261,OPTIMAL,-0.15152505292970886
ARHGAP10,OPTIMAL,-0.2739456778597853,CUT_LIMIT,,CUT_LIMIT,
ARHGAP11A,OPTIMAL,0.3160061207749616,CUT_LIMIT,,OPTIMAL,-0.08170879831861025
ARHGAP11B,OPTIMAL,-0.3558646546563614,OPTIMAL,-0.09062217706615411,OPTIMAL,-0.08978774702023733
ARHGAP12,OPTIMAL,0.15820358561098058,CUT_LIMIT,,OPTIMAL,-0.05910749930165814
ARHGAP17,OPTIMAL,-0.2871106397153568,CUT_LIMIT,,OPTIMAL,-0.008242732763742495
ARHGAP18,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.24408420603377382
ARHGAP19,OPTIMAL,-0.1270359258543044,OPTIMAL,0.024371079905502066,OPTIMAL,-0.05131643844749408
ARHGAP21,OPTIMAL,-0.40105972847837507,CUT_LIMIT,,OPTIMAL,0.13993070407549626
ARHGAP22,OPTIMAL,0.11632610349518178,OPTIMAL,-0.2011575539511157,OPTIMAL,-0.1058273315456652
ARHGAP23,OPTIMAL,-0.06543691708208038,OPTIMAL,-0.035684358162254695,OPTIMAL,-0.07152399849083411
ARHGAP24,CUT_LIMIT,,OPTIMAL,-0.06863441010850485,OPTIMAL,-0.06509639994097516
ARHGAP29,OPTIMAL,-0.5803115290148528,OPTIMAL,-0.10252493002146972,OPTIMAL,-0.14560620282656525
ARHGAP31,OPTIMAL,0.40398661487353216,OPTIMAL,0.2809137280452913,OPTIMAL,0.07543108443930684
ARHGAP32,OPTIMAL,-0.1196001670929192,OPTIMAL,-0.09771581677461312,OPTIMAL,-0.08587625532826224
ARHGAP35,OPTIMAL,-0.8507245271693847,OPTIMAL,-0.07252205454037511,OPTIMAL,-0.047216240783123004
ARHGAP5,OPTIMAL,0.3829874239707233,OPTIMAL,0.23511692568070852,OPTIMAL,0.09059358935571117
ARHGAP6,OPTIMAL,-0.37767368279616165,OPTIMAL,-0.09588670190241044,OPTIMAL,-0.05108675582475175
ARHGDIA,OPTIMAL,-0.1870813004144732,CUT_LIMIT,,CUT_LIMIT,
ARHGEF1,OPTIMAL,0.12645362400090615,OPTIMAL,0.050881015869019316,OPTIMAL,0.0554034762073768
ARHGEF10,OPTIMAL,0.13520691319308697,OPTIMAL,-0.17451560341164965,OPTIMAL,-0.05279739907903862
ARHGEF10L,OPTIMAL,-0.026698068715206285,OPTIMAL,0.132722516706208,OPTIMAL,0.11475077745811865
ARHGEF11,OPTIMAL,-0.07341984161263015,OPTIMAL,-0.0662923637598828,OPTIMAL,-0.06504081859337357
ARHGEF12,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.00402237595276999
ARHGEF17,OPTIMAL,-0.026638631239009013,CUT_LIMIT,,OPTIMAL,-0.015602407091948801
ARHGEF19,OPTIMAL,-0.09747925528260505,OPTIMAL,-0.06519791013787277,OPTIMAL,-0.07090006046213691
ARHGEF2,OPTIMAL,-0.19793070523386458,OPTIMAL,-0.007665976276741064,CUT_LIMIT,
ARHGEF26,OPTIMAL,-0.08703788958929187,OPTIMAL,-0.045317454486927276,OPTIMAL,-0.016256498707337908
ARHGEF28,OPTIMAL,-0.29907293175759003,OPTIMAL,-0.15165371079651335,OPTIMAL,-0.05593616090143806
ARHGEF39,OPTIMAL,-0.3221401731298625,OPTIMAL,-0.08952921726557579,OPTIMAL,-0.06687415478417538
ARHGEF40,OPTIMAL,-0.07288752336696765,OPTIMAL,0.021549929227667648,OPTIMAL,-0.014350272969967067
ARHGEF5,OPTIMAL,0.24198593116368808,OPTIMAL,0.04765073974140653,OPTIMAL,0.030569716405714525
ARHGEF6,OPTIMAL,0.022321917476742,OPTIMAL,0.03058533094920171,OPTIMAL,0.010611224829838431
ARHGEF7,OPTIMAL,-0.1292039269656771,OPTIMAL,-0.07873641789212577,OPTIMAL,-0.09028094092322517
ARHGEF9,OPTIMAL,-0.058292942401552236,OPTIMAL,-0.06466343137495707,OPTIMAL,-0.07106711059028675
ARID1A,OPTIMAL,0.09961557623078708,CUT_LIMIT,,OPTIMAL,-0.014313521335290109
ARID1B,OPTIMAL,-0.4893504442439618,OPTIMAL,-0.09208084279929374,OPTIMAL,-0.11569809993127741
ARID2,OPTIMAL,-0.12611602862587326,OPTIMAL,-0.060612471622064734,OPTIMAL,-0.059694638730209575
ARID3A,OPTIMAL,-0.5604004332839795,OPTIMAL,-0.08490285803900553,OPTIMAL,-0.0734584807168088
ARID4A,OPTIMAL,-0.12536021721477186,OPTIMAL,-0.08831075969602097,OPTIMAL,-0.09497111208918882
ARID4B,OPTIMAL,-0.9876243683550305,OPTIMAL,-0.03554640123948919,OPTIMAL,0.0763312320871918
ARID5B,OPTIMAL,-0.4832993116177963,OPTIMAL,-0.0718321349703641,OPTIMAL,-0.08784089381710379
ARIH1,OPTIMAL,0.141771097660678,OPTIMAL,-0.22156415256955186,OPTIMAL,0.019279941190235517
ARIH2,OPTIMAL,0.5023021003600934,CUT_LIMIT,,OPTIMAL,0.11573587707755599
ARL1,OPTIMAL,-0.38606210860976153,CUT_LIMIT,,OPTIMAL,-0.13118323450275518
ARL10,OPTIMAL,-0.11187121616538713,OPTIMAL,-0.06021781888020309,OPTIMAL,-0.07105646714795988
ARL13B,OPTIMAL,-0.1197540159570903,OPTIMAL,0.10869701488081479,OPTIMAL,0.08178035042654133
ARL14EP,OPTIMAL,0.2821195987327463,OPTIMAL,0.18607958313295755,OPTIMAL,0.1968830909246373
ARL16,OPTIMAL,0.26703159771237656,OPTIMAL,0.09219899594856167,OPTIMAL,0.1004348097273483
ARL2,OPTIMAL,-0.04282955593330046,OPTIMAL,-0.04832688180693698,CUT_LIMIT,
ARL3,OPTIMAL,-0.7235485731062636,OPTIMAL,-0.06367715520701829,OPTIMAL,-0.048609569900552305
ARL4A,OPTIMAL,-0.4175367618699535,OPTIMAL,-0.09956645533808903,OPTIMAL,-0.07358694500929518
ARL4C,OPTIMAL,-0.09728069321017412,CUT_LIMIT,,OPTIMAL,-0.07176086758800203
ARL4D,OPTIMAL,-0.13908262362367704,OPTIMAL,-0.12427775028107939,OPTIMAL,-0.11501672031892038
ARL5A,OPTIMAL,-0.16883103596078894,OPTIMAL,-0.18212499462296425,OPTIMAL,-0.19311335626960005
ARL5B,OPTIMAL,-0.2960936964251778,OPTIMAL,-0.07765924346961792,OPTIMAL,-0.08189072048193402
ARL6,OPTIMAL,0.9997207568432688,OPTIMAL,0.4473600043696716,OPTIMAL,0.462089684815421
ARL6IP1,CUT_LIMIT,,OPTIMAL,-0.334592495798505,OPTIMAL,-0.05896426900266002
ARL6IP5,OPTIMAL,-0.027833739002489737,OPTIMAL,-0.2944299537233476,OPTIMAL,-0.1889791761574234
ARL6IP6,CUT_LIMIT,,OPTIMAL,-0.1069115234136539,OPTIMAL,-0.11637964886156926
ARL8A,OPTIMAL,-0.11361511679287148,OPTIMAL,-0.05070390762868577,OPTIMAL,-0.06470598590781257
ARL8B,OPTIMAL,-0.7760666787210236,OPTIMAL,-0.21808057997826388,OPTIMAL,-0.20360371915761039
ARMC1,OPTIMAL,-0.16814292989121457,OPTIMAL,-0.09753170472493838,OPTIMAL,-0.11309976921501096
ARMC10,OPTIMAL,-0.10066343507660944,OPTIMAL,-0.06706818800261123,OPTIMAL,-0.07961900613645857
ARMC5,OPTIMAL,-1.0000013561817296,OPTIMAL,-0.04633646201786744,INFEASIBLE,
ARMC6,OPTIMAL,0.020419519885678295,OPTIMAL,0.14049741667981272,OPTIMAL,0.13493310136674436
ARMC7,OPTIMAL,0.9999999997029075,OPTIMAL,0.6411379568227266,OPTIMAL,0.31587851159617686
ARMC8,OPTIMAL,-0.15104932375630276,OPTIMAL,-0.1806626789161661,OPTIMAL,-0.05222319810325897
ARMC9,OPTIMAL,-0.035944169873797734,OPTIMAL,-0.09376974698588234,OPTIMAL,-0.0707207073588124
ARMCX1,OPTIMAL,-0.20987779928944322,CUT_LIMIT,,CUT_LIMIT,
ARMCX2,OPTIMAL,-0.09966266734776098,OPTIMAL,-0.06037944122079409,OPTIMAL,-0.06097646645632242
ARMCX3,OPTIMAL,0.9993410832651628,OPTIMAL,0.8723829380547493,OPTIMAL,0.4610745409622992
ARMCX4,OPTIMAL,-0.07048628466317781,OPTIMAL,-0.04374797503133398,INFEASIBLE,
ARMCX6,OPTIMAL,-0.4772380984573944,OPTIMAL,-0.08568812770595025,OPTIMAL,-0.10287414040528979
ARMT1,OPTIMAL,-0.10213592261086736,OPTIMAL,0.010740773590281572,OPTIMAL,0.055980127617581345
ARNT,OPTIMAL,-0.18106042918487736,CUT_LIMIT,,OPTIMAL,-0.013499576975251231
ARPC1A,OPTIMAL,-0.8554094222433123,OPTIMAL,-0.4543526371500385,OPTIMAL,-0.5123690333118955
ARPC1B,OPTIMAL,0.0862453774685226,OPTIMAL,-0.11222292509505312,OPTIMAL,-0.13623726950844392
ARPC2,OPTIMAL,-0.27859526592164496,OPTIMAL,-0.8816402290366275,INFEASIBLE,
ARPC3,CUT_LIMIT,,OPTIMAL,0.009819979081946617,OPTIMAL,0.014423095881362783
ARPC4,OPTIMAL,0.2807575694677295,OPTIMAL,-0.20386237928346926,CUT_LIMIT,
ARPC5,OPTIMAL,-0.24615963586051656,OPTIMAL,-0.18650393948278912,OPTIMAL,-0.31946789421649235
ARPC5L,OPTIMAL,-0.6732231476092374,OPTIMAL,-0.08575404637956424,OPTIMAL,-0.11899580965682421
ARPIN,OPTIMAL,-0.10242614682074097,CUT_LIMIT,,OPTIMAL,-0.07748181373692366
ARPP19,OPTIMAL,-0.1112659556448453,OPTIMAL,-0.24321529324548247,OPTIMAL,-0.2163838319160532
ARRB1,OPTIMAL,-0.28487824124563615,OPTIMAL,0.0005233157267235027,OPTIMAL,-0.006643601541772027
ARRB2,OPTIMAL,-0.11178735756797198,OPTIMAL,-0.05051340007931347,OPTIMAL,-0.06183513516211586
ARRDC1,CUT_LIMIT,,OPTIMAL,-0.04868547225692222,OPTIMAL,-0.0682693698441078
ARRDC2,OPTIMAL,-0.3499081174980483,OPTIMAL,-0.03395713866335667,OPTIMAL,-0.05142965567429638
ARRDC3,OPTIMAL,-0.4754284674579814,OPTIMAL,0.14066166045094208,OPTIMAL,0.18660969309432524
ARSA,OPTIMAL,-0.2955693109637183,OPTIMAL,-0.036521787840063144,OPTIMAL,-0.04890618704096029
ARSB,OPTIMAL,-0.6273054248264457,OPTIMAL,-0.13733731738988264,OPTIMAL,-0.14627484951819267
ARSD,OPTIMAL,0.05617494700075644,OPTIMAL,-0.02771508377866498,OPTIMAL,0.03152701336938698
ARSJ,OPTIMAL,-0.8255565692139613,OPTIMAL,-0.1502387454071379,OPTIMAL,-0.18095400515026863
ARSK,OPTIMAL,-0.0825165301181039,OPTIMAL,-0.08036422668597715,OPTIMAL,-0.07498562393756432
ARV1,OPTIMAL,-0.00020374720345171085,OPTIMAL,0.0136815141495812,OPTIMAL,-0.020910767211725516
ASAH1,OPTIMAL,0.3253511680168517,OPTIMAL,0.08686153272285321,OPTIMAL,0.019834234852616244
ASAH2B,OPTIMAL,-0.020903461010782894,OPTIMAL,-0.03986567080610073,OPTIMAL,-0.05249567242750604
ASAP1,CUT_LIMIT,,OPTIMAL,-0.2063149403147506,CUT_LIMIT,
ASAP2,OPTIMAL,-0.15568247561419576,CUT_LIMIT,,OPTIMAL,0.01265995568212291
ASB1,OPTIMAL,-0.552956851329515,OPTIMAL,-0.09320953102241707,OPTIMAL,-0.11262309913162735
ASB13,OPTIMAL,-0.20420133243806546,OPTIMAL,-0.07381923747000235,OPTIMAL,-0.05325670317178271
ASB6,OPTIMAL,-0.12680963018924357,OPTIMAL,0.03405435754182334,OPTIMAL,-0.01945914923008177
ASB7,OPTIMAL,0.0884848525138557,OPTIMAL,0.09815720207471916,OPTIMAL,0.08516294501930789
ASB8,OPTIMAL,0.336780970994064,OPTIMAL,0.2142845261306886,OPTIMAL,0.20685714449921017
ASCC1,OPTIMAL,-0.11710696301144183,OPTIMAL,0.08899459197460202,OPTIMAL,0.16479451295217076
ASCC2,OPTIMAL,-0.2827701081841601,OPTIMAL,-0.018233318943604783,CUT_LIMIT,
ASCC3,OPTIMAL,-0.6025533717765565,OPTIMAL,-0.08366106447562285,OPTIMAL,-0.11011782489271536
ASF1A,OPTIMAL,-0.01662387517021366,OPTIMAL,0.12275082546250962,OPTIMAL,0.12780695221755078
ASF1B,OPTIMAL,-0.36405473256214416,OPTIMAL,-0.0926398713111326,CUT_LIMIT,
ASH1L,OPTIMAL,-0.18820055939268654,OPTIMAL,-0.030977493233267626,OPTIMAL,-0.04109681601391163
ASH2L,OPTIMAL,0.0998609727555996,OPTIMAL,0.0538296511735799,OPTIMAL,0.02138430957626793
ASL,OPTIMAL,-0.45783365437792956,OPTIMAL,-0.08948700736655833,OPTIMAL,-0.0964419743265997
ASMTL,OPTIMAL,-0.10274508290152838,OPTIMAL,-0.05340544299138959,OPTIMAL,-0.07161875579345983
ASNS,OPTIMAL,-0.03688427866215521,OPTIMAL,0.40604587461228325,OPTIMAL,0.3103326847677326
ASNSD1,OPTIMAL,-0.2918087765379546,OPTIMAL,-0.12250502873429156,OPTIMAL,-0.07577326076515814
ASPH,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.3402584762341326
ASPM,OPTIMAL,-0.2977862728601855,OPTIMAL,-0.1589989104905061,OPTIMAL,-0.21564115492987693
ASPSCR1,OPTIMAL,-0.08982042362587334,OPTIMAL,-0.129337397581272,OPTIMAL,-0.0778613828011379
ASS1,OPTIMAL,-0.064699265933822,OPTIMAL,-0.0859955244846825,OPTIMAL,-0.0989224050724555
ASTE1,OPTIMAL,-0.09350296090299803,OPTIMAL,-0.029902144952730688,OPTIMAL,-0.05122882920802051
ASXL1,OPTIMAL,-0.06150178870093277,CUT_LIMIT,,OPTIMAL,-0.05005631500846267
ASXL2,OPTIMAL,-0.10750661376151686,OPTIMAL,-0.028313814078969515,OPTIMAL,0.019268861661509866
ATAD1,OPTIMAL,0.07216319661940193,OPTIMAL,-0.02704696489396742,OPTIMAL,0.09579898958125617
ATAD2,CUT_LIMIT,,OPTIMAL,0.03862904423011286,OPTIMAL,0.03123707155795556
ATAD2B,OPTIMAL,-0.07490375946815013,OPTIMAL,-0.08293898385712843,OPTIMAL,-0.09477671580603753
ATAD3A,OPTIMAL,-0.16139010783068536,CUT_LIMIT,,CUT_LIMIT,
ATAD3B,OPTIMAL,-0.41766063553806393,OPTIMAL,-0.07559227320387801,OPTIMAL,-0.06580905181741953
ATAD5,OPTIMAL,-0.9788963718273408,OPTIMAL,0.057941310868813885,OPTIMAL,0.018793647946284932
ATAT1,OPTIMAL,-0.3498712587272392,OPTIMAL,0.0035954824539145857,OPTIMAL,-0.029974499879655333
ATE1,OPTIMAL,-0.2981691044967014,OPTIMAL,-0.06145701694168362,OPTIMAL,-0.08991004925902166
ATF1,OPTIMAL,-0.34568563620168047,OPTIMAL,-0.005625185279600297,OPTIMAL,-0.0282093058232616
ATF2,OPTIMAL,-0.4710294603623737,OPTIMAL,-0.09769043321259736,OPTIMAL,-0.10593800331797786
ATF4,OPTIMAL,0.6548390387439927,OPTIMAL,-0.2587790770450102,OPTIMAL,-0.2386314043226241
ATF5,CUT_LIMIT,,OPTIMAL,0.017793453627077502,OPTIMAL,0.042680097137505785
ATF6,OPTIMAL,0.027757098421827414,OPTIMAL,0.044169300948945174,OPTIMAL,0.03155243223397366
ATF6B,OPTIMAL,0.09740862008476074,OPTIMAL,0.07128166020431227,OPTIMAL,0.03758772606086173
ATF7,OPTIMAL,-0.13866685678585108,OPTIMAL,-0.08043950475450806,OPTIMAL,-0.08416843348098642
ATF7IP,OPTIMAL,-0.20758025768802166,OPTIMAL,-0.04944872124131334,CUT_LIMIT,
ATG10,CUT_LIMIT,,OPTIMAL,-0.03752653906127758,OPTIMAL,-0.025307037073647433
ATG12,OPTIMAL,-0.24075057125670196,CUT_LIMIT,,OPTIMAL,0.0040040554708256045
ATG13,OPTIMAL,-0.1030033847980084,OPTIMAL,-0.06021960451882586,OPTIMAL,-0.06124575503975122
ATG14,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,0.3192168988365902
ATG16L1,CUT_LIMIT,,OPTIMAL,-0.008617629099870764,OPTIMAL,-0.06740915511529635
ATG2A,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,0.32299025305377593
ATG2B,OPTIMAL,-0.18712788818657813,OPTIMAL,-0.07509211517031207,OPTIMAL,-0.055317874746989744
ATG3,OPTIMAL,-0.4476467261135178,CUT_LIMIT,,OPTIMAL,0.030942135251144965
ATG4A,OPTIMAL,-0.9991826420875265,OPTIMAL,-0.07568223605684644,OPTIMAL,-0.09162076431120089
ATG4B,OPTIMAL,-0.6116161839914569,OPTIMAL,-0.11586797427091124,OPTIMAL,-0.10083745328942689
ATG4C,OPTIMAL,-0.9980242827615042,OPTIMAL,0.3278005437789006,OPTIMAL,0.1871020552579715
ATG5,OPTIMAL,0.5095011252925694,OPTIMAL,0.3785098827166976,OPTIMAL,0.3077023582976357
ATG7,CUT_LIMIT,,CUT_LIMIT,,CUT_LIMIT,
ATG9A,OPTIMAL,1.0000000004052476,CUT_LIMIT,,OPTIMAL,0.4476584444839263
ATIC,OPTIMAL,-0.6045074000152563,OPTIMAL,-0.13203094462011147,CUT_LIMIT,
ATL1,OPTIMAL,-0.37843575749457414,OPTIMAL,-0.06847247628578555,OPTIMAL,-0.06248504838878049
ATL2,OPTIMAL,-0.059206964899364375,OPTIMAL,-0.1134834264558668,OPTIMAL,-0.02366363126081609
ATL3,OPTIMAL,-0.08153541309315884,OPTIMAL,-0.28350744348295975,CUT_LIMIT,
ATM,OPTIMAL,-0.5392439432386539,OPTIMAL,-0.10881497649578946,OPTIMAL,-0.08277867781887983
ATMIN,OPTIMAL,-0.20267854679919167,OPTIMAL,-0.0334950636695847,OPTIMAL,-0.015879335515270206
ATN1,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.026621697923408315
ATOH8,OPTIMAL,-0.3591289540874126,OPTIMAL,-0.07158123736118988,OPTIMAL,-0.07712791703020809
ATOX1,OPTIMAL,-0.34506575929214295,OPTIMAL,-0.06210142351813779,OPTIMAL,-0.06361937601629068
ATP10A,OPTIMAL,0.0038240599073926327,OPTIMAL,-0.022054779197306324,OPTIMAL,-0.010314103650254064
ATP10D,OPTIMAL,-0.1705229677347249,OPTIMAL,-0.126257548749372,OPTIMAL,-0.09520012258288137
ATP11A,OPTIMAL,0.2638312854786911,OPTIMAL,0.23779397360341945,OPTIMAL,0.1550890819411983
ATP11B,OPTIMAL,0.13972208423541857,OPTIMAL,0.05197887138396334,OPTIMAL,0.10584387508714764
ATP11C,OPTIMAL,-0.13954023310960875,OPTIMAL,-0.11144904863265005,OPTIMAL,-0.14162057655608978
ATP13A1,OPTIMAL,-0.11062346359669424,CUT_LIMIT,,OPTIMAL,-0.02314064256106889
ATP13A2,OPTIMAL,-0.07218795084719935,OPTIMAL,-0.07872979757088354,OPTIMAL,-0.07463112844150088
ATP13A3,OPTIMAL,-0.49048813710794614,OPTIMAL,-0.009578560780081768,OPTIMAL,-0.09206348415350336
ATP1A1,OPTIMAL,0.7728784022387662,OPTIMAL,0.09476599661216167,OPTIMAL,0.03193312121158151
ATP1B1,OPTIMAL,-0.9983201095924544,CUT_LIMIT,,OPTIMAL,-0.6239774187642158
ATP1B3,OPTIMAL,-0.21696165880624588,CUT_LIMIT,,OPTIMAL,-0.2776189949401149
ATP2A2,OPTIMAL,-0.13080984880012642,OPTIMAL,-0.17751124961163461,OPTIMAL,-0.13430043416256332
ATP2B1,OPTIMAL,0.4168710355994684,CUT_LIMIT,,OPTIMAL,-0.3277018758863024
ATP2B4,OPTIMAL,-0.16968499178814286,CUT_LIMIT,,OPTIMAL,-0.2642951761905158
ATP2C1,OPTIMAL,-0.6357501000791509,OPTIMAL,-0.11002269105449443,OPTIMAL,-0.1269518721566779
ATP6AP1,OPTIMAL,-0.5885009655379053,OPTIMAL,-0.11578765418965688,OPTIMAL,-0.13354171515753097
ATP6AP2,OPTIMAL,-0.6645748984140738,OPTIMAL,-0.15637973486096782,OPTIMAL,-0.12851328367264322
ATP6V0A1,CUT_LIMIT,,OPTIMAL,0.03160492344091923,OPTIMAL,0.056469666588642296
ATP6V0A2,OPTIMAL,-0.14250775396016555,OPTIMAL,-0.08726945986742028,OPTIMAL,-0.11183145743398062
ATP6V0B,OPTIMAL,-0.08922470005959071,OPTIMAL,-0.053405964413147836,CUT_LIMIT,
ATP6V0D1,OPTIMAL,0.8293194039492289,CUT_LIMIT,,OPTIMAL,0.260386077655807
ATP6V0E1,CUT_LIMIT,,OPTIMAL,-0.20280689518775316,OPTIMAL,-0.298432534158365
ATP6V0E2,OPTIMAL,-0.3044345040715785,OPTIMAL,-0.05715103113794389,OPTIMAL,-0.06733143612443139
ATP6V1A,OPTIMAL,-0.1763342417090493,CUT_LIMIT,,OPTIMAL,0.10259144885156929
ATP6V1B2,OPTIMAL,-0.28087651741817427,OPTIMAL,0.03599158632685845,OPTIMAL,0.02921574426766198
ATP6V1C1,OPTIMAL,-0.3123645772757217,OPTIMAL,-0.06303277910805989,OPTIMAL,-0.06921358120436637
ATP6V1D,OPTIMAL,0.10922490500619128,OPTIMAL,0.025952129476845692,OPTIMAL,0.014170891649565106
ATP6V1E1,CUT_LIMIT,,CUT_LIMIT,,OPTIMAL,-0.1616636677081776
ATP6V1F,OPTIMAL,-0.16283129040003078,OPTIMAL,0.16235751467621007,OPTIMAL,0.12250445121848734
ATP6V1G1,OPTIMAL,-0.6286858507103988,OPTIMAL,-0.08578622986876074,OPTIMAL,-0.09617505065667666
ATP6V1H,OPTIMAL,0.18833445703415494,OPTIMAL,0.0034695123107760257,OPTIMAL,-0.005961562446062645
ATP7A,OPTIMAL,0.019800947600788713,OPTIMAL,-0.023584197995869974,OPTIMAL,-0.05358934253044939
ATP8A2,OPTIMAL,-0.9549837291803557,CUT_LIMIT,,OPTIMAL,0.265717366873152
ATP8B1,OPTIMAL,-0.2825201507552317,OPTIMAL,-0.15278782089390597,INFEASIBLE,
ATP8B2,OPTIMAL,0.2429392168918881,OPTIMAL,0.43903798270291544,OPTIMAL,0.15347148565984137
ATP9A,OPTIMAL,-0.034455763192614494,OPTIMAL,-0.025189238726311052,OPTIMAL,-0.01965572526960738
ATP9B,OPTIMAL,-0.08550640655324211,OPTIMAL,-0.04828495191430512,OPTIMAL,-0.052809850944528405
ATPAF1,OPTIMAL,-0.49157226877467963,OPTIMAL,-0.06948524842318789,OPTIMAL,-0.055894350822145125
ATPAF2,OPTIMAL,-0.3631771392159746,OPTIMAL,-0.07146079144202898,OPTIMAL,-0.07858942443932991
ATR,OPTIMAL,-0.6227534022019193,OPTIMAL,-0.006979672760356327,OPTIMAL,-0.05338415267137945
ATRAID,CUT_LIMIT,,OPTIMAL,-0.1334159225674755,OPTIMAL,-0.13285081328922216
ATRIP,CUT_LIMIT,,OPTIMAL,-0.024356582841522652,CUT_LIMIT,
ATRN,OPTIMAL,-0.20077269571183187,OPTIMAL,-0.041459365847045355,OPTIMAL,-0.05808213110057663
ATRX,OPTIMAL,0.13716286124253027,OPTIMAL,-0.0921443746515932,OPTIMAL,-0.23309324617752536
ATXN10,OPTIMAL,-0.32407413228806253,OPTIMAL,0.000978581532475713,OPTIMAL,-0.020727386123508326
ATXN1L,OPTIMAL,0.07340544301474154,OPTIMAL,0.004802570718214895,OPTIMAL,0.010795797293584623
ATXN2,OPTIMAL,-0.02943767843072495,OPTIMAL,-0.0507977726845034,OPTIMAL,-0.08739030204216937
ATXN2L,OPTIMAL,-0.038234373275072814,OPTIMAL,0.035311109310934216,OPTIMAL,-0.009895125260613426
ATXN3,OPTIMAL,0.01175445239864434,OPTIMAL,0.011517930829377455,OPTIMAL,-0.015043540376487075
ATXN7,OPTIMAL,-0.3299080208063786,OPTIMAL,0.019245874625276254,OPTIMAL,-0.0013746254963649348
ATXN7L1,OPTIMAL,-0.11646052994601817,OPTIMAL,-0.05813018264322762,OPTIMAL,-0.06633584153020727
ATXN7L3,OPTIMAL,-0.10216957714943634,OPTIMAL,-0.07899160710092623,OPTIMAL,-0.07789851356435916
ATXN7L3B,OPTIMAL,-0.36489439518246264,OPTIMAL,-0.0645355307297796,OPTIMAL,-0.011371975260822988
AUH,OPTIMAL,-0.3975926984864197,OPTIMAL,-0.06741690016404488,OPTIMAL,-0.08467812513133102
AUNIP,OPTIMAL,0.03177254484490713,OPTIMAL,-0.0925271515969219,OPTIMAL,-0.0558261253724474
AUP1,OPTIMAL,-0.20205238122854222,OPTIMAL,-0.024183474188843364,OPTIMAL,-0.011016837642913287
AURKA,OPTIMAL,0.00544599643234438,OPTIMAL,-0.1056829694245852,OPTIMAL,-0.08712130039241552
AURKAIP1,CUT_LIMIT,,OPTIMAL,-0.24475885245470902,CUT_LIMIT,
AURKB,OPTIMAL,-0.31681346161200774,OPTIMAL,-0.18210962613232878,OPTIMAL,-0.16860618905136637
AUTS2,OPTIMAL,-0.07967051959219183,OPTIMAL,-0.009328416341111662,OPTIMAL,-0.008707093458951123
AVEN,CUT_LIMIT,,OPTIMAL,-0.06665966153330312,CUT_LIMIT,
AVL9,OPTIMAL,-0.9997555679097542,OPTIMAL,0.14208937016630313,OPTIMAL,0.11124428145500709
