,outlier_rho,outlier_p1,outlier_p2,outlier_lb,outlier_ub,counts_rho,counts_p1,counts_p2,counts_lb,counts_ub,concentrations_rho,concentrations_p1,concentrations_p2,concentrations_lb,concentrations_ub,counts_c95_lb,counts_c95_ub,counts_c50_lb,counts_c50_ub,counts_c25_lb,counts_c25_ub
LRRC37B,-0.012819868039138394,0.4157432130456944,0.8314864260913861,-0.0457791447245674,0.06737982623701004,-0.0018433973928770192,0.48781758400435515,0.9756351680087095,-0.04815543533871357,0.08367387654096156,-0.011271694792345037,0.42592597488001066,0.8518519497600214,-0.06258683977358363,0.05848819292748197,-0.05018649060928755,0.0944600498470688,-0.022913998680718396,0.015379770264261508,-0.014751325113329088,0.0030181215819631083
LRRC40,0.41584829715964616,0.999999999999763,4.740535921967764e-13,-0.056878739544933644,0.7284334390696425,0.008550688615281903,0.5563300081702228,0.8873399836595531,-0.0781260868774255,0.10467101610334567,-0.05888345079347102,0.16442527264113346,0.3288505452822691,-0.1031028416114831,-0.004789652945967826,-0.08395419726234618,0.1346948531507228,-0.020340681515057368,0.04832478925807366,-0.015250953273112607,0.019179518233177817
LRRC41,0.07476148758708523,0.893000906615054,0.2139981867698921,-0.06254025729124582,0.19504558417971296,0.10430794412925018,0.9584441526924038,0.08311169461519298,-0.09627347082669743,0.25343286282277155,-0.03521198220870494,0.2797531154238614,0.5595062308477222,-0.1360083985439819,0.11569064869049256,-0.09941666164568491,0.2340991618740971,0.04344636044119649,0.1493719141693377,0.0892309563772004,0.1390450918626396
LRRC42,0.7806075208325184,1.0,2.848886468863104e-58,-0.06870722727472792,0.9550020911492888,0.031651610036866354,0.7000474804280437,0.5999050391439129,-0.08811942090168119,0.1851171073748607,-0.039739240471750564,0.2550563645884252,0.5101127291768439,-0.12887035881703593,0.0983998845240645,-0.10937608450170455,0.18839280786372392,-0.015989468977618996,0.08342784963910649,0.006550049964574863,0.046579139058414855
LRRC45,0.7841600366200925,1.0,3.924428271294816e-59,-0.040111710181517,0.9518160780411554,0.01994984264261436,0.6295127009547454,0.7409745980905111,-0.05511707223948512,0.08206078812364866,-0.028466337454610836,0.3185606642686247,0.637121328537248,-0.06486808435840781,0.007544313331529237,-0.05339404976968947,0.11219970238363579,-0.005530944517517772,0.037890293998838635,0.002411646692534492,0.02449847262307458
LRRC47,0.7754984140377377,1.0,4.623392215794542e-57,0.01372171359617456,0.9410800487492244,0.18253740355090478,0.9988556218331711,0.0022887563336578204,-0.015775092324018126,0.40304835522274324,-0.0023831835204208077,0.48425194697227225,0.9685038939445421,-0.09002792241915987,0.11604775096096057,-0.027942117666746605,0.3754004697625832,0.11061038251500739,0.2558229857596289,0.14258985249784345,0.20792172947307858
LRRC49,0.5783775372779885,1.0,3.22407758703117e-26,-0.038341226786260965,0.8573364731099786,0.0064307047760079825,0.5424251714960966,0.9151496570078074,-0.05606902765985471,0.13503175254400437,-0.02698845687550913,0.3273553226866652,0.6547106453733402,-0.07477663181866406,0.05936184110548828,-0.05937680927256488,0.09240749648884694,-0.027613166478015098,0.02917586075993664,-0.006153866469463958,0.018570375509916033
LRRC57,0.027791128280232176,0.6777341365521539,0.6445317268956923,-0.035295417421051294,0.159109218017545,0.06569592629842942,0.8620622004232651,0.27587559915347076,-0.026853021739815585,0.2044862907236388,-0.014315808767300398,0.4062518777465173,0.8125037554930385,-0.07830644662038463,0.08167596012082158,-0.03988566453479859,0.199068311947037,0.03296536368084966,0.11445904452481116,0.043872526446653674,0.0859586039474924
LRRC58,0.5082946125607868,1.0,1.1401970017914762e-19,-0.0888078473549753,0.8399534706563837,-0.012143945529707658,0.42026758439573236,0.840535168791464,-0.11634282641134013,0.0915737706177376,0.0428614566347326,0.7612897777830695,0.47742044443386006,-0.15570322621128188,0.3160433640528624,-0.11977930453682208,0.10509197039992134,-0.05143132279349492,0.007502719223017559,-0.03796844932344409,-0.0010699734781902577
LRRC59,0.7742679900137022,1.0,8.946842983563633e-57,-0.05590759183642124,0.9609592915166449,0.03416620217092424,0.7143822585518735,0.5712354828962524,-0.08044067543428078,0.1904085451981838,-0.030895362584771616,0.3043260910747483,0.6086521821494977,-0.1435248353170633,0.07197193155506955,-0.06731150480421459,0.20560627267058204,-0.014124234116619897,0.08821495545785772,0.015320329231420664,0.06358421828250198
LRRC8A,0.7770491625799941,1.0,1.9998826616996474e-57,-0.06479839658191322,0.948894904571281,-0.013321194697337455,0.41265675306499644,0.8253135061299934,-0.0752485445609926,0.08037888212203075,0.013612555738311298,0.5892219608965649,0.8215560782068699,-0.10471042955033705,0.14102204882195918,-0.08123997610413074,0.09565898691968991,-0.04090651748910901,0.01899820244057591,-0.028398825638169263,0.003950955580099152
LRRC8B,0.7828456364012607,1.0,8.20715128167852e-59,-0.0068831239447841,0.9516707962121086,0.055818107547354515,0.822652066860162,0.35469586627967636,-0.036082228481415984,0.2697106792236448,0.08809776022227783,0.9281915080098571,0.14361698398028666,-0.059882993977863265,0.304048485910452,-0.04143937472583527,0.2576387152363657,0.021864029082183906,0.11254365006121893,0.03422024012678244,0.08881901536417305
LRRC8C,0.7822685842877205,1.0,1.1328108680012711e-58,-0.08661871001327903,0.9451093726502336,0.01305980995923757,0.5856561256269721,0.8286877487460548,-0.09649660083138752,0.09933022667503785,-0.06037204466920804,0.1583745191286155,0.31674903825722694,-0.1381997187752012,0.038415296504714175,-0.09422917402132108,0.10044443406858322,-0.03515738649022465,0.044607905580786804,-0.006910228736735962,0.02609740138476416
LRRC8D,0.7753070722224218,1.0,5.1246719396098e-57,-0.08237080928178817,0.9547733225410439,-0.04467353910263158,0.2294912149515133,0.4589824299030277,-0.08660191932230718,0.008380339601943985,-0.05466278129358318,0.18237959651988025,0.3647591930397614,-0.10907280155645277,0.011583467294724294,-0.0876994833590803,0.014441229105285553,-0.06115475721157935,-0.032686255982846545,-0.05468782025226681,-0.042990994470352976
LRRCC1,0.7026092159181759,1.0,1.1113564873537296e-42,-0.061814755908974055,0.9202589764116926,0.03422341036420963,0.7147045751449228,0.5705908497101536,-0.07715163821081752,0.21816638300366936,-0.029929210821884895,0.30995427805242004,0.6199085561048415,-0.09367601209985124,0.07038466683926775,-0.07585649330775762,0.19923959041295922,-0.016089562556730087,0.08709233396819323,0.011404495242606328,0.04938698188879508
LRRFIP1,0.648922527463605,1.0,1.2765004740989725e-34,0.1664258325029182,0.8607752830707389,0.25837929919552055,0.9999933472100586,1.330557988272542e-05,0.1288095607433655,0.36282555387086646,0.035947891842806785,0.7243386509546511,0.5513226980906966,-0.05126057285316519,0.15755579036399459,0.14801655993910026,0.39471298058560594,0.2268081464549447,0.3091860007344175,0.25036141092106245,0.2923276126927027
LRRFIP2,0.7582773543072151,1.0,3.3110703420986485e-53,-0.06208942994774777,0.951949739104427,-0.013353868874354724,0.41244596801875794,0.8248919360375299,-0.07746812466174267,0.09521131756843994,-0.05108880279741836,0.19849884941589024,0.39699769883177943,-0.15580803086299883,0.053902383192822936,-0.07039589386481752,0.07982740756751953,-0.038972822114873344,0.021010447663809034,-0.021223038775026064,0.0016266079133267475
LRRK1,0.7505907324280202,1.0,1.3737312162173303e-51,-0.03974378100081744,0.9405541338849503,0.08050155581574067,0.90921283636762,0.1815743272647602,-0.051801350230120474,0.30314468581577303,0.0808413073927714,0.9101338960926189,0.17973220781476232,-0.1171536059666904,0.3168680045365649,-0.05955423601146278,0.3111422430178936,0.007262545617473584,0.1505441135675867,0.05713470429052457,0.12335402618364222
LRRK2,-0.0352133095326663,0.2793884670561209,0.5587769341122409,-0.05675347785514306,-0.019061599448565395,-0.03927688456026392,0.25752555092600027,0.5150511018520063,-0.061997254751635825,-0.010665444282939036,-0.05351593051004093,0.18746114934617442,0.3749222986923488,-0.07823788347345155,-0.021000976626363136,-0.06384537937703437,-0.013410143437307117,-0.04857065389276638,-0.03394574462172336,-0.04526664540707628,-0.036689131068849024
LRRN4CL,-0.013527645406516879,0.4111666566080974,0.8223333132161814,-0.03377169728272793,0.037050390158086186,-0.011974495934291774,0.4213655795337292,0.842731159067458,-0.03797342146685722,0.054785364390085474,-0.0028926093318371888,0.4808880029740844,0.9617760059481695,-0.04197148156315588,0.08232349564447514,-0.03833901213712494,0.05669842397612727,-0.022357949632801726,-0.0009851786578776382,-0.01995461874350485,-0.006311398483120309
LRSAM1,-0.036073073636210734,0.27460534819212234,0.5492106963842437,-0.05945670560889299,-0.021675765967011502,-0.0429142640127088,0.2384387434784181,0.47687748695683624,-0.0645957907139385,-0.02737869124612433,-0.053227737749641055,0.1887516493004043,0.3775032986008079,-0.07359219176246865,-0.03041511299250742,-0.0666263690365283,-0.027590699507574666,-0.05146864203202132,-0.0390447852789612,-0.04795041596827197,-0.04312014690295979
LRTOMT,-0.02947983984570161,0.3122725940962984,0.6245451881926052,-0.05305003797136704,-0.015382043802864086,-0.03265382740096649,0.29420045825507657,0.5884009165101514,-0.05522788496424353,-0.007978167815228619,0.0056370186894507505,0.5372051899520982,0.9255896200958037,-0.045684428259930174,0.08192042372993277,-0.05606212354293225,-0.007062226041517357,-0.0414811485489229,-0.02692851271350228,-0.035584052033561145,-0.0288386390099906
LRWD1,0.02077894621392399,0.6349266841040322,0.7301466317919338,-0.04430549375885342,0.15372359040459024,0.07521635882957904,0.8939766577054109,0.21204668458917766,-0.003004187839198234,0.20085527239055226,-0.003833585945069955,0.47467808919882787,0.9493561783976566,-0.06575231020310736,0.0909129853124717,0.0016662128944884673,0.19897080731228392,0.05172181739191914,0.11923739021357593,0.060206474868701745,0.08955654789326463
LSG1,0.04117208899589053,0.7529090954228367,0.4941818091543275,-0.04876856458186044,0.2772794254139533,0.10469280139821258,0.9590124190776864,0.08197516184462765,-0.02516529759174039,0.3176821158112976,0.06115381470129772,0.8447442374452088,0.3105115251095819,-0.03999632575829965,0.16839342243742322,-0.03429903111948048,0.3350990939953898,0.040968351246167344,0.16584169256808226,0.06250033663977451,0.11675096618416062
LSM1,0.14712540017557119,0.9929634866956266,0.014073026608746587,-0.02706306884478366,0.3272617688077568,0.035347349073961025,0.721001739216926,0.5579965215661478,-0.05350896020872976,0.2048190086845197,-0.023294148039947823,0.34975162353879197,0.6995032470775853,-0.09061566850379753,0.06117630964904036,-0.04762859071761004,0.20544205413148678,0.0012546743946577742,0.09357032028366644,0.017746292905199017,0.055371915219014634
LSM10,-0.057967119079838314,0.16778375492159825,0.3355675098431965,-0.09334710745177995,-0.0004917627818063638,-0.05014651291752797,0.2028870121187402,0.40577402423748055,-0.09600682944279398,0.018427846038590483,-0.0916280628034627,0.06409219341102655,0.1281843868220534,-0.13512025655718163,-0.0331732515787679,-0.09331206119311189,0.020019710460094948,-0.07078818753548023,-0.031844888680075505,-0.05964551098589027,-0.04037022256203421
LSM11,-0.03779435798060998,0.26515174130059677,0.5303034826011925,-0.06182732236118868,-0.015959612140081625,-0.041618838572136996,0.24514671899394194,0.4902934379878847,-0.0695291801001716,-0.012150628877076353,-0.042281199305951145,0.24170433074492745,0.4834086614898572,-0.08186821083194822,0.013868450746931537,-0.06517984941675044,-0.012763157894552884,-0.05056139432084822,-0.03318776486680915,-0.04878563352994966,-0.038849111754806716
LSM12,0.7759233557286113,1.0,3.677211747227854e-57,-0.04334638949003923,0.9539330794488338,0.010706263092880877,0.5703978081608927,0.859204383678215,-0.05349215925547563,0.11184097624760914,0.01703881848954357,0.6111511487424184,0.777697702515164,-0.06674022709501477,0.10878633319205501,-0.05768329347255025,0.11288082394396565,-0.02077247898291675,0.04318475907141209,6.751830936646455e-05,0.034278145379785144
LSM14A,-0.05442392632080051,0.18299511523711712,0.365990230474236,-0.12339904828750349,0.04958075296250116,-0.03650856857765386,0.27256367034867757,0.5451273406973552,-0.1294208201818976,0.10630959866166505,-0.0939849125250268,0.059308670816084326,0.11861734163216908,-0.15729848800288995,-0.024766393547380722,-0.12636316012194548,0.12098416003478599,-0.08047643278535029,-7.962746268022123e-05,-0.07015929936466678,-0.024820061792401468
LSM14B,-0.01987328531624004,0.37074022638124665,0.7414804527624936,-0.051279744578252656,0.05524700200812532,-0.009409503873960761,0.43805567349785685,0.8761113469957135,-0.05481414979004481,0.08071073983720904,0.028624125587685387,0.6823724440040302,0.6352551119919393,-0.09497469958678145,0.18955876018917261,-0.05110481155931066,0.09151441073997046,-0.026816833809312424,0.015153906477408673,-0.017219589396053434,-0.0027372042660575658
LSM2,0.7825602154397773,1.0,9.62665235816109e-59,-0.04590183536145237,0.9449404655531883,0.15124574991399764,0.9941383102425859,0.011723379514828084,-0.054776742831250225,0.32001381296322107,-0.03168278640281515,0.2997728273009027,0.5995456546018064,-0.12296326956956671,0.0636039505499484,-0.05792597157940479,0.32787601363987323,0.023176612559891712,0.21947035745260132,0.11116293014577233,0.178762821981574
LSM3,0.7425617966181971,1.0,5.833659800387491e-50,-0.01725790541180027,0.9292621190674112,0.06266920476062923,0.8506740780068845,0.29865184398622946,-0.06529023727086557,0.14091590228031897,-0.11003413492196726,0.03372917964440173,0.0674583592888025,-0.1730945305162828,-0.046588459854713736,-0.03875809672796553,0.14297074771404772,0.025997570086620504,0.08952428247093672,0.045700534565314664,0.07377810011525887
LSM4,0.67477292546015,1.0,2.740105721002561e-38,-0.03079988613692672,0.8876844004394152,0.028818924413386793,0.6835228337640431,0.6329543324719142,-0.05640889711087067,0.09775029643297625,-0.008017107718874598,0.4471639065543393,0.8943278131086783,-0.12005854180519937,0.08890402011951792,-0.057184490929614216,0.1100143636150598,0.003077227147674028,0.05347547207316836,0.017430527673909,0.039490434491452925
LSM5,0.7898078097405956,1.0,1.5524014983672982e-60,0.05781792004702633,0.9600565508614696,0.15442935623171847,0.9949742666293255,0.010051466741349121,0.04257310763872088,0.27771775397978166,-0.026854954282776705,0.3281545860956238,0.6563091721912463,-0.12311499422300018,0.07425710702404334,0.049397089033921045,0.27368406014465924,0.11442982710723898,0.19033745821029852,0.1412673697120943,0.17332287985268824
LSM6,0.783944419077928,1.0,4.430901363037485e-59,-0.013203534995964885,0.9620835820412044,0.0636135416274841,0.8542922757595894,0.29141544848082057,-0.04415861788095326,0.24519763642718628,0.05017960181684149,0.7972680496488322,0.40546390070233485,-0.051653680437301064,0.17619127793925365,-0.027379919632956592,0.22240512716328958,0.021346203989864945,0.12404244476943631,0.04659780323311083,0.09695922499788759
LSM7,0.7742835758648374,1.0,8.872569403596163e-57,0.049073015186481765,0.9512047133856332,0.09281524705459251,0.9383533541217183,0.12329329175656337,0.021012778199762872,0.2127915842853781,0.027740657996759635,0.6771332248845869,0.6457335502308255,-0.07385815133752952,0.13171993077792044,0.019842893704554044,0.20017313584385404,0.06427521039198275,0.1361841135594416,0.07616861486171705,0.10658923077851981
LSM8,0.35830268409700783,0.9999999996190411,7.619179445729704e-10,-0.011126141088466513,0.6454695041892582,0.04937562578015635,0.7934805396693648,0.41303892066126985,-0.057892539363081724,0.12529203039425157,-0.05885546030640174,0.16454045595246433,0.3290809119049294,-0.12120292037997625,0.015735498003733098,-0.05400248077256718,0.1302869288672039,0.021199577724177,0.07659550995761874,0.04063758951223537,0.06642637020340011
LSR,0.13566914861363139,0.9881616225035068,0.023676754992986375,-0.015875807219123687,0.407095713148244,0.24339934566427854,0.9999788365074244,4.232698515118871e-05,-0.03512892830050631,0.4669276901349026,0.0833376923956281,0.9166906627637678,0.16661867447246534,-0.04747778515958496,0.21569529230561976,-0.026408294302177834,0.48109516378067635,0.10176688606708693,0.3065500673696419,0.19966630999898716,0.2728484821781795
LSS,0.07194908898090312,0.8841080415139716,0.23178391697205725,-0.06082781951060222,0.41537559237363253,0.1613148910068154,0.9964307836466646,0.007138432706670672,-0.04646594553992342,0.430955404893735,0.0879679392210613,0.9278948057736884,0.1442103884526235,-0.08289665788008391,0.28088508824959824,-0.03607168006521287,0.4307893294217777,0.05626833969712723,0.2596736564996128,0.07133554851295855,0.197103651364407
LTA4H,0.7838202394257586,1.0,4.751436339358978e-59,-0.030873727350540496,0.9495864764677453,0.016680770951537086,0.6088746444516114,0.782250711096778,-0.060954003916363964,0.1157171863838486,-0.03260912007411529,0.294455965531025,0.5889119310620539,-0.08271402362184647,0.04118151366417113,-0.06171830534016947,0.13522285575111992,-0.015485931128082327,0.0453400923697705,0.001958102805159556,0.02425265198252328
LTBP1,0.8038056313677852,1.0,3.311430545031988e-64,0.1330839266654571,0.9605213342765605,0.3446993589314929,0.9999999980988622,3.802275576208989e-09,0.04893144160028352,0.5632273041049223,0.038382500207818505,0.7376632306205775,0.5246735387588448,-0.07755824935107596,0.15513490490792767,0.056039739102832865,0.5642551040381579,0.2154305602133421,0.42321814289480264,0.28782477380209837,0.38651731648690973
LTBP2,0.7771436390168066,1.0,1.899924950818911e-57,-0.04718456038340147,0.9511268129527103,0.057985041172195564,0.8318517528315864,0.3362964943368264,-0.06495547879939025,0.24840056337925584,-0.017426986918928394,0.3863851184851612,0.7727702369703243,-0.09821580439700524,0.07982821648076743,-0.04949422989589557,0.2890735808842057,0.012378384814751028,0.10629335509247133,0.0357758641397869,0.08757602481774278
LTBP3,0.0011669088991625859,0.5077264708732498,0.9845470582535008,-0.06202270499824945,0.13867016911775762,0.022687238640705258,0.6465162079828686,0.706967584034263,-0.0635266113038107,0.19058696805283173,-0.044753890460975956,0.2290870726532382,0.4581741453064846,-0.0780019766161091,0.012312121920623226,-0.06149078144835445,0.19069568106236653,-0.028670608849449754,0.06350064350367808,-0.01399479354661073,0.030907295064853027
LTBP4,-0.009744725953641828,0.4357518315959572,0.8715036631919136,-0.04906516360143815,0.05856658371081053,0.0017454833923864557,0.511535518512622,0.976928962974756,-0.05883851291223577,0.07078338131378317,-0.030418664515404464,0.30709738364768574,0.6141947672953636,-0.06517633461061101,0.006377111733649659,-0.0579846387749207,0.06679958868763691,-0.03207767221406312,0.019730460321996532,-0.01835504994120985,0.011627741845642178
LTBR,0.07845158788148282,0.9039115968827007,0.19217680623459907,-0.005180681917449072,0.274192392305458,0.1498959046089312,0.9937483263126066,0.012503347374786951,0.03564458285695559,0.30698990270045545,0.06066568887821227,0.8428016915255107,0.3143966169489806,-0.026747790068675264,0.22156886920232777,0.04662809505498171,0.2837536142731888,0.1165673125819139,0.19182752324276417,0.1405888014121749,0.1752456747211228
LTN1,0.7787506651289242,1.0,7.911858947779256e-58,-0.09149838537718187,0.9516876126169526,-0.06194300266310805,0.1521485834330441,0.30429716686608704,-0.09925406816592829,-0.02487545966229805,-0.08647826482551801,0.07557701187316565,0.1511540237463318,-0.14159001170382213,-0.03045850449984178,-0.09790323225153842,-0.024014145687841985,-0.07699490600259752,-0.05021010494078504,-0.06988136148036103,-0.059271941330197545
LTV1,0.0006322294861172625,0.5041863741916719,0.9916272516166562,-0.09373296563648074,0.11645102007648607,-0.012679318222790927,0.4168025817524326,0.8336051635048656,-0.11045877469267686,0.1391933441896778,-0.048369808370400745,0.21131606537683903,0.4226321307536771,-0.13285740938726892,0.07633081375433991,-0.1092170114553589,0.1409565681768305,-0.06672166156540546,0.025702576001128092,-0.042881395892465826,0.012039855217711542
LUC7L,0.7762560554824738,1.0,3.0726259653959643e-57,-0.08757724718258368,0.9543227335512906,-0.038947682485930696,0.25929113244813373,0.5185822648962679,-0.09635862722198035,0.05897247669137621,-0.06228604285468891,0.15081086493263368,0.3016217298652677,-0.1318397966415153,0.040970381784600954,-0.10437910724388666,0.056447777991526345,-0.06714860216590665,-0.009590369104634074,-0.06027647577577061,-0.037504751791353694
LUC7L3,0.7470918816590603,1.0,7.160201292608328e-51,-0.02735882566421294,0.934150349488061,0.04079007488660353,0.750509410222679,0.49898117955464194,-0.053544140806103264,0.12265816580664773,0.020311233985107188,0.6317728177043997,0.7364543645912011,-0.10648217179159182,0.14610999387378976,-0.06341513680055073,0.11397938670840609,0.008464325888860239,0.06675430280122834,0.02397939159545654,0.05366766383357166
LUM,0.06914720018649156,0.8747416745229171,0.2505166509541651,-0.059562026618975666,0.26955412969336934,0.1394419213457399,0.989873703249822,0.020252593500355853,-0.06714777158477285,0.29582425165396636,-0.005749884610467838,0.46205209416117377,0.9241041883223484,-0.07435266836550714,0.09062077921326725,-0.06161530391484023,0.3137578413161743,0.033392416185432816,0.21542447057905958,0.09903458878455602,0.1585435488901969
LUZP1,-0.01321159176044983,0.41320884345753034,0.826417686915059,-0.08207844628296905,0.09373317095024611,0.01889729277187437,0.6229050082866449,0.7541899834267112,-0.099313494960761,0.13528295997524867,-0.06690568886873434,0.13355531265665063,0.26711062531330215,-0.12660656590955388,0.019329469467872562,-0.09669316007546035,0.1511792540349608,-0.025076085003196556,0.050382165949134035,-0.005040615944416136,0.03264965202270532
LY6E,0.7591628753231765,1.0,2.136412461387062e-53,-0.0866743525129531,0.9347547544386533,0.0696893109058847,0.87616399428384,0.24767201143231926,-0.10621463528090684,0.2070080336131361,-0.004639357060521439,0.469365256581179,0.9387305131623569,-0.13654281557061487,0.13234735633055614,-0.10320237979654462,0.24312370435346262,-0.021731081219794692,0.12195119772868769,0.011512640753672313,0.08727451710660122
LY6K,0.01179193186524272,0.577589924024118,0.844820151951763,-0.05446728115936662,0.17516424389336505,0.05509033290237593,0.8194927191675992,0.3610145616647997,-0.06277084293285771,0.17621263154650718,-0.05316173123290033,0.18904798489701075,0.3780959697940207,-0.11168919577137643,0.021580316905972452,-0.05291223241882623,0.14508060447476928,0.023877745149450267,0.08537196938433383,0.03909051796886882,0.07220691074619018
LY96,0.5880425109493411,1.0,3.0017934407600366e-27,-0.07457802460150248,0.8404585096637286,-0.04037060672168319,0.25170458924503486,0.5034091784900689,-0.08010035875281805,0.050670581411257465,0.019327873119270762,0.6256125561657937,0.7487748876684128,-0.0895833287572144,0.2042463416921743,-0.08102439747122293,0.03308931104566257,-0.059154117729470775,-0.027021176563170397,-0.050632267633759984,-0.03165173811848306
LYAR,0.04492544569131708,0.7721839901117395,0.455632019776521,-0.05790935499729511,0.12144418818532954,-0.0025077853416157654,0.4834290387760353,0.9668580775520706,-0.06987866032357562,0.09320200727024518,-0.07633995885820336,0.10263955080955926,0.2052791016191191,-0.137286210766009,0.027746471759573704,-0.06602336247894047,0.09693051428259221,-0.02642220226685254,0.018075301870117706,-0.01356904981141755,0.012887395034668441
LYL1,-0.02874150476286296,0.31662551240801484,0.6332510248160289,-0.04800974486592318,-0.01581256922369775,-0.034293839183715945,0.2848988587831909,0.5697977175663829,-0.05465370854825023,-0.015057658208382745,-0.03651850121899879,0.27250894889040383,0.5450178977808084,-0.05665956086263631,-0.022912729688643295,-0.05376006037960671,-0.01649081146955066,-0.04115731682738089,-0.02920858419808298,-0.038381472037299746,-0.03196410725573742
LYN,-0.026406526074767026,0.33055635318038185,0.6611127063607615,-0.06734583864338058,0.011459393750391005,-0.030400998221147595,0.3072002991845428,0.6144005983690982,-0.0723077407007564,0.04200448979435087,-0.03893119498470751,0.25937972176202106,0.5187594435240404,-0.10190571466950639,0.06706520548130486,-0.07247532717748241,0.0321165931696516,-0.04895803922467681,-0.016666585953624132,-0.04114320690594586,-0.025365998325299913
LYPLA1,0.09116960732962959,0.9352923521311138,0.1294152957377721,-0.05516950661287634,0.3307384263701843,0.20266467094412227,0.9996543891290698,0.0006912217418604466,-0.03351483301712293,0.3876798425393959,0.12338764021293558,0.9799220340373198,0.04015593192536074,-0.0029069859144125313,0.2269487372724218,-0.01836917432104468,0.3688954155569547,0.10665176857062203,0.2688491610421566,0.1366061013380101,0.21082954473734256
LYPLA2,0.04490370693747643,0.7720748316292572,0.4558503367414846,-0.04902967976375819,0.24935650169644935,0.09347624309134918,0.9396832201452414,0.1206335597095174,-0.04956573080868923,0.33644825349840557,0.0978924536251395,0.9480033297869462,0.10399334042610685,-0.0727228101428253,0.28335657068776243,-0.056514538804405205,0.3592677201175853,0.025520821731997437,0.17339927846924613,0.05622910534533028,0.12036663035459128
LYPLAL1,-0.03534521317537888,0.2786520418718561,0.5573040837437139,-0.06236213730627033,0.020261642142639105,-0.03457837408439232,0.2832993861214964,0.5665987722429914,-0.07141607569434755,0.04036758667730279,-0.051964331026598864,0.19447306441351364,0.3889461288270267,-0.08678416063386066,-0.005652243026436055,-0.08123484335255365,0.017442836556396522,-0.05266286603396193,-0.022007644718646895,-0.040880794130299894,-0.028283669430941995
LYRM1,-0.026370895599862165,0.3307708129769674,0.661541625953923,-0.07001181710918962,0.0574064021455408,-0.01146929427803101,0.4246427511782782,0.8492855023565562,-0.08551888462192346,0.10891231518064169,-0.014511504347917495,0.40499455930762546,0.8099891186152611,-0.09312854996990677,0.11911169344962509,-0.07590558788469758,0.10624053596163288,-0.04656323543935749,0.012795093908502793,-0.029845216629268166,-0.0011967984311184302
LYRM2,-0.008518798477585129,0.44377723739603536,0.8875544747920839,-0.07389488536997117,0.15686895542739437,0.03925910571925349,0.7423792562200437,0.515241487559911,-0.05586272984463997,0.1784036890069199,0.06608497597805973,0.8634820884827223,0.2730358230345552,-0.05063170294795984,0.1980302148105622,-0.04284538171041391,0.18222227152228132,0.008192487695736921,0.08934348170293356,0.029719319869912563,0.06784139335565878
LYRM4,0.7573856801428258,1.0,5.137435999560905e-53,-0.0339587682586296,0.9480264258110229,0.012716015279398425,0.5834346944068853,0.8331306111862294,-0.0631148031196673,0.1093290296306188,-0.021636361179067094,0.35997919512560306,0.7199583902512062,-0.08720596728151948,0.059757896190798306,-0.05338725198873107,0.12087775416948639,-0.013931125909304226,0.04295247026635252,-0.0003256676306840195,0.03037421058458522
LYRM7,0.7852139314460371,1.0,2.1639032130105037e-59,-0.058348443907538156,0.9513356462013016,0.07263594028222257,0.8859038762751664,0.2281922474496681,-0.06968731467137934,0.20727418999856637,0.0009594814117507358,0.5063416164932073,0.9873167670135878,-0.0861792031892623,0.09676792486832826,-0.059756126001996805,0.20195534473974786,-0.011916232611826038,0.11153102697531553,0.04965669900002485,0.09673590805343524
LYSMD2,-0.023079872769704995,0.3508096361287907,0.7016192722575811,-0.05098939826289876,0.026290496792027083,-0.020482769503676716,0.3671559906231149,0.7343119812462279,-0.05599846743381934,0.06108777449311463,-0.007942382824082155,0.4476535409925104,0.8953070819850188,-0.05746353334530444,0.07144292116869409,-0.05576749324444083,0.050129230877012064,-0.037465650162237824,-0.007852192991266375,-0.030292543569752008,-0.013916278087955657
LYSMD3,0.1974686348424986,0.9995339866321127,0.0009320267357747132,-0.04652735698334215,0.49540645490387913,0.23457930448195838,0.9999595404189398,8.091916212042931e-05,-0.05893664140566462,0.5562332590325367,0.027514310296783855,0.6757852177774483,0.6484295644451026,-0.06440155511154169,0.18256415738030174,-0.05729277422697943,0.5662152161750339,-0.026981038068559914,0.3058285045719605,0.13615257128324676,0.26048957579941256
LYSMD4,-0.024351354078310444,0.343014901648397,0.6860298032967933,-0.05593360143159485,0.03389518932224723,-0.019462552830267384,0.37354181567112815,0.747083631342256,-0.06123728040677705,0.05793141942683679,-0.034164550919058276,0.28562704732209654,0.5712540946441944,-0.08215035644572098,0.043167756828828625,-0.06135260020612911,0.05224380859158999,-0.03670251662396345,0.003090196532062125,-0.029373990269600782,-0.015030551532803433
LYST,-0.0050080771601883735,0.4668758274821804,0.9337516549643623,-0.06112802878561106,0.09963873324637981,0.018178251642735482,0.6183702139969003,0.7632595720061993,-0.060258067387925295,0.11999709142456419,-0.026561323646571804,0.3299152675606005,0.6598305351211987,-0.0866151450272523,0.04656850154110953,-0.053583720725091384,0.11559298405984278,-0.008883540215277808,0.04393303928816977,0.00429895474880925,0.030494204909723405
