,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d22_t30_ct100_correlation,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d33_t30_ct100_correlation,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d44_t30_ct100_correlation,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d23_t30_ct100_correlation,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d24_t30_ct100_correlation,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d22_t30_ct1000_correlation,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d33_t30_ct1000_correlation,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d44_t30_ct1000_correlation,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d23_t30_ct1000_correlation,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR222_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d22_t30_ct100_correlation,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d33_t30_ct100_correlation,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d44_t30_ct100_correlation,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d23_t30_ct100_correlation,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d24_t30_ct100_correlation,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d44_t30_ct1000_correlation,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_correlation,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_correlation,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_correlation,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_correlation,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d22_t30_ct10000_correlation,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_correlation,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_correlation,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_correlation,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_correlation
ABCB10,OPTIMAL,0.002000093460083008,0,-0.3593572707995012,OPTIMAL,0.0,2,-0.16924986182022225,OPTIMAL,0.0149993896484375,69,-0.08215646793888187,OPTIMAL,0.003000020980834961,34,-0.8077014153876718,CUT_LIMIT,0.060999155044555664,100,,OPTIMAL,0.0019998550415039062,0,-0.3593572707995012,OPTIMAL,0.0,2,-0.16924986182022225,OPTIMAL,0.013000011444091797,69,-0.08215646793888187,OPTIMAL,0.0019998550415039062,34,-0.8077014153876718,OPTIMAL,0.5199985504150391,406,-0.6199943442681916,OPTIMAL,0.0,0,-0.1154757698126732,OPTIMAL,0.002000093460083008,14,0.08223211316459345,OPTIMAL,0.003000020980834961,24,0.14646805142406077,OPTIMAL,0.0,23,-1.0000000034626255,CUT_LIMIT,0.043999671936035156,100,,OPTIMAL,0.0,24,0.14646805142406077,OPTIMAL,0.0,14,0.08223211316459345,OPTIMAL,0.0,0,-0.1154757698126732,OPTIMAL,0.0039997100830078125,23,-1.0000000034626255,OPTIMAL,0.02499985694885254,110,-0.7359390602238286,OPTIMAL,0.0,0,-0.1154757698126732,OPTIMAL,0.0,14,0.08223211316459345,OPTIMAL,0.006999969482421875,24,0.14646805142406077,OPTIMAL,0.0009999275207519531,23,-1.0000000034626255,OPTIMAL,0.031000137329101562,110,-0.7359390602238286
ABCB7,OPTIMAL,0.0,0,-0.2983353793341051,OPTIMAL,0.0,3,-0.16810291839861077,OPTIMAL,0.0009999275207519531,18,-0.021883512163752356,OPTIMAL,0.0019998550415039062,39,-1.0000006880078305,CUT_LIMIT,0.05299949645996094,100,,OPTIMAL,0.0,0,-0.2983353793341051,OPTIMAL,0.0,3,-0.16810291839861077,OPTIMAL,0.0009999275207519531,18,-0.021883512163752356,OPTIMAL,0.0009999275207519531,39,-1.0000006880078305,OPTIMAL,0.22300004959106445,278,-0.5404894481758301,OPTIMAL,0.011999845504760742,0,-0.0933890058422386,OPTIMAL,0.0,3,-0.09258859809956471,OPTIMAL,0.0,20,-0.09846416787121744,OPTIMAL,0.0,22,-1.0000000605766286,OPTIMAL,0.01999974250793457,97,-0.7513776024082323,OPTIMAL,0.0010001659393310547,20,-0.09846416787121744,OPTIMAL,0.0,3,-0.09258859809956471,OPTIMAL,0.0,0,-0.0933890058422386,OPTIMAL,0.0,22,-1.0000000605766286,OPTIMAL,0.015999317169189453,97,-0.7513776024082323,OPTIMAL,0.0010001659393310547,0,-0.0933890058422386,OPTIMAL,0.002000093460083008,3,-0.09258859809956471,OPTIMAL,0.00599980354309082,20,-0.09846416787121744,OPTIMAL,0.0010001659393310547,22,-1.0000000605766286,OPTIMAL,0.021999359130859375,97,-0.7513776024082323
ABCB8,OPTIMAL,0.0,0,-0.3019360951028641,OPTIMAL,0.0010001659393310547,2,-0.23059802180084832,CUT_LIMIT,0.029000043869018555,100,,OPTIMAL,0.002000093460083008,46,1.0000009342448208,CUT_LIMIT,0.06600022315979004,100,,OPTIMAL,0.0,0,-0.3019360951028641,OPTIMAL,0.0,2,-0.23059802180084832,CUT_LIMIT,0.43000316619873047,1000,,OPTIMAL,0.002000093460083008,46,1.0000009342448208,OPTIMAL,1.5450000762939453,769,0.9701784827175551,OPTIMAL,0.0009999275207519531,0,-0.09243719071614215,OPTIMAL,0.0010001659393310547,13,0.024713562329734904,OPTIMAL,0.002000093460083008,17,0.06494868002176218,OPTIMAL,0.003000497817993164,23,-1.000000000385987,OPTIMAL,0.018000125885009766,92,-0.9366161071924223,OPTIMAL,0.0019998550415039062,17,0.06494868002176218,OPTIMAL,0.002000093460083008,13,0.024713562329734904,OPTIMAL,0.0,0,-0.09243719071614215,OPTIMAL,0.003000020980834961,23,-1.000000000385987,OPTIMAL,0.012000083923339844,92,-0.9366161071924223,OPTIMAL,0.0009999275207519531,0,-0.09243719071614215,OPTIMAL,0.0009999275207519531,13,0.024713562329734904,OPTIMAL,0.004000186920166016,17,0.06494868002176218,OPTIMAL,0.003000020980834961,23,-1.000000000385987,OPTIMAL,0.01999950408935547,92,-0.9366161071924223
ABCC1,OPTIMAL,0.0,0,-0.32799234096001745,OPTIMAL,0.0010001659393310547,5,-0.031289558983422686,CUT_LIMIT,0.018999576568603516,100,,OPTIMAL,0.0029997825622558594,37,-1.0000005585653007,CUT_LIMIT,0.05800032615661621,100,,OPTIMAL,0.0,0,-0.32799234096001745,OPTIMAL,0.002000093460083008,5,-0.031289558983422686,CUT_LIMIT,0.40400123596191406,1000,,OPTIMAL,0.0070002079010009766,37,-1.0000005585653007,OPTIMAL,0.453000545501709,326,-0.8786620401665499,OPTIMAL,0.0,0,-0.0922952333174706,OPTIMAL,0.0,4,-0.063583187164332,OPTIMAL,0.003000020980834961,33,-0.08958014857515452,OPTIMAL,0.0,23,-1.0000000010819436,CUT_LIMIT,0.04700064659118652,100,,OPTIMAL,0.002000093460083008,33,-0.08958014857515452,OPTIMAL,0.0,4,-0.063583187164332,OPTIMAL,0.0,0,-0.0922952333174706,OPTIMAL,0.0039997100830078125,23,-1.0000000010819436,OPTIMAL,0.03999972343444824,103,-0.13613384886968008,OPTIMAL,0.0,0,-0.0922952333174706,OPTIMAL,0.002000093460083008,4,-0.063583187164332,OPTIMAL,0.0070002079010009766,33,-0.08958014857515452,OPTIMAL,0.004000186920166016,23,-1.0000000010819436,OPTIMAL,0.02599954605102539,103,-0.13613384886968008
ABCC10,OPTIMAL,0.0,0,-0.24283934394419804,OPTIMAL,0.0,2,-0.13704509720395955,OPTIMAL,0.0029997825622558594,21,-0.1340901560546099,OPTIMAL,0.002000093460083008,36,-1.0000000000035694,CUT_LIMIT,0.0280001163482666,100,,OPTIMAL,0.0,0,-0.24283934394419804,OPTIMAL,0.0010001659393310547,2,-0.13704509720395955,OPTIMAL,0.0029997825622558594,21,-0.1340901560546099,OPTIMAL,0.002000093460083008,36,-1.0000000000035694,OPTIMAL,0.03299903869628906,123,-0.9695384016309415,OPTIMAL,0.0,0,-0.05768750822701049,OPTIMAL,0.0,3,-0.055070154405763135,OPTIMAL,0.002000093460083008,8,-0.46511848865250743,OPTIMAL,0.0009999275207519531,10,-1.0000000000030398,OPTIMAL,0.002000093460083008,30,-1.0000019896072727,OPTIMAL,0.0010001659393310547,8,-0.46511848865250743,OPTIMAL,0.0,3,-0.055070154405763135,OPTIMAL,0.0,0,-0.05768750822701049,OPTIMAL,0.0,10,-1.0000000000030398,OPTIMAL,0.004999876022338867,30,-1.0000019896072727,OPTIMAL,0.0,0,-0.05768750822701049,OPTIMAL,0.0,3,-0.055070154405763135,OPTIMAL,0.0019998550415039062,8,-0.46511848865250743,OPTIMAL,0.0,10,-1.0000000000030398,OPTIMAL,0.003999948501586914,30,-1.0000019896072727
ABCC3,OPTIMAL,0.0,0,-0.17649450674475994,OPTIMAL,0.0,17,0.005244935702967227,OPTIMAL,0.009999990463256836,54,-0.7371923479723977,OPTIMAL,0.0029997825622558594,19,-1.000000006041613,CUT_LIMIT,0.03900003433227539,100,,OPTIMAL,0.0,0,-0.17649450674475994,OPTIMAL,0.0009999275207519531,17,0.005244935702967227,OPTIMAL,0.00500035285949707,54,-0.7371923479723977,OPTIMAL,0.0020003318786621094,19,-1.000000006041613,OPTIMAL,0.10800051689147949,227,-0.7850119166472809,OPTIMAL,0.0019998550415039062,0,-0.038106170043333575,OPTIMAL,0.0,3,-0.03988943094443447,OPTIMAL,0.0,10,-1.0000001316575051,OPTIMAL,0.0009999275207519531,19,-1.0000001130722231,OPTIMAL,0.0009999275207519531,29,-1.000000005391713,OPTIMAL,0.0,10,-1.0000001316575051,OPTIMAL,0.0,3,-0.03988943094443447,OPTIMAL,0.0010001659393310547,0,-0.038106170043333575,OPTIMAL,0.0029997825622558594,19,-1.0000001130722231,OPTIMAL,0.0039997100830078125,29,-1.000000005391713,OPTIMAL,0.0,0,-0.038106170043333575,OPTIMAL,0.0,3,-0.03988943094443447,OPTIMAL,0.0029997825622558594,10,-1.0000001316575051,OPTIMAL,0.0009999275207519531,19,-1.0000001130722231,OPTIMAL,0.005000114440917969,29,-1.000000005391713
ABCC4,OPTIMAL,0.0009999275207519531,0,-0.3463545159441844,OPTIMAL,0.002000093460083008,3,-0.1842057647458223,OPTIMAL,0.004999876022338867,27,0.14453824758088601,OPTIMAL,0.0029997825622558594,37,-0.7664526561985101,CUT_LIMIT,0.06100034713745117,100,,OPTIMAL,0.0,0,-0.3463545159441844,OPTIMAL,0.0010001659393310547,3,-0.1842057647458223,OPTIMAL,0.005000114440917969,27,0.14453824758088601,OPTIMAL,0.002000093460083008,37,-0.7664526561985101,CUT_LIMIT,3.3729963302612305,1000,,OPTIMAL,0.0,0,-0.11756011817060624,OPTIMAL,0.0030002593994140625,13,0.033859072683392596,OPTIMAL,0.0,8,0.11827838265208171,OPTIMAL,0.0010001659393310547,38,1.0000000007721062,CUT_LIMIT,0.046000003814697266,100,,OPTIMAL,0.0,8,0.11827838265208171,OPTIMAL,0.0019998550415039062,13,0.033859072683392596,OPTIMAL,0.0,0,-0.11756011817060624,OPTIMAL,0.0,38,1.0000000007721062,OPTIMAL,0.0690000057220459,162,-0.9548225908218975,OPTIMAL,0.0,0,-0.11756011817060624,OPTIMAL,0.002000093460083008,13,0.033859072683392596,OPTIMAL,0.0009999275207519531,8,0.11827838265208171,OPTIMAL,0.006000041961669922,38,1.0000000007721062,OPTIMAL,0.06200075149536133,162,-0.9548225908218975
ABCC5,OPTIMAL,0.0,0,-0.2977017341973071,OPTIMAL,0.0,4,-0.09775545418742565,CUT_LIMIT,0.012000322341918945,100,,OPTIMAL,0.0009999275207519531,41,1.000062690341839,CUT_LIMIT,0.037000417709350586,100,,OPTIMAL,0.0,0,-0.2977017341973071,OPTIMAL,0.0010001659393310547,4,-0.09775545418742565,CUT_LIMIT,0.3320016860961914,1000,,OPTIMAL,0.004999876022338867,41,1.000062690341839,OPTIMAL,0.38300013542175293,384,-0.8868541839918999,OPTIMAL,0.0,0,-0.08734226509672809,OPTIMAL,0.0,2,-0.07704968809108105,OPTIMAL,0.0009999275207519531,8,-0.5715925223713226,OPTIMAL,0.0030002593994140625,11,-1.0000000265176379,OPTIMAL,0.0,28,-1.0000000002751397,OPTIMAL,0.0009999275207519531,8,-0.5715925223713226,OPTIMAL,0.002000093460083008,2,-0.07704968809108105,OPTIMAL,0.0,0,-0.08734226509672809,OPTIMAL,0.0,11,-1.0000000265176379,OPTIMAL,0.0019998550415039062,28,-1.0000000002751397,OPTIMAL,0.0009999275207519531,0,-0.08734226509672809,OPTIMAL,0.0,2,-0.07704968809108105,OPTIMAL,0.0,8,-0.5715925223713226,OPTIMAL,0.0,11,-1.0000000265176379,OPTIMAL,0.003000497817993164,28,-1.0000000002751397
ABCD1,OPTIMAL,0.0,0,-0.17473184082075466,OPTIMAL,0.003000020980834961,13,-0.07206188572499121,OPTIMAL,0.002000093460083008,14,-0.5567252126250213,OPTIMAL,0.0020003318786621094,28,-0.1663241723125067,CUT_LIMIT,0.030999183654785156,100,,OPTIMAL,0.0,0,-0.17473184082075466,OPTIMAL,0.0,13,-0.07206188572499121,OPTIMAL,0.003000020980834961,14,-0.5567252126250213,OPTIMAL,0.0039997100830078125,28,-0.1663241723125067,OPTIMAL,0.026999950408935547,104,-0.8908530904250893,OPTIMAL,0.0,0,-0.04293347512468705,OPTIMAL,0.0,3,-0.04134197765047631,OPTIMAL,0.0009999275207519531,9,-1.0000000007819008,OPTIMAL,0.0009999275207519531,19,-1.0000012110012217,OPTIMAL,0.003999948501586914,32,-0.9768902973274952,OPTIMAL,0.0009999275207519531,9,-1.0000000007819008,OPTIMAL,0.0,3,-0.04134197765047631,OPTIMAL,0.0,0,-0.04293347512468705,OPTIMAL,0.0010001659393310547,19,-1.0000012110012217,OPTIMAL,0.0039997100830078125,32,-0.9768902973274952,OPTIMAL,0.0,0,-0.04293347512468705,OPTIMAL,0.0,3,-0.04134197765047631,OPTIMAL,0.0,9,-1.0000000007819008,OPTIMAL,0.0009999275207519531,19,-1.0000012110012217,OPTIMAL,0.0030002593994140625,32,-0.9768902973274952
ABCD3,OPTIMAL,0.0,0,-0.349947210237638,OPTIMAL,0.0009999275207519531,2,-0.16542222692248348,CUT_LIMIT,0.011999845504760742,100,,OPTIMAL,0.006999492645263672,43,-0.6212876433046532,CUT_LIMIT,0.0709993839263916,100,,OPTIMAL,0.0,0,-0.349947210237638,OPTIMAL,0.0010001659393310547,2,-0.16542222692248348,CUT_LIMIT,0.42299914360046387,1000,,OPTIMAL,0.009999752044677734,43,-0.6212876433046532,OPTIMAL,0.9100008010864258,516,-0.8896907495925808,OPTIMAL,0.0,0,-0.12650987658385113,OPTIMAL,0.0,6,0.11009584624014332,OPTIMAL,0.004000186920166016,20,0.11388801624604941,OPTIMAL,0.003000020980834961,24,-1.0000000046289756,CUT_LIMIT,0.021999835968017578,100,,OPTIMAL,0.0030002593994140625,20,0.11388801624604941,OPTIMAL,0.0,6,0.11009584624014332,OPTIMAL,0.0,0,-0.12650987658385113,OPTIMAL,0.0019998550415039062,24,-1.0000000046289756,OPTIMAL,0.029999971389770508,100,-0.5534795301190325,OPTIMAL,0.0,0,-0.12650987658385113,OPTIMAL,0.003000020980834961,6,0.11009584624014332,OPTIMAL,0.0009999275207519531,20,0.11388801624604941,OPTIMAL,0.0009999275207519531,24,-1.0000000046289756,OPTIMAL,0.02399897575378418,100,-0.5534795301190325
ABCD4,OPTIMAL,0.0,0,-0.2902060792096769,OPTIMAL,0.0,4,-0.15242947138317509,OPTIMAL,0.003999948501586914,20,0.2635648439100534,OPTIMAL,0.0069997310638427734,44,-0.2618280775154796,CUT_LIMIT,0.05099987983703613,100,,OPTIMAL,0.0009999275207519531,0,-0.2902060792096769,OPTIMAL,0.0,4,-0.15242947138317509,OPTIMAL,0.0019998550415039062,20,0.2635648439100534,OPTIMAL,0.003000020980834961,44,-0.2618280775154796,OPTIMAL,0.3300013542175293,341,0.9981889852831806,OPTIMAL,0.0,0,-0.08488905731966895,OPTIMAL,0.0009999275207519531,4,-0.08066997461005922,OPTIMAL,0.0029997825622558594,31,-0.034549858098762605,OPTIMAL,0.003000020980834961,21,-1.0000000002560618,CUT_LIMIT,0.02700018882751465,100,,OPTIMAL,0.003000020980834961,31,-0.034549858098762605,OPTIMAL,0.0,4,-0.08066997461005922,OPTIMAL,0.0,0,-0.08488905731966895,OPTIMAL,0.0020003318786621094,21,-1.0000000002560618,OPTIMAL,0.03999948501586914,154,-0.0784040846571005,OPTIMAL,0.0,0,-0.08488905731966895,OPTIMAL,0.0,4,-0.08066997461005922,OPTIMAL,0.008000612258911133,31,-0.034549858098762605,OPTIMAL,0.0010001659393310547,21,-1.0000000002560618,OPTIMAL,0.05899953842163086,154,-0.0784040846571005
ABCE1,OPTIMAL,0.0,0,-0.5873117301710464,OPTIMAL,0.0,2,-0.10272085279692417,OPTIMAL,0.0009999275207519531,11,0.12867418842570624,OPTIMAL,0.0009999275207519531,43,1.0000001862350447,CUT_LIMIT,0.07999992370605469,100,,OPTIMAL,0.0,0,-0.5873117301710464,OPTIMAL,0.0,2,-0.10272085279692417,OPTIMAL,0.003000020980834961,11,0.12867418842570624,OPTIMAL,0.0069997310638427734,43,1.0000001862350447,OPTIMAL,0.26200151443481445,285,-0.7683887492265152,OPTIMAL,0.0,0,-0.22925940273479808,OPTIMAL,0.0,3,-0.1638248315122028,OPTIMAL,0.005000114440917969,21,-0.08864582132241802,OPTIMAL,0.006999969482421875,47,-1.000001577976153,CUT_LIMIT,0.03899979591369629,100,,OPTIMAL,0.003000020980834961,21,-0.08864582132241802,OPTIMAL,0.0,3,-0.1638248315122028,OPTIMAL,0.0,0,-0.22925940273479808,OPTIMAL,0.007999658584594727,47,-1.000001577976153,OPTIMAL,0.18600010871887207,336,-0.9999949444693775,OPTIMAL,0.0,0,-0.22925940273479808,OPTIMAL,0.0010001659393310547,3,-0.1638248315122028,OPTIMAL,0.0009999275207519531,21,-0.08864582132241802,OPTIMAL,0.004000186920166016,47,-1.000001577976153,OPTIMAL,0.19099998474121094,336,-0.9999949444693775
ABCF1,OPTIMAL,0.0010001659393310547,0,-0.4550109927858279,OPTIMAL,0.0,2,-0.04727478115858991,CUT_LIMIT,0.013999462127685547,100,,OPTIMAL,0.00500035285949707,45,-1.0000008974684182,CUT_LIMIT,0.051999807357788086,100,,OPTIMAL,0.0,0,-0.4550109927858279,OPTIMAL,0.0,2,-0.04727478115858991,OPTIMAL,0.05999946594238281,238,-0.8641490603543989,OPTIMAL,0.003000020980834961,45,-1.0000008974684182,OPTIMAL,0.2590017318725586,235,1.0000000000011022,OPTIMAL,0.0,0,-0.19505540601974994,OPTIMAL,0.0019998550415039062,3,-0.13012248736394075,OPTIMAL,0.003999948501586914,22,-0.21927410629310443,OPTIMAL,0.004000186920166016,51,-1.0000009381712145,CUT_LIMIT,0.03200078010559082,100,,OPTIMAL,0.003999948501586914,22,-0.21927410629310443,OPTIMAL,0.0,3,-0.13012248736394075,OPTIMAL,0.0,0,-0.19505540601974994,OPTIMAL,0.00599980354309082,51,-1.0000009381712145,CUT_LIMIT,0.6750009059906006,1000,,OPTIMAL,0.0,0,-0.19505540601974994,OPTIMAL,0.0009999275207519531,3,-0.13012248736394075,OPTIMAL,0.003000020980834961,22,-0.21927410629310443,OPTIMAL,0.006000041961669922,51,-1.0000009381712145,TOTAL_TIME_LIMIT,30.00299382209778,8332,
ABCF2,OPTIMAL,0.0,0,-0.41714238899466977,OPTIMAL,0.0,2,-0.09984926524167957,OPTIMAL,0.0019998550415039062,16,-0.19617252929691004,OPTIMAL,0.0020003318786621094,44,-0.8943204165096972,CUT_LIMIT,0.04700040817260742,100,,OPTIMAL,0.0,0,-0.41714238899466977,OPTIMAL,0.0,2,-0.09984926524167957,OPTIMAL,0.0030002593994140625,16,-0.19617252929691004,OPTIMAL,0.0070002079010009766,44,-0.8943204165096972,CUT_LIMIT,1.4650022983551025,1000,,OPTIMAL,0.0,0,-0.1379759531221976,OPTIMAL,0.0,4,-0.13024014289090802,OPTIMAL,0.004999876022338867,16,0.5825057438156906,OPTIMAL,0.0029997825622558594,30,-1.000000002970636,CUT_LIMIT,0.04399991035461426,100,,OPTIMAL,0.0009999275207519531,16,0.5825057438156906,OPTIMAL,0.0009999275207519531,4,-0.13024014289090802,OPTIMAL,0.0,0,-0.1379759531221976,OPTIMAL,0.0010001659393310547,30,-1.000000002970636,CUT_LIMIT,0.9290015697479248,1000,,OPTIMAL,0.0,0,-0.1379759531221976,OPTIMAL,0.002000093460083008,4,-0.13024014289090802,OPTIMAL,0.002000093460083008,16,0.5825057438156906,OPTIMAL,0.005000114440917969,30,-1.000000002970636,TOTAL_TIME_LIMIT,30.000015020370483,8093,
ABCF3,OPTIMAL,0.0,0,-0.28856519062910607,OPTIMAL,0.0,5,0.021916500695714308,OPTIMAL,0.0060002803802490234,32,0.1825051180712559,OPTIMAL,0.018999814987182617,46,-0.7296568957917797,CUT_LIMIT,0.04399919509887695,100,,OPTIMAL,0.0,0,-0.28856519062910607,OPTIMAL,0.0,5,0.021916500695714308,OPTIMAL,0.0060002803802490234,32,0.1825051180712559,OPTIMAL,0.004999876022338867,46,-0.7296568957917797,OPTIMAL,1.7550034523010254,800,0.9921175059220045,OPTIMAL,0.0,0,-0.10154915857187602,OPTIMAL,0.0,5,-0.03530392226968452,OPTIMAL,0.006000041961669922,43,-0.9923149249478067,OPTIMAL,0.002000093460083008,23,-1.0000000433369038,CUT_LIMIT,0.042999982833862305,100,,OPTIMAL,0.007999420166015625,43,-0.9923149249478067,OPTIMAL,0.0,5,-0.03530392226968452,OPTIMAL,0.0,0,-0.10154915857187602,OPTIMAL,0.0030002593994140625,23,-1.0000000433369038,CUT_LIMIT,0.5460002422332764,1000,,OPTIMAL,0.0,0,-0.10154915857187602,OPTIMAL,0.0009999275207519531,5,-0.03530392226968452,OPTIMAL,0.0039997100830078125,43,-0.9923149249478067,OPTIMAL,0.0,23,-1.0000000433369038,TOTAL_TIME_LIMIT,30.002991437911987,8205,
ABCG1,OPTIMAL,0.0,2,-1.000005437109864,OPTIMAL,0.0,3,-0.5447927577874537,OPTIMAL,0.014999866485595703,63,0.3865841203460759,OPTIMAL,0.003000020980834961,41,-1.00000534362535,OPTIMAL,0.027000904083251953,72,0.9999750895411743,OPTIMAL,0.0,2,-1.000005437109864,OPTIMAL,0.0,3,-0.5447927577874537,OPTIMAL,0.015999794006347656,63,0.3865841203460759,OPTIMAL,0.003000020980834961,41,-1.00000534362535,OPTIMAL,0.021000385284423828,72,0.9999750895411743,OPTIMAL,0.0,0,-0.7806172402489489,OPTIMAL,0.0,16,0.09550219268363046,OPTIMAL,0.009000062942504883,37,0.03193632915843693,OPTIMAL,0.002000093460083008,29,-1.00000000470395,CUT_LIMIT,0.020999431610107422,100,,OPTIMAL,0.0070002079010009766,37,0.03193632915843693,OPTIMAL,0.0,16,0.09550219268363046,OPTIMAL,0.0,0,-0.7806172402489489,OPTIMAL,0.0029997825622558594,29,-1.00000000470395,OPTIMAL,0.0279998779296875,108,-0.5368859130933653,OPTIMAL,0.0,0,-0.7806172402489489,OPTIMAL,0.0019998550415039062,16,0.09550219268363046,OPTIMAL,0.005000114440917969,37,0.03193632915843693,OPTIMAL,0.0010001659393310547,29,-1.00000000470395,OPTIMAL,0.16000056266784668,108,-0.5368859130933653
ABHD10,OPTIMAL,0.0,0,-0.30312250800520646,OPTIMAL,0.0,5,-0.04415642185135672,OPTIMAL,0.0,28,0.12031717888847232,OPTIMAL,0.0069997310638427734,45,-0.3935503465685127,CUT_LIMIT,0.05899977684020996,100,,OPTIMAL,0.0010001659393310547,0,-0.30312250800520646,OPTIMAL,0.0,5,-0.04415642185135672,OPTIMAL,0.0009999275207519531,28,0.12031717888847232,OPTIMAL,0.006000041961669922,45,-0.3935503465685127,CUT_LIMIT,0.7960000038146973,1000,,OPTIMAL,0.0009999275207519531,0,-0.09156991358367449,OPTIMAL,0.0,3,-0.08972255091828497,OPTIMAL,0.0039997100830078125,28,-0.66609200289169,OPTIMAL,0.003000020980834961,22,-1.0000000847986805,CUT_LIMIT,0.029000043869018555,100,,OPTIMAL,0.0029997825622558594,28,-0.66609200289169,OPTIMAL,0.0,3,-0.08972255091828497,OPTIMAL,0.0,0,-0.09156991358367449,OPTIMAL,0.003999948501586914,22,-1.0000000847986805,OPTIMAL,0.06999993324279785,146,-0.5183874173528794,OPTIMAL,0.0,0,-0.09156991358367449,OPTIMAL,0.0,3,-0.08972255091828497,OPTIMAL,0.0069997310638427734,28,-0.66609200289169,OPTIMAL,0.003000020980834961,22,-1.0000000847986805,OPTIMAL,0.09199905395507812,146,-0.5183874173528794
