,MIR222_d22_t30_ct100_status,MIR222_d22_t30_ct100_times,MIR222_d22_t30_ct100_cuts,MIR222_d33_t30_ct100_status,MIR222_d33_t30_ct100_times,MIR222_d33_t30_ct100_cuts,MIR222_d44_t30_ct100_status,MIR222_d44_t30_ct100_times,MIR222_d44_t30_ct100_cuts,MIR222_d23_t30_ct100_status,MIR222_d23_t30_ct100_times,MIR222_d23_t30_ct100_cuts,MIR222_d24_t30_ct100_status,MIR222_d24_t30_ct100_times,MIR222_d24_t30_ct100_cuts,MIR222_d22_t30_ct1000_status,MIR222_d22_t30_ct1000_times,MIR222_d22_t30_ct1000_cuts,MIR222_d33_t30_ct1000_status,MIR222_d33_t30_ct1000_times,MIR222_d33_t30_ct1000_cuts,MIR222_d44_t30_ct1000_status,MIR222_d44_t30_ct1000_times,MIR222_d44_t30_ct1000_cuts,MIR222_d23_t30_ct1000_status,MIR222_d23_t30_ct1000_times,MIR222_d23_t30_ct1000_cuts,MIR222_d24_t30_ct1000_status,MIR222_d24_t30_ct1000_times,MIR222_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct100_status,MIR199A1_d22_t30_ct100_times,MIR199A1_d22_t30_ct100_cuts,MIR199A1_d33_t30_ct100_status,MIR199A1_d33_t30_ct100_times,MIR199A1_d33_t30_ct100_cuts,MIR199A1_d44_t30_ct100_status,MIR199A1_d44_t30_ct100_times,MIR199A1_d44_t30_ct100_cuts,MIR199A1_d23_t30_ct100_status,MIR199A1_d23_t30_ct100_times,MIR199A1_d23_t30_ct100_cuts,MIR199A1_d24_t30_ct100_status,MIR199A1_d24_t30_ct100_times,MIR199A1_d24_t30_ct100_cuts,MIR199A1_d44_t30_ct1000_status,MIR199A1_d44_t30_ct1000_times,MIR199A1_d44_t30_ct1000_cuts,MIR199A1_d33_t30_ct1000_status,MIR199A1_d33_t30_ct1000_times,MIR199A1_d33_t30_ct1000_cuts,MIR199A1_d22_t30_ct1000_status,MIR199A1_d22_t30_ct1000_times,MIR199A1_d22_t30_ct1000_cuts,MIR199A1_d23_t30_ct1000_status,MIR199A1_d23_t30_ct1000_times,MIR199A1_d23_t30_ct1000_cuts,MIR199A1_d24_t30_ct1000_status,MIR199A1_d24_t30_ct1000_times,MIR199A1_d24_t30_ct1000_cuts,MIR199A1_d22_t30_ct10000_status,MIR199A1_d22_t30_ct10000_times,MIR199A1_d22_t30_ct10000_cuts,MIR199A1_d33_t30_ct10000_status,MIR199A1_d33_t30_ct10000_times,MIR199A1_d33_t30_ct10000_cuts,MIR199A1_d44_t30_ct10000_status,MIR199A1_d44_t30_ct10000_times,MIR199A1_d44_t30_ct10000_cuts,MIR199A1_d23_t30_ct10000_status,MIR199A1_d23_t30_ct10000_times,MIR199A1_d23_t30_ct10000_cuts,MIR199A1_d24_t30_ct10000_status,MIR199A1_d24_t30_ct10000_times,MIR199A1_d24_t30_ct10000_cuts
BCL10,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.010000228881835938,15,OPTIMAL,0.014999866485595703,63,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.012000083923339844,15,OPTIMAL,0.032999515533447266,63,OPTIMAL,0.0019998550415039062,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.01999974250793457,2,OPTIMAL,0.01699972152709961,17,OPTIMAL,0.019999265670776367,61,OPTIMAL,0.010999917984008789,2,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.01600027084350586,17,OPTIMAL,0.02200007438659668,61,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,1,OPTIMAL,0.018000125885009766,2,OPTIMAL,0.018999814987182617,17,OPTIMAL,0.021999597549438477,61
BCL2L1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.007999897003173828,1,OPTIMAL,0.011999845504760742,15,CUT_LIMIT,0.02899932861328125,100,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.015999794006347656,15,CUT_LIMIT,0.47899842262268066,1000,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004999876022338867,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.004000186920166016,15,CUT_LIMIT,0.025999784469604492,100,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0039997100830078125,15,CUT_LIMIT,0.4740018844604492,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.00800013542175293,2,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.004999876022338867,15,TOTAL_TIME_LIMIT,30.001001119613647,8811
BCL2L12,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.009999752044677734,1,OPTIMAL,0.0039997100830078125,15,CUT_LIMIT,0.020999908447265625,100,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.01100015640258789,1,OPTIMAL,0.0070002079010009766,15,CUT_LIMIT,0.5289990901947021,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,2,OPTIMAL,0.0070002079010009766,1,OPTIMAL,0.01699995994567871,16,OPTIMAL,0.017999649047851562,62,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01600027084350586,16,OPTIMAL,0.0410006046295166,62,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.02499985694885254,62
BCL2L13,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.012000322341918945,2,OPTIMAL,0.004000186920166016,14,CUT_LIMIT,0.021000146865844727,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.010000228881835938,2,OPTIMAL,0.003000020980834961,14,CUT_LIMIT,0.5089995861053467,1000,OPTIMAL,0.0,0,OPTIMAL,0.0030002593994140625,2,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.004999876022338867,15,OPTIMAL,0.023999929428100586,62,OPTIMAL,0.004999876022338867,2,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004999876022338867,15,OPTIMAL,0.009000062942504883,62,OPTIMAL,0.0,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.015000104904174805,62
BCL2L2,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,1,OPTIMAL,0.01300048828125,4,OPTIMAL,0.009999752044677734,14,CUT_LIMIT,0.016999483108520508,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.004999876022338867,4,OPTIMAL,0.008999824523925781,14,CUT_LIMIT,0.5290024280548096,1000,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.00800013542175293,18,OPTIMAL,0.013000011444091797,35,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0,0,OPTIMAL,0.01399993896484375,18,OPTIMAL,0.015999555587768555,35,OPTIMAL,0.0019998550415039062,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.015999317169189453,18,OPTIMAL,0.019001007080078125,35
BCL3,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.008999824523925781,16,OPTIMAL,0.021999597549438477,72,OPTIMAL,0.0,0,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.003000020980834961,16,OPTIMAL,0.016000032424926758,72,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,1,INFEASIBLE,0.0,0,CUT_LIMIT,0.012999773025512695,100,OPTIMAL,0.01600050926208496,42,INFEASIBLE,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0010001659393310547,0,CUT_LIMIT,0.04600071907043457,1000,OPTIMAL,0.014000177383422852,42,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0019998550415039062,1,INFEASIBLE,0.0,0,CUT_LIMIT,1.6460003852844238,10000,OPTIMAL,0.02499985694885254,42
BCL6,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.002000093460083008,14,CUT_LIMIT,0.03000020980834961,100,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.00599980354309082,1,OPTIMAL,0.0030002593994140625,14,CUT_LIMIT,0.47899746894836426,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.01600027084350586,4,OPTIMAL,0.0020003318786621094,15,OPTIMAL,0.005999565124511719,39,OPTIMAL,0.017000198364257812,4,OPTIMAL,0.004000186920166016,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.005000114440917969,15,OPTIMAL,0.010999917984008789,39,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.017999649047851562,4,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.008000373840332031,39
BCL7A,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,2,OPTIMAL,0.009999752044677734,2,OPTIMAL,0.017999887466430664,17,OPTIMAL,0.015999794006347656,51,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,2,OPTIMAL,0.013000011444091797,2,OPTIMAL,0.010999917984008789,17,OPTIMAL,0.010999679565429688,51,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.006999969482421875,2,OPTIMAL,0.014999866485595703,16,OPTIMAL,0.017000198364257812,39,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.06699967384338379,16,OPTIMAL,0.01600027084350586,39,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.016000032424926758,16,OPTIMAL,0.01699972152709961,39
BCL7B,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.015000104904174805,3,OPTIMAL,0.023000001907348633,15,OPTIMAL,0.026000261306762695,81,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.014000177383422852,3,OPTIMAL,0.014999628067016602,15,OPTIMAL,0.017999887466430664,81,OPTIMAL,0.0,0,INFEASIBLE,0.002000093460083008,0,INFEASIBLE,0.0,0,CUT_LIMIT,0.010999917984008789,100,OPTIMAL,0.013000249862670898,40,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0010001659393310547,0,CUT_LIMIT,0.04900026321411133,1000,OPTIMAL,0.01500082015991211,40,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0010001659393310547,0,CUT_LIMIT,1.6770000457763672,10000,OPTIMAL,0.01699995994567871,40
BCL7C,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.03099989891052246,7,OPTIMAL,0.01900005340576172,15,CUT_LIMIT,0.015000104904174805,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.031000137329101562,7,OPTIMAL,0.01600050926208496,15,CUT_LIMIT,0.4650001525878906,1000,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.012000083923339844,18,OPTIMAL,0.020000219345092773,35,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.021999597549438477,18,OPTIMAL,0.018000364303588867,35,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.023000240325927734,18,OPTIMAL,0.021999835968017578,35
BCL9,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,3,OPTIMAL,0.00800013542175293,0,OPTIMAL,0.004999876022338867,16,CUT_LIMIT,0.01900005340576172,100,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.006000041961669922,16,CUT_LIMIT,0.501002311706543,1000,OPTIMAL,0.003000020980834961,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.01399993896484375,17,CUT_LIMIT,0.041998863220214844,100,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.017999887466430664,17,CUT_LIMIT,0.5660030841827393,1000,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.009999752044677734,17,CUT_LIMIT,29.827019929885864,10000
BCL9L,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.021999835968017578,5,OPTIMAL,0.023000240325927734,16,OPTIMAL,0.014999628067016602,51,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.015999794006347656,5,OPTIMAL,0.019999980926513672,16,OPTIMAL,0.020000219345092773,51,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.01900005340576172,16,OPTIMAL,0.01699972152709961,42,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.011999845504760742,16,OPTIMAL,0.017000436782836914,42,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.014000415802001953,16,OPTIMAL,0.011999845504760742,42
BCLAF1,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,2,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.003000020980834961,16,CUT_LIMIT,0.027001142501831055,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,2,OPTIMAL,0.004000186920166016,0,OPTIMAL,0.003000020980834961,16,OPTIMAL,0.05300092697143555,141,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.006000518798828125,16,CUT_LIMIT,0.026000261306762695,100,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.0,0,OPTIMAL,0.01300048828125,16,OPTIMAL,0.034999847412109375,122,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.0070002079010009766,16,OPTIMAL,0.04700040817260742,122
BCOR,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.023999929428100586,4,OPTIMAL,0.013000249862670898,15,CUT_LIMIT,0.0280001163482666,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.017000198364257812,4,OPTIMAL,0.00800013542175293,15,CUT_LIMIT,0.449998140335083,1000,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,OPTIMAL,0.013000249862670898,16,OPTIMAL,0.01799941062927246,48,INFEASIBLE,0.0,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.01399993896484375,16,OPTIMAL,0.019999980926513672,48,OPTIMAL,0.0,0,OPTIMAL,0.002000093460083008,0,INFEASIBLE,0.0,0,OPTIMAL,0.012000083923339844,16,OPTIMAL,0.016999483108520508,48
BCR,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0070002079010009766,15,OPTIMAL,0.023999691009521484,62,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.015999794006347656,15,OPTIMAL,0.019999980926513672,62,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0,5,OPTIMAL,0.009000062942504883,5,OPTIMAL,0.006999969482421875,15,OPTIMAL,0.009999990463256836,59,OPTIMAL,0.01100015640258789,5,OPTIMAL,0.003000020980834961,5,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,15,OPTIMAL,0.012000083923339844,59,OPTIMAL,0.0,0,OPTIMAL,0.003999948501586914,5,OPTIMAL,0.006999969482421875,5,OPTIMAL,0.0060002803802490234,15,OPTIMAL,0.023000001907348633,59
BCS1L,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,3,OPTIMAL,0.013000011444091797,2,OPTIMAL,0.003999948501586914,15,OPTIMAL,0.021999835968017578,92,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.009999990463256836,2,OPTIMAL,0.004999876022338867,15,OPTIMAL,0.019999980926513672,92,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,0,INFEASIBLE,0.0,0,OPTIMAL,0.01399993896484375,17,OPTIMAL,0.015000104904174805,51,INFEASIBLE,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.021999835968017578,17,OPTIMAL,0.013999223709106445,51,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,0,INFEASIBLE,0.0,0,OPTIMAL,0.018000364303588867,17,OPTIMAL,0.021999835968017578,51
BDH1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.015000104904174805,0,OPTIMAL,0.004999876022338867,14,CUT_LIMIT,0.0260007381439209,100,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.0039997100830078125,14,CUT_LIMIT,0.4740011692047119,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.010000228881835938,15,OPTIMAL,0.01900029182434082,66,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.0,0,OPTIMAL,0.004000186920166016,15,OPTIMAL,0.014999866485595703,66,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,2,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.002000093460083008,15,OPTIMAL,0.0069997310638427734,66
BDH2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.018999814987182617,4,OPTIMAL,0.012000322341918945,14,OPTIMAL,0.017999887466430664,47,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.020000219345092773,4,OPTIMAL,0.014999628067016602,14,OPTIMAL,0.017000198364257812,47,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0010001659393310547,0,INFEASIBLE,0.0010001659393310547,0,INFEASIBLE,0.0010001659393310547,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0
BDP1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.04799938201904297,7,OPTIMAL,0.003999948501586914,16,CUT_LIMIT,0.03099966049194336,100,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0029997825622558594,2,OPTIMAL,0.04500007629394531,7,OPTIMAL,0.013000011444091797,16,OPTIMAL,0.03499937057495117,103,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,1,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.01799941062927246,17,OPTIMAL,0.01800060272216797,40,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.019000530242919922,17,OPTIMAL,0.019000530242919922,40,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.014999866485595703,17,OPTIMAL,0.016999483108520508,40
BECN1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.010999917984008789,16,OPTIMAL,0.031000375747680664,56,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.004999637603759766,1,OPTIMAL,0.018000125885009766,16,OPTIMAL,0.021000385284423828,56,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.005000114440917969,1,OPTIMAL,0.0069997310638427734,2,OPTIMAL,0.012000322341918945,16,OPTIMAL,0.009999990463256836,40,OPTIMAL,0.00800013542175293,2,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.015000104904174805,16,OPTIMAL,0.01600027084350586,40,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.002000093460083008,1,OPTIMAL,0.0,2,OPTIMAL,0.016000747680664062,16,OPTIMAL,0.013000011444091797,40
BEND6,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0279998779296875,6,OPTIMAL,0.006000041961669922,15,CUT_LIMIT,0.022000551223754883,100,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.02200031280517578,6,OPTIMAL,0.012000322341918945,15,CUT_LIMIT,0.5239975452423096,1000,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.01699972152709961,18,CUT_LIMIT,0.029999494552612305,100,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0,0,OPTIMAL,0.01699972152709961,18,CUT_LIMIT,0.48999571800231934,1000,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.014999628067016602,18,TOTAL_TIME_LIMIT,30.002999305725098,9142
BET1,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.01699995994567871,15,OPTIMAL,0.00800013542175293,65,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.014999628067016602,15,OPTIMAL,0.021999359130859375,65,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.013000249862670898,3,OPTIMAL,0.012000083923339844,16,OPTIMAL,0.021000146865844727,48,OPTIMAL,0.013999700546264648,3,OPTIMAL,0.0,0,OPTIMAL,0.0,0,OPTIMAL,0.023999929428100586,16,OPTIMAL,0.023999691009521484,48,OPTIMAL,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.012000083923339844,3,OPTIMAL,0.018000125885009766,16,OPTIMAL,0.03099989891052246,48
BET1L,OPTIMAL,0.0,0,OPTIMAL,0.0,3,OPTIMAL,0.006999969482421875,1,OPTIMAL,0.0039997100830078125,15,OPTIMAL,0.029000043869018555,87,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.0,3,OPTIMAL,0.0070002079010009766,1,OPTIMAL,0.0069997310638427734,15,OPTIMAL,0.020999431610107422,87,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.003000020980834961,15,CUT_LIMIT,0.020000219345092773,100,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.0009999275207519531,3,OPTIMAL,0.0,0,OPTIMAL,0.0019998550415039062,15,CUT_LIMIT,0.4400022029876709,1000,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,3,OPTIMAL,0.003000020980834961,0,OPTIMAL,0.005000114440917969,15,CUT_LIMIT,27.774016857147217,10000
BEX1,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.00599980354309082,2,OPTIMAL,0.037000179290771484,5,OPTIMAL,0.03800034523010254,16,OPTIMAL,0.023999929428100586,48,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.006000041961669922,2,OPTIMAL,0.02400040626525879,5,OPTIMAL,0.037999629974365234,16,OPTIMAL,0.0280001163482666,48,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.013000011444091797,17,CUT_LIMIT,0.03600025177001953,100,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.015000343322753906,17,CUT_LIMIT,0.4940025806427002,1000,OPTIMAL,0.0009999275207519531,0,INFEASIBLE,0.0,0,INFEASIBLE,0.0,0,OPTIMAL,0.012999534606933594,17,TOTAL_TIME_LIMIT,30.001020431518555,8920
BEX4,OPTIMAL,0.0,0,OPTIMAL,0.003000020980834961,1,OPTIMAL,0.0029997825622558594,1,OPTIMAL,0.02299976348876953,14,OPTIMAL,0.019000530242919922,49,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0030002593994140625,1,OPTIMAL,0.004000186920166016,1,OPTIMAL,0.009999752044677734,14,OPTIMAL,0.019000768661499023,49,OPTIMAL,0.0,0,OPTIMAL,0.006000041961669922,3,OPTIMAL,0.021000146865844727,4,OPTIMAL,0.0070002079010009766,15,CUT_LIMIT,0.02500009536743164,100,OPTIMAL,0.024000167846679688,4,OPTIMAL,0.004999876022338867,3,OPTIMAL,0.0,0,OPTIMAL,0.009000062942504883,15,CUT_LIMIT,0.5020017623901367,1000,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.004000186920166016,3,OPTIMAL,0.009000062942504883,4,OPTIMAL,0.005000114440917969,15,TOTAL_TIME_LIMIT,30.00299572944641,9046
BFAR,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.0019998550415039062,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.013000011444091797,16,CUT_LIMIT,0.03699994087219238,100,OPTIMAL,0.002000093460083008,0,OPTIMAL,0.003999948501586914,1,OPTIMAL,0.006000041961669922,1,OPTIMAL,0.009999990463256836,16,CUT_LIMIT,0.5259988307952881,1000,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.00599980354309082,2,OPTIMAL,0.006000041961669922,0,OPTIMAL,0.009999752044677734,16,OPTIMAL,0.018999576568603516,54,OPTIMAL,0.004999876022338867,0,OPTIMAL,0.003999948501586914,2,OPTIMAL,0.0010001659393310547,0,OPTIMAL,0.013000249862670898,16,OPTIMAL,0.03299903869628906,54,OPTIMAL,0.0009999275207519531,0,OPTIMAL,0.006999969482421875,2,OPTIMAL,0.003999948501586914,0,OPTIMAL,0.013000011444091797,16,OPTIMAL,0.056000709533691406,54
